epoc (ms),timestamp (+0300),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1744040485515,2025-04-07T18.41.25.515,4.416,-0.000351313,0.000066313,-0.000250125
1744040485555,2025-04-07T18.41.25.555,4.456,-0.000351000,0.000065188,-0.000251313
1744040485594,2025-04-07T18.41.25.594,4.495,-0.000351313,0.000065938,-0.000249750
1744040485634,2025-04-07T18.41.25.634,4.535,-0.000351687,0.000065938,-0.000250375
1744040485675,2025-04-07T18.41.25.675,4.576,-0.000352062,0.000065562,-0.000252063
1744040485714,2025-04-07T18.41.25.714,4.615,-0.000351313,0.000066313,-0.000250062
1744040485754,2025-04-07T18.41.25.754,4.655,-0.000351313,0.000065188,-0.000251250
1744040485794,2025-04-07T18.41.25.794,4.695,-0.000351687,0.000065938,-0.000251250
1744040485833,2025-04-07T18.41.25.833,4.734,-0.000350938,0.000065562,-0.000250875
1744040485873,2025-04-07T18.41.25.873,4.774,-0.000351313,0.000064812,-0.000250062
1744040485914,2025-04-07T18.41.25.914,4.815,-0.000350938,0.000066687,-0.000250875
1744040485953,2025-04-07T18.41.25.953,4.854,-0.000350938,0.000066313,-0.000251688
1744040485993,2025-04-07T18.41.25.993,4.894,-0.000351375,0.000065188,-0.000250563
1744040486032,2025-04-07T18.41.26.032,4.933,-0.000350250,0.000065562,-0.000249687
1744040486072,2025-04-07T18.41.26.072,4.973,-0.000351687,0.000065188,-0.000251250
1744040486111,2025-04-07T18.41.26.111,5.012,-0.000351313,0.000066687,-0.000251625
1744040486152,2025-04-07T18.41.26.152,5.053,-0.000351313,0.000065188,-0.000250375
1744040486192,2025-04-07T18.41.26.192,5.093,-0.000351000,0.000065938,-0.000250563
1744040486232,2025-04-07T18.41.26.232,5.133,-0.000350625,0.000065562,-0.000250875
1744040486271,2025-04-07T18.41.26.271,5.172,-0.000351687,0.000065188,-0.000249687
1744040486311,2025-04-07T18.41.26.311,5.212,-0.000351313,0.000065562,-0.000250500
1744040486350,2025-04-07T18.41.26.350,5.251,-0.000351313,0.000065188,-0.000250062
1744040486390,2025-04-07T18.41.26.390,5.291,-0.000351313,0.000065188,-0.000250500
1744040486431,2025-04-07T18.41.26.431,5.332,-0.000350938,0.000064812,-0.000250062
1744040486470,2025-04-07T18.41.26.470,5.371,-0.000350938,0.000065938,-0.000250813
1744040486510,2025-04-07T18.41.26.510,5.411,-0.000350250,0.000065188,-0.000250062
1744040486549,2025-04-07T18.41.26.549,5.450,-0.000351313,0.000065562,-0.000250875
1744040486589,2025-04-07T18.41.26.589,5.490,-0.000351313,0.000065188,-0.000251250
1744040486628,2025-04-07T18.41.26.628,5.529,-0.000350938,0.000065188,-0.000251250
1744040486670,2025-04-07T18.41.26.670,5.571,-0.000351313,0.000065938,-0.000250813
1744040486709,2025-04-07T18.41.26.709,5.610,-0.000350563,0.000065562,-0.000250813
1744040486749,2025-04-07T18.41.26.749,5.650,-0.000350625,0.000065188,-0.000250563
1744040486788,2025-04-07T18.41.26.788,5.689,-0.000350250,0.000065938,-0.000250500
1744040486828,2025-04-07T18.41.26.828,5.729,-0.000352437,0.000065938,-0.000251688
1744040486867,2025-04-07T18.41.26.867,5.768,-0.000350938,0.000065938,-0.000250062
1744040486908,2025-04-07T18.41.26.908,5.809,-0.000350250,0.000065188,-0.000250875
1744040486948,2025-04-07T18.41.26.948,5.849,-0.000351313,0.000065938,-0.000249312
1744040486987,2025-04-07T18.41.26.987,5.888,-0.000351687,0.000065938,-0.000250500
1744040487027,2025-04-07T18.41.27.027,5.928,-0.000350938,0.000065188,-0.000250875
1744040487066,2025-04-07T18.41.27.066,5.967,-0.000351000,0.000065188,-0.000250125
1744040487106,2025-04-07T18.41.27.106,6.007,-0.000350250,0.000065562,-0.000250062
1744040487147,2025-04-07T18.41.27.147,6.048,-0.000350938,0.000064812,-0.000251625
1744040487187,2025-04-07T18.41.27.187,6.088,-0.000351313,0.000065188,-0.000250500
1744040487226,2025-04-07T18.41.27.226,6.127,-0.000350938,0.000065562,-0.000251688
1744040487266,2025-04-07T18.41.27.266,6.167,-0.000351687,0.000065188,-0.000250000
1744040487305,2025-04-07T18.41.27.305,6.206,-0.000351313,0.000065188,-0.000251250
1744040487345,2025-04-07T18.41.27.345,6.246,-0.000351000,0.000065938,-0.000251688
1744040487386,2025-04-07T18.41.27.386,6.287,-0.000351313,0.000065938,-0.000251563
1744040487425,2025-04-07T18.41.27.425,6.326,-0.000351313,0.000064812,-0.000249750
1744040487465,2025-04-07T18.41.27.465,6.366,-0.000350938,0.000065938,-0.000251250
1744040487504,2025-04-07T18.41.27.504,6.405,-0.000350625,0.000066687,-0.000251313
1744040487544,2025-04-07T18.41.27.544,6.445,-0.000351687,0.000065562,-0.000251188
1744040487584,2025-04-07T18.41.27.584,6.485,-0.000350625,0.000065562,-0.000250875
1744040487625,2025-04-07T18.41.27.625,6.526,-0.000351313,0.000064812,-0.000252063
1744040487664,2025-04-07T18.41.27.664,6.565,-0.000351313,0.000065188,-0.000250062
1744040487704,2025-04-07T18.41.27.704,6.605,-0.000351687,0.000064812,-0.000250438
1744040487743,2025-04-07T18.41.27.743,6.644,-0.000350938,0.000064812,-0.000250875
1744040487783,2025-04-07T18.41.27.783,6.684,-0.000351313,0.000065188,-0.000250438
1744040487822,2025-04-07T18.41.27.822,6.723,-0.000350250,0.000065188,-0.000251000
1744040487863,2025-04-07T18.41.27.863,6.764,-0.000350250,0.000065188,-0.000250500
1744040487903,2025-04-07T18.41.27.903,6.804,-0.000351313,0.000065188,-0.000250500
1744040487942,2025-04-07T18.41.27.942,6.843,-0.000350563,0.000064812,-0.000250438
1744040487982,2025-04-07T18.41.27.982,6.883,-0.000350563,0.000066313,-0.000250438
1744040488022,2025-04-07T18.41.28.022,6.923,-0.000350250,0.000065562,-0.000251688
1744040488061,2025-04-07T18.41.28.061,6.962,-0.000350563,0.000065188,-0.000250062
1744040488102,2025-04-07T18.41.28.102,7.003,-0.000351313,0.000065562,-0.000251250
1744040488142,2025-04-07T18.41.28.142,7.043,-0.000351000,0.000065938,-0.000250938
1744040488181,2025-04-07T18.41.28.181,7.082,-0.000350188,0.000065562,-0.000250750
1744040488221,2025-04-07T18.41.28.221,7.122,-0.000351000,0.000065188,-0.000251375
1744040488260,2025-04-07T18.41.28.260,7.161,-0.000351313,0.000065188,-0.000250062
1744040488300,2025-04-07T18.41.28.300,7.201,-0.000350938,0.000065188,-0.000251250
1744040488341,2025-04-07T18.41.28.341,7.242,-0.000351687,0.000065562,-0.000250500
1744040488380,2025-04-07T18.41.28.380,7.281,-0.000351000,0.000064500,-0.000250938
1744040488420,2025-04-07T18.41.28.420,7.321,-0.000351313,0.000065562,-0.000250062
1744040488460,2025-04-07T18.41.28.460,7.361,-0.000351687,0.000065188,-0.000251625
1744040488499,2025-04-07T18.41.28.499,7.400,-0.000351000,0.000065188,-0.000251000
1744040488539,2025-04-07T18.41.28.539,7.440,-0.000350625,0.000064125,-0.000249312
1744040488580,2025-04-07T18.41.28.580,7.481,-0.000350563,0.000064812,-0.000252063
1744040488619,2025-04-07T18.41.28.619,7.520,-0.000351687,0.000065188,-0.000251688
1744040488659,2025-04-07T18.41.28.659,7.560,-0.000351313,0.000064812,-0.000250750
1744040488698,2025-04-07T18.41.28.698,7.599,-0.000349875,0.000065188,-0.000251688
1744040488738,2025-04-07T18.41.28.738,7.639,-0.000350938,0.000065188,-0.000250500
1744040488777,2025-04-07T18.41.28.777,7.678,-0.000350938,0.000065188,-0.000251688
1744040488818,2025-04-07T18.41.28.818,7.719,-0.000352062,0.000065188,-0.000250500
1744040488858,2025-04-07T18.41.28.858,7.759,-0.000351687,0.000066687,-0.000250500
1744040488898,2025-04-07T18.41.28.898,7.799,-0.000350625,0.000065562,-0.000250500
1744040488937,2025-04-07T18.41.28.937,7.838,-0.000351687,0.000065938,-0.000251625
1744040488977,2025-04-07T18.41.28.977,7.878,-0.000350938,0.000065562,-0.000250062
1744040489016,2025-04-07T18.41.29.016,7.917,-0.000351313,0.000064812,-0.000250062
1744040489057,2025-04-07T18.41.29.057,7.958,-0.000351687,0.000065188,-0.000251250
1744040489097,2025-04-07T18.41.29.097,7.998,-0.000352437,0.000064812,-0.000250500
1744040489136,2025-04-07T18.41.29.136,8.037,-0.000351000,0.000065938,-0.000251313
1744040489176,2025-04-07T18.41.29.176,8.077,-0.000351313,0.000065562,-0.000250062
1744040489215,2025-04-07T18.41.29.215,8.116,-0.000352062,0.000064125,-0.000250500
1744040489255,2025-04-07T18.41.29.255,8.156,-0.000352437,0.000064500,-0.000249687
1744040489296,2025-04-07T18.41.29.296,8.197,-0.000350938,0.000065562,-0.000251250
1744040489336,2025-04-07T18.41.29.336,8.237,-0.000350938,0.000065562,-0.000250062
1744040489375,2025-04-07T18.41.29.375,8.276,-0.000351000,0.000064812,-0.000250125
1744040489415,2025-04-07T18.41.29.415,8.316,-0.000351313,0.000065188,-0.000249312
1744040489454,2025-04-07T18.41.29.454,8.355,-0.000351687,0.000065938,-0.000250875
1744040489494,2025-04-07T18.41.29.494,8.395,-0.000351313,0.000065188,-0.000250938
1744040489535,2025-04-07T18.41.29.535,8.436,-0.000351313,0.000065562,-0.000250875
1744040489574,2025-04-07T18.41.29.574,8.475,-0.000351000,0.000066313,-0.000250500
1744040489614,2025-04-07T18.41.29.614,8.515,-0.000352437,0.000065938,-0.000250500
1744040489653,2025-04-07T18.41.29.653,8.554,-0.000352062,0.000065562,-0.000250500
1744040489693,2025-04-07T18.41.29.693,8.594,-0.000351313,0.000065562,-0.000250500
1744040489733,2025-04-07T18.41.29.733,8.634,-0.000351687,0.000065188,-0.000250500
1744040489774,2025-04-07T18.41.29.774,8.675,-0.000350938,0.000065938,-0.000249687
1744040489813,2025-04-07T18.41.29.813,8.714,-0.000351687,0.000064875,-0.000250187
1744040489853,2025-04-07T18.41.29.853,8.754,-0.000351687,0.000065938,-0.000250062
1744040489892,2025-04-07T18.41.29.892,8.793,-0.000350563,0.000065938,-0.000249687
1744040489932,2025-04-07T18.41.29.932,8.833,-0.000350625,0.000065188,-0.000249812
1744040489971,2025-04-07T18.41.29.971,8.872,-0.000351313,0.000065938,-0.000251250
1744040490012,2025-04-07T18.41.30.012,8.913,-0.000350938,0.000065188,-0.000249687
1744040490052,2025-04-07T18.41.30.052,8.953,-0.000351687,0.000065188,-0.000250125
1744040490091,2025-04-07T18.41.30.091,8.992,-0.000351687,0.000065938,-0.000250062
1744040490131,2025-04-07T18.41.30.131,9.032,-0.000352437,0.000065562,-0.000250500
1744040490170,2025-04-07T18.41.30.170,9.071,-0.000352437,0.000065188,-0.000249312
1744040490210,2025-04-07T18.41.30.210,9.111,-0.000351313,0.000065188,-0.000250125
1744040490250,2025-04-07T18.41.30.250,9.151,-0.000350250,0.000065188,-0.000250125
1744040490291,2025-04-07T18.41.30.291,9.192,-0.000351687,0.000065562,-0.000250875
1744040490330,2025-04-07T18.41.30.330,9.231,-0.000350938,0.000064812,-0.000248875
1744040490370,2025-04-07T18.41.30.370,9.271,-0.000351313,0.000064812,-0.000249687
1744040490409,2025-04-07T18.41.30.409,9.310,-0.000350938,0.000064812,-0.000250750
1744040490449,2025-04-07T18.41.30.449,9.350,-0.000350938,0.000065188,-0.000249250
1744040490488,2025-04-07T18.41.30.488,9.389,-0.000351687,0.000064500,-0.000249312
1744040490529,2025-04-07T18.41.30.529,9.430,-0.000351687,0.000064500,-0.000249625
1744040490569,2025-04-07T18.41.30.569,9.470,-0.000351687,0.000064500,-0.000250438
1744040490608,2025-04-07T18.41.30.608,9.509,-0.000350938,0.000064812,-0.000250062
1744040490648,2025-04-07T18.41.30.648,9.549,-0.000350938,0.000064500,-0.000249687
1744040490688,2025-04-07T18.41.30.688,9.589,-0.000352062,0.000065562,-0.000250125
1744040490727,2025-04-07T18.41.30.727,9.628,-0.000352062,0.000064500,-0.000249312
1744040490767,2025-04-07T18.41.30.767,9.668,-0.000351313,0.000065188,-0.000249750
1744040490808,2025-04-07T18.41.30.808,9.709,-0.000350938,0.000065562,-0.000249687
1744040490847,2025-04-07T18.41.30.847,9.748,-0.000351687,0.000064125,-0.000251375
1744040490887,2025-04-07T18.41.30.887,9.788,-0.000351687,0.000065562,-0.000250125
1744040490926,2025-04-07T18.41.30.926,9.827,-0.000351687,0.000065562,-0.000250500
1744040490966,2025-04-07T18.41.30.966,9.867,-0.000351313,0.000065562,-0.000251563
1744040491005,2025-04-07T18.41.31.005,9.906,-0.000352062,0.000065562,-0.000250062
1744040491046,2025-04-07T18.41.31.046,9.947,-0.000352062,0.000064812,-0.000250062
1744040491086,2025-04-07T18.41.31.086,9.987,-0.000352062,0.000064500,-0.000250938
1744040491126,2025-04-07T18.41.31.126,10.027,-0.000351687,0.000064812,-0.000249687
1744040491165,2025-04-07T18.41.31.165,10.066,-0.000352812,0.000065562,-0.000250938
1744040491205,2025-04-07T18.41.31.205,10.106,-0.000351687,0.000065562,-0.000250500
1744040491244,2025-04-07T18.41.31.244,10.145,-0.000352062,0.000064500,-0.000249812
1744040491285,2025-04-07T18.41.31.285,10.186,-0.000351313,0.000064500,-0.000249687
1744040491325,2025-04-07T18.41.31.325,10.226,-0.000352062,0.000064500,-0.000250875
1744040491364,2025-04-07T18.41.31.364,10.265,-0.000352812,0.000064812,-0.000251313
1744040491404,2025-04-07T18.41.31.404,10.305,-0.000351313,0.000065938,-0.000251250
1744040491443,2025-04-07T18.41.31.443,10.344,-0.000351313,0.000065562,-0.000250500
1744040491483,2025-04-07T18.41.31.483,10.384,-0.000352812,0.000065938,-0.000250500
1744040491524,2025-04-07T18.41.31.524,10.425,-0.000351313,0.000065938,-0.000250500
1744040491564,2025-04-07T18.41.31.564,10.465,-0.000352062,0.000065188,-0.000250875
1744040491603,2025-04-07T18.41.31.603,10.504,-0.000352437,0.000064500,-0.000250563
1744040491643,2025-04-07T18.41.31.643,10.544,-0.000352062,0.000065188,-0.000250500
1744040491682,2025-04-07T18.41.31.682,10.583,-0.000352062,0.000064875,-0.000250563
1744040491722,2025-04-07T18.41.31.722,10.623,-0.000352062,0.000064812,-0.000250062
1744040491761,2025-04-07T18.41.31.761,10.662,-0.000352062,0.000065188,-0.000250062
1744040491802,2025-04-07T18.41.31.802,10.703,-0.000352437,0.000065562,-0.000250062
1744040491842,2025-04-07T18.41.31.842,10.743,-0.000350938,0.000065188,-0.000250062
1744040491881,2025-04-07T18.41.31.881,10.782,-0.000351687,0.000065938,-0.000249750
1744040491921,2025-04-07T18.41.31.921,10.822,-0.000351313,0.000064812,-0.000251250
1744040491961,2025-04-07T18.41.31.961,10.862,-0.000351313,0.000064812,-0.000250938
1744040492000,2025-04-07T18.41.32.000,10.901,-0.000351313,0.000064812,-0.000249625
1744040492041,2025-04-07T18.41.32.041,10.942,-0.000352437,0.000065562,-0.000250500
1744040492081,2025-04-07T18.41.32.081,10.982,-0.000352437,0.000064875,-0.000250563
1744040492120,2025-04-07T18.41.32.120,11.021,-0.000352062,0.000064500,-0.000250500
1744040492160,2025-04-07T18.41.32.160,11.061,-0.000352062,0.000065188,-0.000249750
1744040492199,2025-04-07T18.41.32.199,11.100,-0.000352062,0.000065188,-0.000249687
1744040492239,2025-04-07T18.41.32.239,11.140,-0.000352437,0.000065188,-0.000249000
1744040492280,2025-04-07T18.41.32.280,11.181,-0.000352062,0.000064812,-0.000249687
1744040492319,2025-04-07T18.41.32.319,11.220,-0.000351687,0.000064812,-0.000249750
1744040492359,2025-04-07T18.41.32.359,11.260,-0.000353187,0.000064812,-0.000248875
1744040492399,2025-04-07T18.41.32.399,11.300,-0.000352437,0.000064125,-0.000250500
1744040492438,2025-04-07T18.41.32.438,11.339,-0.000351313,0.000065188,-0.000250938
1744040492478,2025-04-07T18.41.32.478,11.379,-0.000351375,0.000065188,-0.000250187
1744040492519,2025-04-07T18.41.32.519,11.420,-0.000351687,0.000064500,-0.000251000
1744040492558,2025-04-07T18.41.32.558,11.459,-0.000352437,0.000065188,-0.000249687
1744040492598,2025-04-07T18.41.32.598,11.499,-0.000352062,0.000064125,-0.000249312
1744040492637,2025-04-07T18.41.32.637,11.538,-0.000352062,0.000064812,-0.000250813
1744040492677,2025-04-07T18.41.32.677,11.578,-0.000351687,0.000065188,-0.000250062
1744040492716,2025-04-07T18.41.32.716,11.617,-0.000352812,0.000065562,-0.000250563
1744040492756,2025-04-07T18.41.32.756,11.657,-0.000352812,0.000064500,-0.000250938
1744040492797,2025-04-07T18.41.32.797,11.698,-0.000352812,0.000065188,-0.000250938
1744040492837,2025-04-07T18.41.32.837,11.738,-0.000352062,0.000066313,-0.000249687
1744040492876,2025-04-07T18.41.32.876,11.777,-0.000353187,0.000065938,-0.000249812
1744040492916,2025-04-07T18.41.32.916,11.817,-0.000352812,0.000065938,-0.000250438
1744040492955,2025-04-07T18.41.32.955,11.856,-0.000355000,0.000066313,-0.000251375
1744040492995,2025-04-07T18.41.32.995,11.896,-0.000355750,0.000065188,-0.000251688
1744040493036,2025-04-07T18.41.33.036,11.937,-0.000355000,0.000066687,-0.000250875
1744040493075,2025-04-07T18.41.33.075,11.976,-0.000354250,0.000066687,-0.000248500
1744040493115,2025-04-07T18.41.33.115,12.016,-0.000359437,0.000067063,-0.000250563
1744040493154,2025-04-07T18.41.33.154,12.055,-0.000360187,0.000067063,-0.000250875
1744040493194,2025-04-07T18.41.33.194,12.095,-0.000360562,0.000067063,-0.000250125
1744040493233,2025-04-07T18.41.33.233,12.134,-0.000359812,0.000067063,-0.000251375
1744040493274,2025-04-07T18.41.33.274,12.175,-0.000358688,0.000067063,-0.000250875
1744040493314,2025-04-07T18.41.33.314,12.215,-0.000359437,0.000068188,-0.000251375
1744040493354,2025-04-07T18.41.33.354,12.255,-0.000360187,0.000066687,-0.000251000
