epoc (ms),timestamp (+0300),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1744041766293,2025-04-07T19.02.46.293,5.054,-0.000340250,0.000065188,-0.000244750
1744041766333,2025-04-07T19.02.46.333,5.094,-0.000340625,0.000065562,-0.000245937
1744041766372,2025-04-07T19.02.46.372,5.133,-0.000339500,0.000064438,-0.000246312
1744041766412,2025-04-07T19.02.46.412,5.173,-0.000339875,0.000065188,-0.000246000
1744041766453,2025-04-07T19.02.46.453,5.214,-0.000341000,0.000065188,-0.000244750
1744041766492,2025-04-07T19.02.46.492,5.253,-0.000339875,0.000065188,-0.000245625
1744041766532,2025-04-07T19.02.46.532,5.293,-0.000340625,0.000064812,-0.000245125
1744041766571,2025-04-07T19.02.46.571,5.332,-0.000340625,0.000065562,-0.000245125
1744041766611,2025-04-07T19.02.46.611,5.372,-0.000339875,0.000064812,-0.000246000
1744041766650,2025-04-07T19.02.46.650,5.411,-0.000340625,0.000064812,-0.000245562
1744041766691,2025-04-07T19.02.46.691,5.452,-0.000340250,0.000065188,-0.000245625
1744041766731,2025-04-07T19.02.46.731,5.492,-0.000340625,0.000065188,-0.000247438
1744041766771,2025-04-07T19.02.46.771,5.532,-0.000340625,0.000065188,-0.000245500
1744041766810,2025-04-07T19.02.46.810,5.571,-0.000340250,0.000065562,-0.000245875
1744041766850,2025-04-07T19.02.46.850,5.611,-0.000341000,0.000065938,-0.000246375
1744041766889,2025-04-07T19.02.46.889,5.650,-0.000340625,0.000065938,-0.000245937
1744041766930,2025-04-07T19.02.46.930,5.691,-0.000341000,0.000064812,-0.000245125
1744041766970,2025-04-07T19.02.46.970,5.731,-0.000341375,0.000065562,-0.000246000
1744041767009,2025-04-07T19.02.47.009,5.770,-0.000340250,0.000065562,-0.000246312
1744041767049,2025-04-07T19.02.47.049,5.810,-0.000340625,0.000066313,-0.000244750
1744041767088,2025-04-07T19.02.47.088,5.849,-0.000339875,0.000065188,-0.000245562
1744041767128,2025-04-07T19.02.47.128,5.889,-0.000340625,0.000065562,-0.000245500
1744041767169,2025-04-07T19.02.47.169,5.930,-0.000341000,0.000066313,-0.000245187
1744041767209,2025-04-07T19.02.47.209,5.970,-0.000340625,0.000065562,-0.000245562
1744041767248,2025-04-07T19.02.47.248,6.009,-0.000341375,0.000065562,-0.000243625
1744041767288,2025-04-07T19.02.47.288,6.049,-0.000341000,0.000065938,-0.000245562
1744041767327,2025-04-07T19.02.47.327,6.088,-0.000341375,0.000066687,-0.000245562
1744041767367,2025-04-07T19.02.47.367,6.128,-0.000341750,0.000065562,-0.000245250
1744041767408,2025-04-07T19.02.47.408,6.169,-0.000341750,0.000065188,-0.000245937
1744041767447,2025-04-07T19.02.47.447,6.208,-0.000341750,0.000065188,-0.000245125
1744041767487,2025-04-07T19.02.47.487,6.248,-0.000342062,0.000065188,-0.000244750
1744041767526,2025-04-07T19.02.47.526,6.287,-0.000341312,0.000065938,-0.000245125
1744041767566,2025-04-07T19.02.47.566,6.327,-0.000342438,0.000065562,-0.000246312
1744041767606,2025-04-07T19.02.47.606,6.367,-0.000341750,0.000066313,-0.000245937
1744041767645,2025-04-07T19.02.47.645,6.406,-0.000342062,0.000065562,-0.000244625
1744041767686,2025-04-07T19.02.47.686,6.447,-0.000341000,0.000065938,-0.000245875
1744041767726,2025-04-07T19.02.47.726,6.487,-0.000341312,0.000065562,-0.000245000
1744041767765,2025-04-07T19.02.47.765,6.526,-0.000342062,0.000065188,-0.000245500
1744041767805,2025-04-07T19.02.47.805,6.566,-0.000341687,0.000066313,-0.000246312
1744041767844,2025-04-07T19.02.47.844,6.605,-0.000342438,0.000065562,-0.000244687
1744041767884,2025-04-07T19.02.47.884,6.645,-0.000341750,0.000065938,-0.000246000
1744041767925,2025-04-07T19.02.47.925,6.686,-0.000343563,0.000065562,-0.000246312
1744041767964,2025-04-07T19.02.47.964,6.725,-0.000342438,0.000066313,-0.000246000
1744041768004,2025-04-07T19.02.48.004,6.765,-0.000342062,0.000065188,-0.000245125
1744041768044,2025-04-07T19.02.48.044,6.805,-0.000342438,0.000065562,-0.000246312
1744041768083,2025-04-07T19.02.48.083,6.844,-0.000342438,0.000065562,-0.000246000
1744041768123,2025-04-07T19.02.48.123,6.884,-0.000342062,0.000065938,-0.000245125
1744041768164,2025-04-07T19.02.48.164,6.925,-0.000342438,0.000065938,-0.000245562
1744041768203,2025-04-07T19.02.48.203,6.964,-0.000343563,0.000066687,-0.000246250
1744041768243,2025-04-07T19.02.48.243,7.004,-0.000342062,0.000065562,-0.000245125
1744041768282,2025-04-07T19.02.48.282,7.043,-0.000342813,0.000064438,-0.000245875
1744041768322,2025-04-07T19.02.48.322,7.083,-0.000342438,0.000065938,-0.000245875
1744041768361,2025-04-07T19.02.48.361,7.122,-0.000342438,0.000065562,-0.000245062
1744041768402,2025-04-07T19.02.48.402,7.163,-0.000342813,0.000065562,-0.000246688
1744041768442,2025-04-07T19.02.48.442,7.203,-0.000342438,0.000065562,-0.000245125
1744041768482,2025-04-07T19.02.48.482,7.243,-0.000342438,0.000066313,-0.000246750
1744041768521,2025-04-07T19.02.48.521,7.282,-0.000343188,0.000065562,-0.000246312
1744041768561,2025-04-07T19.02.48.561,7.322,-0.000342813,0.000066687,-0.000246000
1744041768600,2025-04-07T19.02.48.600,7.361,-0.000342062,0.000066313,-0.000245562
1744041768641,2025-04-07T19.02.48.641,7.402,-0.000342062,0.000064812,-0.000245437
1744041768681,2025-04-07T19.02.48.681,7.442,-0.000343188,0.000065938,-0.000247500
1744041768720,2025-04-07T19.02.48.720,7.481,-0.000341375,0.000065188,-0.000245125
1744041768760,2025-04-07T19.02.48.760,7.521,-0.000343563,0.000065938,-0.000245562
1744041768799,2025-04-07T19.02.48.799,7.560,-0.000342438,0.000066687,-0.000245562
1744041768839,2025-04-07T19.02.48.839,7.600,-0.000342813,0.000066313,-0.000245500
1744041768878,2025-04-07T19.02.48.878,7.639,-0.000342500,0.000065188,-0.000246000
1744041768919,2025-04-07T19.02.48.919,7.680,-0.000342438,0.000066313,-0.000245500
1744041768959,2025-04-07T19.02.48.959,7.720,-0.000343188,0.000065938,-0.000245125
1744041768999,2025-04-07T19.02.48.999,7.760,-0.000343188,0.000064812,-0.000245125
1744041769038,2025-04-07T19.02.49.038,7.799,-0.000342813,0.000065188,-0.000246750
1744041769078,2025-04-07T19.02.49.078,7.839,-0.000343188,0.000067063,-0.000245875
1744041769117,2025-04-07T19.02.49.117,7.878,-0.000343563,0.000067063,-0.000246000
1744041769158,2025-04-07T19.02.49.158,7.919,-0.000342813,0.000067063,-0.000245500
1744041769198,2025-04-07T19.02.49.198,7.959,-0.000343188,0.000065938,-0.000245937
1744041769237,2025-04-07T19.02.49.237,7.998,-0.000342438,0.000066313,-0.000245875
1744041769277,2025-04-07T19.02.49.277,8.038,-0.000342813,0.000067063,-0.000246437
1744041769316,2025-04-07T19.02.49.316,8.077,-0.000343563,0.000065938,-0.000246000
1744041769356,2025-04-07T19.02.49.356,8.117,-0.000342438,0.000065562,-0.000246000
1744041769397,2025-04-07T19.02.49.397,8.158,-0.000342813,0.000065562,-0.000245937
1744041769437,2025-04-07T19.02.49.437,8.198,-0.000342438,0.000066687,-0.000245125
1744041769476,2025-04-07T19.02.49.476,8.237,-0.000343188,0.000066313,-0.000246312
1744041769516,2025-04-07T19.02.49.516,8.277,-0.000343563,0.000065188,-0.000246688
1744041769555,2025-04-07T19.02.49.555,8.316,-0.000343938,0.000067063,-0.000246000
1744041769595,2025-04-07T19.02.49.595,8.356,-0.000343188,0.000066313,-0.000245187
1744041769636,2025-04-07T19.02.49.636,8.397,-0.000342813,0.000065938,-0.000245937
1744041769675,2025-04-07T19.02.49.675,8.436,-0.000343938,0.000065562,-0.000246312
1744041769715,2025-04-07T19.02.49.715,8.476,-0.000343188,0.000066313,-0.000246375
1744041769754,2025-04-07T19.02.49.754,8.515,-0.000342813,0.000066313,-0.000246312
1744041769794,2025-04-07T19.02.49.794,8.555,-0.000343938,0.000065562,-0.000246813
1744041769834,2025-04-07T19.02.49.834,8.595,-0.000342813,0.000066313,-0.000245937
1744041769875,2025-04-07T19.02.49.875,8.636,-0.000342438,0.000065938,-0.000245000
1744041769914,2025-04-07T19.02.49.914,8.675,-0.000342438,0.000066687,-0.000246312
1744041769954,2025-04-07T19.02.49.954,8.715,-0.000344687,0.000067812,-0.000246375
1744041769993,2025-04-07T19.02.49.993,8.754,-0.000343563,0.000065938,-0.000246000
1744041770033,2025-04-07T19.02.50.033,8.794,-0.000343938,0.000066313,-0.000246375
1744041770072,2025-04-07T19.02.50.072,8.833,-0.000343188,0.000065562,-0.000246312
1744041770113,2025-04-07T19.02.50.113,8.874,-0.000342500,0.000066687,-0.000247625
1744041770153,2025-04-07T19.02.50.153,8.914,-0.000343188,0.000066313,-0.000247063
1744041770192,2025-04-07T19.02.50.192,8.953,-0.000343563,0.000066313,-0.000246750
1744041770232,2025-04-07T19.02.50.232,8.993,-0.000344687,0.000067437,-0.000245500
1744041770272,2025-04-07T19.02.50.272,9.033,-0.000343938,0.000066313,-0.000245125
1744041770311,2025-04-07T19.02.50.311,9.072,-0.000342813,0.000066313,-0.000247563
1744041770352,2025-04-07T19.02.50.352,9.113,-0.000344687,0.000066687,-0.000246750
1744041770392,2025-04-07T19.02.50.392,9.153,-0.000344312,0.000065562,-0.000246312
1744041770431,2025-04-07T19.02.50.431,9.192,-0.000344312,0.000065188,-0.000246312
1744041770471,2025-04-07T19.02.50.471,9.232,-0.000342438,0.000066313,-0.000245937
1744041770510,2025-04-07T19.02.50.510,9.271,-0.000343938,0.000066687,-0.000246312
1744041770550,2025-04-07T19.02.50.550,9.311,-0.000343188,0.000065938,-0.000246375
1744041770589,2025-04-07T19.02.50.589,9.350,-0.000344312,0.000065938,-0.000246375
1744041770630,2025-04-07T19.02.50.630,9.391,-0.000343563,0.000065938,-0.000245937
1744041770670,2025-04-07T19.02.50.670,9.431,-0.000343938,0.000067063,-0.000245562
1744041770710,2025-04-07T19.02.50.710,9.471,-0.000345437,0.000065562,-0.000244812
1744041770749,2025-04-07T19.02.50.749,9.510,-0.000345437,0.000065938,-0.000245625
1744041770789,2025-04-07T19.02.50.789,9.550,-0.000344687,0.000066687,-0.000245125
1744041770828,2025-04-07T19.02.50.828,9.589,-0.000344312,0.000066687,-0.000244375
1744041770869,2025-04-07T19.02.50.869,9.630,-0.000344687,0.000066687,-0.000246000
1744041770909,2025-04-07T19.02.50.909,9.670,-0.000342438,0.000067063,-0.000244375
1744041770948,2025-04-07T19.02.50.948,9.709,-0.000343188,0.000066687,-0.000244375
1744041770988,2025-04-07T19.02.50.988,9.749,-0.000342438,0.000065562,-0.000246000
1744041771027,2025-04-07T19.02.51.027,9.788,-0.000342438,0.000067437,-0.000245125
1744041771067,2025-04-07T19.02.51.067,9.828,-0.000342062,0.000066313,-0.000245125
1744041771108,2025-04-07T19.02.51.108,9.869,-0.000341750,0.000067437,-0.000246000
1744041771148,2025-04-07T19.02.51.148,9.909,-0.000342438,0.000067437,-0.000245875
1744041771187,2025-04-07T19.02.51.187,9.948,-0.000342438,0.000067063,-0.000245187
1744041771227,2025-04-07T19.02.51.227,9.988,-0.000342813,0.000067812,-0.000246750
1744041771266,2025-04-07T19.02.51.266,10.027,-0.000341750,0.000067812,-0.000246000
1744041771306,2025-04-07T19.02.51.306,10.067,-0.000341687,0.000068125,-0.000245500
1744041771347,2025-04-07T19.02.51.347,10.108,-0.000342125,0.000067063,-0.000246000
1744041771386,2025-04-07T19.02.51.386,10.147,-0.000342062,0.000068125,-0.000245125
1744041771426,2025-04-07T19.02.51.426,10.187,-0.000342813,0.000067063,-0.000246750
1744041771465,2025-04-07T19.02.51.465,10.226,-0.000341000,0.000068125,-0.000245875
1744041771505,2025-04-07T19.02.51.505,10.266,-0.000341000,0.000066687,-0.000245562
1744041771544,2025-04-07T19.02.51.544,10.305,-0.000341000,0.000067063,-0.000246312
1744041771586,2025-04-07T19.02.51.586,10.347,-0.000341000,0.000068125,-0.000246375
1744041771625,2025-04-07T19.02.51.625,10.386,-0.000339875,0.000067437,-0.000246375
1744041771665,2025-04-07T19.02.51.665,10.426,-0.000340625,0.000067063,-0.000246750
1744041771704,2025-04-07T19.02.51.704,10.465,-0.000341000,0.000067750,-0.000247875
1744041771744,2025-04-07T19.02.51.744,10.505,-0.000339500,0.000067437,-0.000245125
1744041771783,2025-04-07T19.02.51.783,10.544,-0.000341375,0.000068125,-0.000245625
1744041771824,2025-04-07T19.02.51.824,10.585,-0.000340625,0.000067437,-0.000246437
1744041771864,2025-04-07T19.02.51.864,10.625,-0.000340625,0.000067750,-0.000246312
1744041771903,2025-04-07T19.02.51.903,10.664,-0.000340625,0.000067063,-0.000246688
1744041771943,2025-04-07T19.02.51.943,10.704,-0.000340250,0.000067437,-0.000246813
1744041771982,2025-04-07T19.02.51.982,10.743,-0.000341000,0.000067812,-0.000246750
1744041772022,2025-04-07T19.02.52.022,10.783,-0.000341000,0.000068125,-0.000245937
1744041772063,2025-04-07T19.02.52.063,10.824,-0.000340250,0.000066313,-0.000245937
1744041772103,2025-04-07T19.02.52.103,10.864,-0.000342125,0.000067063,-0.000246375
1744041772142,2025-04-07T19.02.52.142,10.903,-0.000341750,0.000067437,-0.000245562
1744041772182,2025-04-07T19.02.52.182,10.943,-0.000342062,0.000067750,-0.000246750
1744041772221,2025-04-07T19.02.52.221,10.982,-0.000341375,0.000067437,-0.000245625
1744041772261,2025-04-07T19.02.52.261,11.022,-0.000340625,0.000067812,-0.000246813
1744041772302,2025-04-07T19.02.52.302,11.063,-0.000340625,0.000067437,-0.000246437
1744041772341,2025-04-07T19.02.52.341,11.102,-0.000341750,0.000068125,-0.000247188
1744041772381,2025-04-07T19.02.52.381,11.142,-0.000341750,0.000067063,-0.000246000
1744041772420,2025-04-07T19.02.52.420,11.181,-0.000341000,0.000068125,-0.000247188
1744041772460,2025-04-07T19.02.52.460,11.221,-0.000340250,0.000067437,-0.000248250
1744041772500,2025-04-07T19.02.52.500,11.261,-0.000341000,0.000067750,-0.000245500
1744041772541,2025-04-07T19.02.52.541,11.302,-0.000340250,0.000067437,-0.000245937
1744041772580,2025-04-07T19.02.52.580,11.341,-0.000341750,0.000067063,-0.000246062
1744041772620,2025-04-07T19.02.52.620,11.381,-0.000342500,0.000067063,-0.000246813
1744041772659,2025-04-07T19.02.52.659,11.420,-0.000341000,0.000067437,-0.000246750
1744041772699,2025-04-07T19.02.52.699,11.460,-0.000341375,0.000067812,-0.000246375
1744041772738,2025-04-07T19.02.52.738,11.499,-0.000341375,0.000067437,-0.000246813
1744041772778,2025-04-07T19.02.52.778,11.539,-0.000340625,0.000067750,-0.000245937
1744041772819,2025-04-07T19.02.52.819,11.580,-0.000341375,0.000067437,-0.000246437
1744041772858,2025-04-07T19.02.52.858,11.619,-0.000342813,0.000067063,-0.000246750
1744041772898,2025-04-07T19.02.52.898,11.659,-0.000341000,0.000067750,-0.000245937
1744041772938,2025-04-07T19.02.52.938,11.699,-0.000341687,0.000066687,-0.000247063
1744041772977,2025-04-07T19.02.52.977,11.738,-0.000341375,0.000065938,-0.000245937
1744041773017,2025-04-07T19.02.53.017,11.778,-0.000341000,0.000067437,-0.000246750
1744041773058,2025-04-07T19.02.53.058,11.819,-0.000340625,0.000067437,-0.000246000
1744041773097,2025-04-07T19.02.53.097,11.858,-0.000342125,0.000067437,-0.000246375
1744041773137,2025-04-07T19.02.53.137,11.898,-0.000342062,0.000067063,-0.000247125
1744041773176,2025-04-07T19.02.53.176,11.937,-0.000341687,0.000066687,-0.000246688
1744041773216,2025-04-07T19.02.53.216,11.977,-0.000341750,0.000067437,-0.000246000
1744041773257,2025-04-07T19.02.53.257,12.018,-0.000342125,0.000067063,-0.000247563
1744041773296,2025-04-07T19.02.53.296,12.057,-0.000341750,0.000067437,-0.000246437
1744041773336,2025-04-07T19.02.53.336,12.097,-0.000342813,0.000067063,-0.000247188
1744041773376,2025-04-07T19.02.53.376,12.137,-0.000342062,0.000066687,-0.000245875
1744041773415,2025-04-07T19.02.53.415,12.176,-0.000341750,0.000068500,-0.000246750
1744041773455,2025-04-07T19.02.53.455,12.216,-0.000341000,0.000067063,-0.000247625
1744041773494,2025-04-07T19.02.53.494,12.255,-0.000342438,0.000068500,-0.000247563
