epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744041336980,2025-04-07T18.55.36.980,215.448,44.878,-14.085,-26.189
1744041337001,2025-04-07T18.55.37.001,215.469,45.061,-18.659,-15.762
1744041337021,2025-04-07T18.55.37.021,215.489,25.915,-26.555,-1.494
1744041337042,2025-04-07T18.55.37.042,215.510,16.829,-34.848,7.896
1744041337062,2025-04-07T18.55.37.062,215.530,6.677,-38.811,18.232
1744041337083,2025-04-07T18.55.37.083,215.551,-1.067,-37.530,30.976
1744041337102,2025-04-07T18.55.37.102,215.570,-10.061,-31.951,46.006
1744041337122,2025-04-07T18.55.37.122,215.590,-24.878,-33.171,54.695
1744041337143,2025-04-07T18.55.37.143,215.611,-32.622,-34.299,58.659
1744041337163,2025-04-07T18.55.37.163,215.631,-29.970,-26.768,62.652
1744041337184,2025-04-07T18.55.37.184,215.652,-26.402,-15.945,62.744
1744041337204,2025-04-07T18.55.37.204,215.672,-28.567,-7.439,60.579
1744041337223,2025-04-07T18.55.37.223,215.691,-36.311,-2.683,52.439
1744041337244,2025-04-07T18.55.37.244,215.712,-29.604,3.811,39.177
1744041337264,2025-04-07T18.55.37.264,215.732,-20.396,17.409,24.878
1744041337285,2025-04-07T18.55.37.285,215.753,-11.768,30.762,8.628
1744041337305,2025-04-07T18.55.37.305,215.773,-12.195,38.476,-9.482
1744041337324,2025-04-07T18.55.37.324,215.792,-8.872,47.226,-26.860
1744041337345,2025-04-07T18.55.37.345,215.813,12.073,54.787,-46.799
1744041337365,2025-04-07T18.55.37.365,215.833,27.165,52.530,-59.604
1744041337386,2025-04-07T18.55.37.386,215.854,21.982,42.805,-63.902
1744041337406,2025-04-07T18.55.37.406,215.874,18.659,30.579,-64.665
1744041337427,2025-04-07T18.55.37.427,215.895,16.860,19.390,-61.433
1744041337446,2025-04-07T18.55.37.446,215.914,16.829,10.396,-57.561
1744041337466,2025-04-07T18.55.37.466,215.934,31.829,-0.518,-62.744
1744041337487,2025-04-07T18.55.37.487,215.955,34.939,-14.238,-58.323
1744041337507,2025-04-07T18.55.37.507,215.975,19.055,-27.439,-42.439
1744041337528,2025-04-07T18.55.37.528,215.996,8.780,-34.634,-25.732
1744041337548,2025-04-07T18.55.37.548,216.016,5.000,-37.957,-11.372
1744041337567,2025-04-07T18.55.37.567,216.035,2.927,-37.805,6.799
1744041337588,2025-04-07T18.55.37.588,216.056,-3.384,-39.512,26.585
1744041337608,2025-04-07T18.55.37.608,216.076,-13.201,-41.433,45.213
1744041337629,2025-04-07T18.55.37.629,216.097,-26.799,-43.232,62.957
1744041337649,2025-04-07T18.55.37.649,216.117,-33.628,-43.262,75.976
1744041337668,2025-04-07T18.55.37.668,216.136,-26.341,-36.799,82.256
1744041337689,2025-04-07T18.55.37.689,216.157,-21.616,-32.652,78.293
1744041337709,2025-04-07T18.55.37.709,216.177,-19.756,-30.396,67.195
1744041337730,2025-04-07T18.55.37.730,216.198,-13.110,-24.238,50.793
1744041337751,2025-04-07T18.55.37.751,216.219,-13.110,-13.201,37.165
1744041337771,2025-04-07T18.55.37.771,216.239,-15.396,3.567,25.305
1744041337790,2025-04-07T18.55.37.790,216.258,0.061,27.622,7.774
1744041337811,2025-04-07T18.55.37.811,216.279,16.646,46.860,-10.579
1744041337831,2025-04-07T18.55.37.831,216.299,18.841,54.756,-23.841
1744041337852,2025-04-07T18.55.37.852,216.320,9.207,53.902,-31.128
1744041337872,2025-04-07T18.55.37.872,216.340,5.610,53.476,-38.445
1744041337891,2025-04-07T18.55.37.891,216.359,9.817,53.049,-47.622
1744041337912,2025-04-07T18.55.37.912,216.380,20.640,48.841,-57.866
1744041337932,2025-04-07T18.55.37.932,216.400,24.085,33.323,-63.537
1744041337953,2025-04-07T18.55.37.953,216.421,12.652,15.793,-61.524
1744041337973,2025-04-07T18.55.37.973,216.441,4.543,4.421,-53.567
1744041337994,2025-04-07T18.55.37.994,216.462,2.652,-4.543,-47.530
1744041338013,2025-04-07T18.55.38.013,216.481,18.140,-9.024,-45.762
1744041338033,2025-04-07T18.55.38.033,216.501,32.866,-10.945,-39.390
1744041338054,2025-04-07T18.55.38.054,216.522,27.805,-18.780,-22.866
1744041338074,2025-04-07T18.55.38.074,216.542,14.024,-30.488,-3.293
1744041338095,2025-04-07T18.55.38.095,216.563,6.555,-39.177,13.598
1744041338115,2025-04-07T18.55.38.115,216.583,4.848,-38.933,30.579
1744041338134,2025-04-07T18.55.38.134,216.602,5.427,-40.000,42.409
1744041338155,2025-04-07T18.55.38.155,216.623,2.835,-43.384,49.878
1744041338175,2025-04-07T18.55.38.175,216.643,-8.476,-47.195,55.610
1744041338196,2025-04-07T18.55.38.196,216.664,-21.585,-48.902,61.677
1744041338216,2025-04-07T18.55.38.216,216.684,-27.409,-45.030,61.768
1744041338235,2025-04-07T18.55.38.235,216.703,-24.146,-42.744,48.811
1744041338256,2025-04-07T18.55.38.256,216.724,-18.354,-35.457,35.518
1744041338276,2025-04-07T18.55.38.276,216.744,-17.348,-23.201,24.085
1744041338297,2025-04-07T18.55.38.297,216.765,-19.116,-14.207,6.921
1744041338317,2025-04-07T18.55.38.317,216.785,-18.049,-2.409,-12.439
1744041338338,2025-04-07T18.55.38.338,216.806,-16.677,16.921,-24.970
1744041338357,2025-04-07T18.55.38.357,216.825,-6.128,38.110,-30.823
1744041338377,2025-04-07T18.55.38.377,216.845,0.823,50.244,-32.256
1744041338398,2025-04-07T18.55.38.398,216.866,0.732,51.951,-33.902
1744041338418,2025-04-07T18.55.38.418,216.886,5.000,53.537,-33.628
1744041338439,2025-04-07T18.55.38.439,216.907,2.988,51.860,-31.372
1744041338459,2025-04-07T18.55.38.459,216.927,6.341,48.171,-31.890
1744041338479,2025-04-07T18.55.38.479,216.947,12.561,40.945,-35.915
1744041338499,2025-04-07T18.55.38.499,216.967,20.274,35.122,-37.652
1744041338520,2025-04-07T18.55.38.520,216.988,23.720,29.207,-36.250
1744041338540,2025-04-07T18.55.38.540,217.008,27.561,19.421,-34.421
1744041338561,2025-04-07T18.55.38.561,217.029,30.122,6.799,-30.549
1744041338581,2025-04-07T18.55.38.581,217.049,20.793,-7.134,-20.335
1744041338600,2025-04-07T18.55.38.600,217.068,10.457,-16.585,-7.805
1744041338621,2025-04-07T18.55.38.621,217.089,3.994,-24.085,6.433
1744041338641,2025-04-07T18.55.38.641,217.109,-7.470,-33.628,20.701
1744041338662,2025-04-07T18.55.38.662,217.130,-12.530,-40.976,31.341
1744041338682,2025-04-07T18.55.38.682,217.150,-9.268,-43.567,38.933
1744041338701,2025-04-07T18.55.38.701,217.169,-17.470,-45.274,50.732
1744041338722,2025-04-07T18.55.38.722,217.190,-34.085,-48.841,62.866
1744041338742,2025-04-07T18.55.38.742,217.210,-41.159,-48.902,71.616
1744041338763,2025-04-07T18.55.38.763,217.231,-40.274,-41.128,78.476
1744041338783,2025-04-07T18.55.38.783,217.251,-33.384,-29.116,81.494
1744041338804,2025-04-07T18.55.38.804,217.272,-28.384,-14.299,77.378
1744041338823,2025-04-07T18.55.38.823,217.291,-27.713,-7.134,60.000
1744041338843,2025-04-07T18.55.38.843,217.311,-19.726,0.945,41.768
1744041338864,2025-04-07T18.55.38.864,217.332,-12.744,13.079,28.232
1744041338884,2025-04-07T18.55.38.884,217.352,-13.872,26.829,20.335
1744041338905,2025-04-07T18.55.38.905,217.373,-17.378,42.957,16.067
1744041338925,2025-04-07T18.55.38.925,217.393,-3.750,52.226,-0.671
1744041338944,2025-04-07T18.55.38.944,217.412,19.055,54.268,-22.896
1744041338965,2025-04-07T18.55.38.965,217.433,18.811,52.988,-31.555
1744041338985,2025-04-07T18.55.38.985,217.453,1.189,50.000,-31.799
1744041339006,2025-04-07T18.55.39.006,217.474,-3.140,45.823,-37.988
1744041339026,2025-04-07T18.55.39.026,217.494,13.811,39.207,-50.610
1744041339045,2025-04-07T18.55.39.045,217.513,21.860,25.671,-54.817
1744041339066,2025-04-07T18.55.39.066,217.534,16.768,16.220,-48.598
1744041339086,2025-04-07T18.55.39.086,217.554,9.848,6.006,-37.287
1744041339107,2025-04-07T18.55.39.107,217.575,15.884,-1.341,-31.646
1744041339127,2025-04-07T18.55.39.127,217.595,37.256,-3.994,-32.591
1744041339148,2025-04-07T18.55.39.148,217.616,41.402,-9.421,-28.079
1744041339167,2025-04-07T18.55.39.167,217.635,29.573,-17.622,-15.762
1744041339188,2025-04-07T18.55.39.188,217.656,11.433,-30.854,0.000
1744041339208,2025-04-07T18.55.39.208,217.676,-2.652,-39.055,14.421
1744041339229,2025-04-07T18.55.39.229,217.697,-2.317,-40.854,23.659
1744041339249,2025-04-07T18.55.39.249,217.717,-1.372,-39.573,33.750
1744041339270,2025-04-07T18.55.39.270,217.738,-10.518,-38.506,48.750
1744041339289,2025-04-07T18.55.39.289,217.757,-23.110,-40.427,64.482
1744041339309,2025-04-07T18.55.39.309,217.777,-36.585,-37.378,77.134
1744041339330,2025-04-07T18.55.39.330,217.798,-39.573,-32.622,79.543
1744041339350,2025-04-07T18.55.39.350,217.818,-30.061,-29.726,68.293
1744041339371,2025-04-07T18.55.39.371,217.839,-18.994,-22.378,53.933
1744041339390,2025-04-07T18.55.39.390,217.858,-33.537,-17.226,40.427
1744041339410,2025-04-07T18.55.39.410,217.878,-36.646,-5.701,24.177
1744041339431,2025-04-07T18.55.39.431,217.899,-16.646,19.329,3.262
1744041339451,2025-04-07T18.55.39.451,217.919,6.921,44.238,-17.622
1744041339472,2025-04-07T18.55.39.472,217.940,11.037,56.616,-32.409
1744041339492,2025-04-07T18.55.39.492,217.960,-3.659,54.238,-41.860
1744041339511,2025-04-07T18.55.39.511,217.979,-14.268,58.018,-43.933
1744041339532,2025-04-07T18.55.39.532,218.000,-4.482,65.976,-47.561
1744041339552,2025-04-07T18.55.39.552,218.020,22.012,66.951,-58.018
1744041339573,2025-04-07T18.55.39.573,218.041,39.055,60.213,-61.402
1744041339593,2025-04-07T18.55.39.593,218.061,33.811,44.939,-54.512
1744041339614,2025-04-07T18.55.39.614,218.082,28.476,27.683,-43.994
1744041339633,2025-04-07T18.55.39.633,218.101,30.213,13.841,-34.634
1744041339653,2025-04-07T18.55.39.653,218.121,34.360,-0.091,-23.262
1744041339674,2025-04-07T18.55.39.674,218.142,27.409,-16.372,-10.366
1744041339694,2025-04-07T18.55.39.694,218.162,14.055,-29.604,2.622
1744041339715,2025-04-07T18.55.39.715,218.183,6.921,-38.841,15.122
1744041339734,2025-04-07T18.55.39.734,218.202,-2.866,-46.372,28.720
1744041339754,2025-04-07T18.55.39.754,218.222,-11.555,-51.372,42.835
1744041339775,2025-04-07T18.55.39.775,218.243,-17.104,-53.598,51.585
1744041339795,2025-04-07T18.55.39.795,218.263,-19.848,-52.073,53.780
1744041339816,2025-04-07T18.55.39.816,218.284,-22.713,-49.878,49.817
1744041339836,2025-04-07T18.55.39.836,218.304,-27.287,-47.957,45.488
1744041339855,2025-04-07T18.55.39.855,218.323,-22.805,-41.220,42.378
1744041339876,2025-04-07T18.55.39.876,218.344,-12.012,-29.146,39.085
1744041339897,2025-04-07T18.55.39.897,218.365,-12.012,-18.841,32.774
1744041339917,2025-04-07T18.55.39.917,218.385,-8.567,-4.634,24.726
1744041339938,2025-04-07T18.55.39.938,218.406,-3.780,13.354,17.470
1744041339958,2025-04-07T18.55.39.958,218.426,3.018,30.640,5.701
1744041339977,2025-04-07T18.55.39.977,218.445,17.805,43.140,-12.500
1744041339998,2025-04-07T18.55.39.998,218.466,17.805,47.012,-27.561
1744041340018,2025-04-07T18.55.40.018,218.486,13.110,50.091,-36.128
1744041340039,2025-04-07T18.55.40.039,218.507,14.604,50.274,-46.555
1744041340059,2025-04-07T18.55.40.059,218.527,16.677,45.549,-56.280
1744041340078,2025-04-07T18.55.40.078,218.546,29.939,41.098,-64.146
1744041340099,2025-04-07T18.55.40.099,218.567,36.524,33.506,-65.152
1744041340119,2025-04-07T18.55.40.119,218.587,35.396,25.305,-58.079
1744041340140,2025-04-07T18.55.40.140,218.608,35.823,14.451,-47.104
1744041340160,2025-04-07T18.55.40.160,218.628,27.957,2.165,-32.622
1744041340181,2025-04-07T18.55.40.181,218.649,15.701,-12.043,-14.085
1744041340200,2025-04-07T18.55.40.200,218.668,0.549,-25.488,5.793
1744041340220,2025-04-07T18.55.40.220,218.688,-11.524,-33.506,24.573
1744041340241,2025-04-07T18.55.40.241,218.709,-16.768,-36.463,39.878
1744041340261,2025-04-07T18.55.40.261,218.729,-21.890,-40.183,50.091
1744041340282,2025-04-07T18.55.40.282,218.750,-29.299,-46.494,56.402
1744041340302,2025-04-07T18.55.40.302,218.770,-32.713,-45.213,65.579
1744041340321,2025-04-07T18.55.40.321,218.789,-37.500,-38.841,68.354
1744041340342,2025-04-07T18.55.40.342,218.810,-31.707,-39.360,56.311
1744041340362,2025-04-07T18.55.40.362,218.830,-23.140,-33.079,44.756
1744041340383,2025-04-07T18.55.40.383,218.851,-10.549,-13.262,32.744
1744041340403,2025-04-07T18.55.40.403,218.871,2.500,4.756,18.201
1744041340424,2025-04-07T18.55.40.424,218.892,6.280,20.396,6.311
1744041340443,2025-04-07T18.55.40.443,218.911,15.823,40.854,-3.445
1744041340463,2025-04-07T18.55.40.463,218.931,27.988,54.695,-15.183
1744041340484,2025-04-07T18.55.40.484,218.952,27.500,61.433,-26.098
1744041340504,2025-04-07T18.55.40.504,218.972,25.457,64.085,-35.183
1744041340525,2025-04-07T18.55.40.525,218.993,30.488,60.976,-43.110
1744041340544,2025-04-07T18.55.40.544,219.012,30.488,53.567,-49.604
1744041340564,2025-04-07T18.55.40.564,219.032,32.287,42.805,-51.524
1744041340585,2025-04-07T18.55.40.585,219.053,34.665,26.616,-45.213
1744041340605,2025-04-07T18.55.40.605,219.073,32.104,16.341,-40.945
1744041340626,2025-04-07T18.55.40.626,219.094,35.183,7.287,-35.305
1744041340647,2025-04-07T18.55.40.647,219.115,28.567,-3.628,-22.530
1744041340666,2025-04-07T18.55.40.666,219.134,16.585,-16.738,-8.049
1744041340686,2025-04-07T18.55.40.686,219.154,8.293,-31.524,4.878
1744041340707,2025-04-07T18.55.40.707,219.175,-0.030,-41.585,19.055
1744041340727,2025-04-07T18.55.40.727,219.195,-11.250,-47.226,32.134
1744041340748,2025-04-07T18.55.40.748,219.216,-21.402,-51.250,39.665
1744041340768,2025-04-07T18.55.40.768,219.236,-25.701,-51.738,43.902
1744041340787,2025-04-07T18.55.40.787,219.255,-29.787,-48.872,38.567
1744041340808,2025-04-07T18.55.40.808,219.276,-32.073,-45.091,29.238
1744041340828,2025-04-07T18.55.40.828,219.296,-29.726,-34.024,26.006
1744041340849,2025-04-07T18.55.40.849,219.317,-19.634,-7.927,20.457
1744041340869,2025-04-07T18.55.40.869,219.337,-2.957,15.091,9.604
1744041340888,2025-04-07T18.55.40.888,219.356,3.902,28.902,-3.354
1744041340909,2025-04-07T18.55.40.909,219.377,9.390,38.994,-14.421
1744041340929,2025-04-07T18.55.40.929,219.397,2.470,48.232,-19.299
1744041340950,2025-04-07T18.55.40.950,219.418,-9.970,61.860,-15.518
1744041340970,2025-04-07T18.55.40.970,219.438,-14.634,83.232,-8.476
1744041340991,2025-04-07T18.55.40.991,219.459,-7.439,103.171,-7.409
1744041341010,2025-04-07T18.55.41.010,219.478,-2.713,112.896,-10.152
1744041341030,2025-04-07T18.55.41.030,219.498,-11.189,112.744,-9.390
1744041341051,2025-04-07T18.55.41.051,219.519,-24.695,102.927,-7.134
1744041341071,2025-04-07T18.55.41.071,219.539,-33.537,91.829,-3.110
1744041341092,2025-04-07T18.55.41.092,219.560,-37.104,80.793,2.622
1744041341112,2025-04-07T18.55.41.112,219.580,-25.030,61.616,4.909
1744041341131,2025-04-07T18.55.41.131,219.599,-3.994,33.445,3.018
1744041341152,2025-04-07T18.55.41.152,219.620,3.445,10.122,1.555
1744041341172,2025-04-07T18.55.41.172,219.640,3.628,-9.604,1.768
1744041341193,2025-04-07T18.55.41.193,219.661,-5.671,-28.140,3.598
1744041341213,2025-04-07T18.55.41.213,219.681,-11.098,-46.128,2.348
1744041341232,2025-04-07T18.55.41.232,219.700,5.640,-60.915,-6.890
1744041341253,2025-04-07T18.55.41.253,219.721,10.823,-73.506,-7.439
1744041341273,2025-04-07T18.55.41.273,219.741,-2.683,-87.256,-0.122
1744041341294,2025-04-07T18.55.41.294,219.762,-10.488,-93.445,5.030
1744041341314,2025-04-07T18.55.41.314,219.782,-5.030,-94.970,4.024
1744041341335,2025-04-07T18.55.41.335,219.803,-1.799,-98.232,3.262
1744041341354,2025-04-07T18.55.41.354,219.822,-2.226,-94.970,3.628
1744041341375,2025-04-07T18.55.41.375,219.843,-2.530,-81.341,1.128
1744041341395,2025-04-07T18.55.41.395,219.863,0.549,-58.963,-4.146
1744041341416,2025-04-07T18.55.41.416,219.884,7.530,-31.463,-7.957
1744041341436,2025-04-07T18.55.41.436,219.904,17.622,-1.159,-7.805
1744041341457,2025-04-07T18.55.41.457,219.925,19.146,22.043,-5.213
1744041341476,2025-04-07T18.55.41.476,219.944,10.122,36.799,-2.195
1744041341496,2025-04-07T18.55.41.496,219.964,0.396,49.878,0.305
1744041341517,2025-04-07T18.55.41.517,219.985,0.244,65.793,1.280
1744041341537,2025-04-07T18.55.41.537,220.005,-1.067,76.250,3.598
1744041341558,2025-04-07T18.55.41.558,220.026,-16.433,81.037,6.921
1744041341577,2025-04-07T18.55.41.577,220.045,-22.896,87.927,7.470
1744041341597,2025-04-07T18.55.41.597,220.065,-20.030,91.250,1.890
1744041341618,2025-04-07T18.55.41.618,220.086,-22.805,91.159,-2.165
1744041341638,2025-04-07T18.55.41.638,220.106,-42.957,80.183,-0.915
1744041341659,2025-04-07T18.55.41.659,220.127,-48.262,74.665,5.244
1744041341679,2025-04-07T18.55.41.679,220.147,-30.518,79.207,6.494
1744041341698,2025-04-07T18.55.41.698,220.166,-8.293,78.140,-0.366
1744041341719,2025-04-07T18.55.41.719,220.187,2.226,54.878,-7.439
1744041341739,2025-04-07T18.55.41.739,220.207,-3.628,19.756,-7.256
1744041341760,2025-04-07T18.55.41.760,220.228,-8.841,-2.988,-3.079
1744041341780,2025-04-07T18.55.41.780,220.248,-1.280,-21.220,-0.854
1744041341801,2025-04-07T18.55.41.801,220.269,2.165,-40.549,1.890
1744041341820,2025-04-07T18.55.41.820,220.288,-1.433,-57.439,3.780
1744041341840,2025-04-07T18.55.41.840,220.308,-3.720,-65.671,5.061
1744041341861,2025-04-07T18.55.41.861,220.329,0.183,-67.104,7.896
1744041341881,2025-04-07T18.55.41.881,220.349,-2.927,-72.561,9.817
1744041341902,2025-04-07T18.55.41.902,220.370,1.799,-78.811,10.396
1744041341921,2025-04-07T18.55.41.921,220.389,5.091,-80.549,10.030
1744041341941,2025-04-07T18.55.41.941,220.409,-3.384,-79.695,9.665
1744041341962,2025-04-07T18.55.41.962,220.430,-4.573,-70.732,10.061
1744041341982,2025-04-07T18.55.41.982,220.450,9.970,-53.323,13.232
1744041342003,2025-04-07T18.55.42.003,220.471,10.732,-37.226,13.476
1744041342023,2025-04-07T18.55.42.023,220.491,8.872,-23.689,7.561
1744041342043,2025-04-07T18.55.42.043,220.511,7.561,-3.780,3.994
1744041342063,2025-04-07T18.55.42.063,220.531,9.512,21.524,2.530
1744041342084,2025-04-07T18.55.42.084,220.552,10.427,38.963,0.701
1744041342104,2025-04-07T18.55.42.104,220.572,6.159,50.061,-0.335
1744041342125,2025-04-07T18.55.42.125,220.593,3.750,62.774,-0.366
1744041342145,2025-04-07T18.55.42.145,220.613,4.787,70.244,-2.409
1744041342164,2025-04-07T18.55.42.164,220.632,1.707,66.738,-5.732
1744041342185,2025-04-07T18.55.42.185,220.653,-17.073,59.848,-6.768
1744041342205,2025-04-07T18.55.42.205,220.673,-28.110,61.768,-5.610
1744041342226,2025-04-07T18.55.42.226,220.694,-17.866,70.579,-4.726
1744041342246,2025-04-07T18.55.42.246,220.714,10.183,69.970,-11.860
1744041342267,2025-04-07T18.55.42.267,220.735,18.811,47.561,-19.024
1744041342286,2025-04-07T18.55.42.286,220.754,-9.482,10.244,-11.707
1744041342306,2025-04-07T18.55.42.306,220.774,-25.732,-9.085,-1.159
1744041342327,2025-04-07T18.55.42.327,220.795,-2.866,-16.921,0.610
1744041342347,2025-04-07T18.55.42.347,220.815,10.884,-37.622,-0.183
1744041342368,2025-04-07T18.55.42.368,220.836,-1.372,-60.671,2.043
1744041342387,2025-04-07T18.55.42.387,220.855,-8.354,-74.756,5.610
1744041342407,2025-04-07T18.55.42.407,220.875,-13.323,-83.567,7.287
1744041342428,2025-04-07T18.55.42.428,220.896,-13.415,-88.476,6.951
1744041342448,2025-04-07T18.55.42.448,220.916,-10.549,-93.933,4.634
1744041342469,2025-04-07T18.55.42.469,220.937,-3.140,-93.171,3.933
1744041342489,2025-04-07T18.55.42.489,220.957,-0.091,-89.268,5.579
1744041342508,2025-04-07T18.55.42.508,220.976,-10.579,-84.878,6.311
1744041342529,2025-04-07T18.55.42.529,220.997,-11.098,-70.823,4.604
1744041342549,2025-04-07T18.55.42.549,221.017,0.579,-46.829,3.780
1744041342570,2025-04-07T18.55.42.570,221.038,5.945,-21.433,5.488
1744041342590,2025-04-07T18.55.42.590,221.058,6.799,-5.518,5.366
1744041342611,2025-04-07T18.55.42.611,221.079,4.878,9.817,4.543
1744041342630,2025-04-07T18.55.42.630,221.098,6.067,30.244,4.207
1744041342650,2025-04-07T18.55.42.650,221.118,6.677,44.360,1.799
1744041342671,2025-04-07T18.55.42.671,221.139,5.884,51.098,-1.738
1744041342691,2025-04-07T18.55.42.691,221.159,9.238,54.665,-5.427
1744041342712,2025-04-07T18.55.42.712,221.180,11.280,57.043,-9.726
1744041342731,2025-04-07T18.55.42.731,221.199,18.994,56.311,-15.671
1744041342751,2025-04-07T18.55.42.751,221.219,20.457,44.421,-20.091
1744041342772,2025-04-07T18.55.42.772,221.240,-17.927,14.695,-19.085
1744041342793,2025-04-07T18.55.42.793,221.261,-41.159,5.976,-13.354
1744041342813,2025-04-07T18.55.42.813,221.281,-14.787,14.177,-12.713
1744041342834,2025-04-07T18.55.42.834,221.302,12.896,15.854,-13.201
1744041342853,2025-04-07T18.55.42.853,221.321,12.530,4.482,-11.982
1744041342873,2025-04-07T18.55.42.873,221.341,5.549,-15.457,-13.659
1744041342894,2025-04-07T18.55.42.894,221.362,2.957,-37.073,-16.037
1744041342914,2025-04-07T18.55.42.914,221.382,6.067,-56.768,-16.799
1744041342935,2025-04-07T18.55.42.935,221.403,5.091,-71.311,-13.232
1744041342955,2025-04-07T18.55.42.955,221.423,2.683,-80.732,-8.445
1744041342974,2025-04-07T18.55.42.974,221.442,7.439,-79.878,-1.006
1744041342995,2025-04-07T18.55.42.995,221.463,15.305,-75.762,3.933
1744041343015,2025-04-07T18.55.43.015,221.483,17.104,-76.860,4.451
1744041343036,2025-04-07T18.55.43.036,221.504,8.476,-77.530,5.213
1744041343056,2025-04-07T18.55.43.056,221.524,-1.341,-74.970,6.159
1744041343077,2025-04-07T18.55.43.077,221.545,-9.756,-59.848,6.677
1744041343096,2025-04-07T18.55.43.096,221.564,-1.098,-33.506,4.573
1744041343116,2025-04-07T18.55.43.116,221.584,8.537,1.402,4.390
1744041343137,2025-04-07T18.55.43.137,221.605,14.878,36.372,5.793
1744041343157,2025-04-07T18.55.43.157,221.625,12.470,58.201,2.409
1744041343178,2025-04-07T18.55.43.178,221.646,-1.037,67.378,-0.061
1744041343197,2025-04-07T18.55.43.197,221.665,-5.671,84.299,-0.427
1744041343217,2025-04-07T18.55.43.217,221.685,1.433,105.061,-3.293
1744041343238,2025-04-07T18.55.43.238,221.706,6.524,114.817,-8.232
1744041343258,2025-04-07T18.55.43.258,221.726,-0.091,106.860,-11.890
1744041343279,2025-04-07T18.55.43.279,221.747,-14.451,98.415,-8.384
1744041343299,2025-04-07T18.55.43.299,221.767,-8.780,94.512,-6.098
1744041343318,2025-04-07T18.55.43.318,221.786,9.787,86.524,-7.073
1744041343339,2025-04-07T18.55.43.339,221.807,19.451,64.299,-8.872
1744041343359,2025-04-07T18.55.43.359,221.827,16.768,29.970,-5.122
1744041343380,2025-04-07T18.55.43.380,221.848,0.366,3.079,7.012
1744041343400,2025-04-07T18.55.43.400,221.868,-3.323,-15.000,14.970
1744041343421,2025-04-07T18.55.43.421,221.889,10.183,-29.939,14.146
1744041343440,2025-04-07T18.55.43.440,221.908,8.323,-46.341,13.567
1744041343460,2025-04-07T18.55.43.460,221.928,-8.018,-58.415,15.305
1744041343481,2025-04-07T18.55.43.481,221.949,-14.970,-63.476,13.780
1744041343501,2025-04-07T18.55.43.501,221.969,-14.055,-68.598,11.006
1744041343522,2025-04-07T18.55.43.522,221.990,-5.000,-75.396,9.512
1744041343541,2025-04-07T18.55.43.541,222.009,-3.415,-83.110,7.988
1744041343562,2025-04-07T18.55.43.562,222.030,-11.463,-84.909,4.055
1744041343582,2025-04-07T18.55.43.582,222.050,-7.866,-82.012,-1.738
1744041343603,2025-04-07T18.55.43.603,222.071,2.805,-65.945,-2.104
1744041343623,2025-04-07T18.55.43.623,222.091,13.628,-40.030,0.701
1744041343644,2025-04-07T18.55.43.644,222.112,16.677,-17.774,-0.213
1744041343663,2025-04-07T18.55.43.663,222.131,8.872,0.976,-1.677
1744041343683,2025-04-07T18.55.43.683,222.151,2.896,28.933,0.610
1744041343704,2025-04-07T18.55.43.704,222.172,9.482,63.780,2.500
1744041343724,2025-04-07T18.55.43.724,222.192,14.207,88.323,-1.372
1744041343745,2025-04-07T18.55.43.745,222.213,15.274,95.549,-10.244
1744041343765,2025-04-07T18.55.43.765,222.233,2.561,90.732,-15.183
1744041343784,2025-04-07T18.55.43.784,222.252,-23.506,84.299,-14.238
1744041343805,2025-04-07T18.55.43.805,222.273,-31.738,89.726,-11.677
1744041343825,2025-04-07T18.55.43.825,222.293,-13.720,95.884,-12.866
1744041343846,2025-04-07T18.55.43.846,222.314,9.146,90.091,-16.372
1744041343866,2025-04-07T18.55.43.866,222.334,8.720,66.921,-11.280
1744041343887,2025-04-07T18.55.43.887,222.355,-13.079,28.689,1.982
1744041343906,2025-04-07T18.55.43.906,222.374,-16.646,3.598,10.976
1744041343926,2025-04-07T18.55.43.926,222.394,-0.305,-15.152,11.829
1744041343947,2025-04-07T18.55.43.947,222.415,9.756,-35.579,10.884
1744041343967,2025-04-07T18.55.43.967,222.435,2.927,-55.122,12.165
1744041343988,2025-04-07T18.55.43.988,222.456,-7.896,-71.067,12.134
1744041344007,2025-04-07T18.55.44.007,222.475,-12.134,-81.646,10.457
1744041344027,2025-04-07T18.55.44.027,222.495,-12.439,-86.037,8.933
1744041344048,2025-04-07T18.55.44.048,222.516,-6.524,-89.085,6.006
1744041344068,2025-04-07T18.55.44.068,222.536,-0.884,-92.134,2.470
1744041344089,2025-04-07T18.55.44.089,222.557,-8.110,-91.433,3.598
1744041344109,2025-04-07T18.55.44.109,222.577,-22.744,-92.652,4.970
1744041344128,2025-04-07T18.55.44.128,222.596,-28.841,-85.000,6.280
1744041344149,2025-04-07T18.55.44.149,222.617,-18.872,-64.604,9.207
1744041344169,2025-04-07T18.55.44.169,222.637,-7.104,-37.256,13.780
1744041344190,2025-04-07T18.55.44.190,222.658,-4.817,-9.177,19.299
1744041344210,2025-04-07T18.55.44.210,222.678,-3.567,17.226,18.841
1744041344231,2025-04-07T18.55.44.231,222.699,2.043,43.049,16.646
1744041344250,2025-04-07T18.55.44.250,222.718,1.890,64.970,15.549
1744041344271,2025-04-07T18.55.44.271,222.739,-3.476,81.951,13.811
1744041344291,2025-04-07T18.55.44.291,222.759,-5.030,96.677,11.067
