epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744041834697,2025-04-07T19.03.54.697,73.409,-2.134,32.622,3.384
1744041834717,2025-04-07T19.03.54.717,73.429,-0.183,42.012,6.159
1744041834738,2025-04-07T19.03.54.738,73.450,4.604,49.695,8.445
1744041834758,2025-04-07T19.03.54.758,73.470,4.329,48.415,8.598
1744041834779,2025-04-07T19.03.54.779,73.491,-1.768,39.421,5.305
1744041834798,2025-04-07T19.03.54.798,73.510,-3.567,36.555,3.628
1744041834818,2025-04-07T19.03.54.818,73.530,1.585,37.165,2.927
1744041834839,2025-04-07T19.03.54.839,73.551,0.884,33.994,3.140
1744041834859,2025-04-07T19.03.54.859,73.571,-2.896,31.524,4.299
1744041834880,2025-04-07T19.03.54.880,73.592,-2.226,27.652,3.872
1744041834900,2025-04-07T19.03.54.900,73.612,-1.860,22.043,3.049
1744041834919,2025-04-07T19.03.54.919,73.631,1.037,15.305,2.957
1744041834940,2025-04-07T19.03.54.940,73.652,2.896,4.604,3.018
1744041834961,2025-04-07T19.03.54.961,73.673,2.957,-7.866,2.256
1744041834981,2025-04-07T19.03.54.981,73.693,1.829,-20.244,0.244
1744041835002,2025-04-07T19.03.55.002,73.714,1.646,-31.128,-1.738
1744041835022,2025-04-07T19.03.55.022,73.734,1.616,-38.384,-3.415
1744041835041,2025-04-07T19.03.55.041,73.753,1.799,-44.055,-6.646
1744041835062,2025-04-07T19.03.55.062,73.774,0.244,-48.841,-9.299
1744041835082,2025-04-07T19.03.55.082,73.794,2.988,-49.878,-11.341
1744041835103,2025-04-07T19.03.55.103,73.815,5.915,-49.817,-12.744
1744041835123,2025-04-07T19.03.55.123,73.835,3.963,-50.061,-12.927
1744041835142,2025-04-07T19.03.55.142,73.854,3.293,-48.354,-13.232
1744041835163,2025-04-07T19.03.55.163,73.875,3.689,-45.366,-13.415
1744041835183,2025-04-07T19.03.55.183,73.895,7.165,-39.665,-12.195
1744041835204,2025-04-07T19.03.55.204,73.916,9.268,-36.006,-10.244
1744041835224,2025-04-07T19.03.55.224,73.936,5.854,-36.098,-9.360
1744041835245,2025-04-07T19.03.55.245,73.957,6.189,-32.134,-8.476
1744041835264,2025-04-07T19.03.55.264,73.976,9.177,-23.841,-5.396
1744041835284,2025-04-07T19.03.55.284,73.996,8.902,-15.884,-2.988
1744041835305,2025-04-07T19.03.55.305,74.017,8.598,-8.323,-2.591
1744041835325,2025-04-07T19.03.55.325,74.037,9.146,-1.037,-2.073
1744041835346,2025-04-07T19.03.55.346,74.058,5.335,5.366,-1.098
1744041835366,2025-04-07T19.03.55.366,74.078,3.872,13.201,-0.030
1744041835385,2025-04-07T19.03.55.385,74.097,0.244,18.415,1.067
1744041835406,2025-04-07T19.03.55.406,74.118,-5.427,22.226,3.018
1744041835426,2025-04-07T19.03.55.426,74.138,-4.726,28.445,5.884
1744041835447,2025-04-07T19.03.55.447,74.159,-3.262,36.677,9.055
1744041835467,2025-04-07T19.03.55.467,74.179,-2.652,40.152,10.671
1744041835486,2025-04-07T19.03.55.486,74.198,-7.012,38.750,10.061
1744041835507,2025-04-07T19.03.55.507,74.219,-13.902,36.250,9.116
1744041835527,2025-04-07T19.03.55.527,74.239,-11.494,42.591,8.994
1744041835548,2025-04-07T19.03.55.548,74.260,-3.293,52.317,9.207
1744041835568,2025-04-07T19.03.55.568,74.280,1.616,55.671,7.835
1744041835589,2025-04-07T19.03.55.589,74.301,1.037,48.567,3.415
1744041835608,2025-04-07T19.03.55.608,74.320,-0.396,36.738,-0.457
1744041835628,2025-04-07T19.03.55.628,74.340,-3.415,25.945,-1.159
1744041835649,2025-04-07T19.03.55.649,74.361,-3.323,18.933,0.823
1744041835669,2025-04-07T19.03.55.669,74.381,0.823,15.366,4.055
1744041835690,2025-04-07T19.03.55.690,74.402,0.305,10.122,6.494
1744041835711,2025-04-07T19.03.55.711,74.423,-3.963,0.427,6.890
1744041835730,2025-04-07T19.03.55.730,74.442,-1.982,-6.646,7.104
1744041835750,2025-04-07T19.03.55.750,74.462,1.890,-12.683,7.134
1744041835771,2025-04-07T19.03.55.771,74.483,-1.220,-21.098,5.610
1744041835791,2025-04-07T19.03.55.791,74.503,-2.622,-28.110,1.951
1744041835812,2025-04-07T19.03.55.812,74.524,0.244,-33.476,-2.043
1744041835831,2025-04-07T19.03.55.831,74.543,1.037,-37.561,-3.537
1744041835851,2025-04-07T19.03.55.851,74.563,1.494,-41.829,-4.207
1744041835872,2025-04-07T19.03.55.872,74.584,0.549,-43.994,-5.396
1744041835892,2025-04-07T19.03.55.892,74.604,2.104,-43.994,-7.683
1744041835913,2025-04-07T19.03.55.913,74.625,2.561,-45.122,-9.726
1744041835933,2025-04-07T19.03.55.933,74.645,1.494,-45.274,-10.061
1744041835952,2025-04-07T19.03.55.952,74.664,4.177,-44.634,-9.238
1744041835973,2025-04-07T19.03.55.973,74.685,3.994,-43.628,-7.713
1744041835993,2025-04-07T19.03.55.993,74.705,5.732,-43.598,-5.915
1744041836014,2025-04-07T19.03.56.014,74.726,5.305,-41.921,-3.750
1744041836034,2025-04-07T19.03.56.034,74.746,0.488,-41.524,-3.079
1744041836055,2025-04-07T19.03.56.055,74.767,1.128,-35.762,-1.311
1744041836074,2025-04-07T19.03.56.074,74.786,3.506,-30.335,0.061
1744041836094,2025-04-07T19.03.56.094,74.806,1.829,-22.561,2.104
1744041836115,2025-04-07T19.03.56.115,74.827,5.671,-16.098,2.988
1744041836135,2025-04-07T19.03.56.135,74.847,1.677,-9.848,1.677
1744041836156,2025-04-07T19.03.56.156,74.868,-0.793,-1.524,-0.244
1744041836175,2025-04-07T19.03.56.175,74.887,2.774,7.988,-0.457
1744041836195,2025-04-07T19.03.56.195,74.907,3.354,17.043,1.433
1744041836216,2025-04-07T19.03.56.216,74.928,0.945,24.146,1.738
1744041836236,2025-04-07T19.03.56.236,74.948,-1.677,32.256,1.524
1744041836257,2025-04-07T19.03.56.257,74.969,-4.024,39.970,2.409
1744041836277,2025-04-07T19.03.56.277,74.989,-1.707,48.171,4.756
1744041836296,2025-04-07T19.03.56.296,75.008,3.720,55.183,6.768
1744041836317,2025-04-07T19.03.56.317,75.029,3.110,53.628,6.555
1744041836337,2025-04-07T19.03.56.337,75.049,-4.756,46.463,5.091
1744041836358,2025-04-07T19.03.56.358,75.070,-5.793,44.634,3.628
1744041836378,2025-04-07T19.03.56.378,75.090,-1.890,45.183,2.439
1744041836399,2025-04-07T19.03.56.399,75.111,3.811,44.421,3.750
1744041836418,2025-04-07T19.03.56.418,75.130,5.671,37.409,5.915
1744041836439,2025-04-07T19.03.56.439,75.151,-1.646,20.823,5.274
1744041836459,2025-04-07T19.03.56.459,75.171,-9.878,9.360,5.671
1744041836480,2025-04-07T19.03.56.480,75.192,-6.982,7.226,7.165
1744041836500,2025-04-07T19.03.56.500,75.212,1.951,8.567,10.305
1744041836519,2025-04-07T19.03.56.519,75.231,2.927,5.884,10.457
1744041836540,2025-04-07T19.03.56.540,75.252,0.457,-1.128,7.774
1744041836560,2025-04-07T19.03.56.560,75.272,-0.732,-7.073,4.451
1744041836581,2025-04-07T19.03.56.581,75.293,1.067,-12.957,1.250
1744041836601,2025-04-07T19.03.56.601,75.313,1.128,-20.457,-2.165
1744041836622,2025-04-07T19.03.56.622,75.334,-0.396,-27.927,-5.366
1744041836641,2025-04-07T19.03.56.641,75.353,-0.793,-35.213,-8.293
1744041836661,2025-04-07T19.03.56.661,75.373,-2.683,-41.220,-9.878
1744041836682,2025-04-07T19.03.56.682,75.394,-1.280,-43.018,-10.793
1744041836702,2025-04-07T19.03.56.702,75.414,2.622,-43.049,-11.098
1744041836723,2025-04-07T19.03.56.723,75.435,-2.287,-44.848,-10.945
1744041836743,2025-04-07T19.03.56.743,75.455,0.732,-43.994,-9.512
1744041836762,2025-04-07T19.03.56.762,75.474,0.427,-47.012,-7.561
1744041836783,2025-04-07T19.03.56.783,75.495,-2.256,-48.537,-5.030
1744041836803,2025-04-07T19.03.56.803,75.515,2.561,-48.933,-4.543
1744041836824,2025-04-07T19.03.56.824,75.536,3.110,-47.774,-4.390
1744041836844,2025-04-07T19.03.56.844,75.556,4.970,-45.427,-5.945
1744041836863,2025-04-07T19.03.56.863,75.575,8.079,-42.165,-8.720
1744041836884,2025-04-07T19.03.56.884,75.596,10.061,-35.427,-10.305
1744041836904,2025-04-07T19.03.56.904,75.616,11.982,-28.994,-10.610
1744041836925,2025-04-07T19.03.56.925,75.637,9.970,-20.671,-8.811
1744041836945,2025-04-07T19.03.56.945,75.657,9.268,-12.805,-6.616
1744041836966,2025-04-07T19.03.56.966,75.678,5.061,-3.720,-2.927
1744041836985,2025-04-07T19.03.56.985,75.697,4.390,5.335,0.549
1744041837005,2025-04-07T19.03.57.005,75.717,2.744,12.012,2.073
1744041837026,2025-04-07T19.03.57.026,75.738,1.585,17.409,2.317
1744041837046,2025-04-07T19.03.57.046,75.758,-1.707,20.183,2.866
1744041837067,2025-04-07T19.03.57.067,75.779,-11.098,18.445,3.598
1744041837087,2025-04-07T19.03.57.087,75.799,-13.201,23.262,5.732
1744041837107,2025-04-07T19.03.57.107,75.819,-6.951,31.220,9.207
1744041837127,2025-04-07T19.03.57.127,75.839,-9.299,32.805,11.250
1744041837148,2025-04-07T19.03.57.148,75.860,-10.244,27.530,10.274
1744041837168,2025-04-07T19.03.57.168,75.880,-3.780,25.366,10.610
1744041837189,2025-04-07T19.03.57.189,75.901,-3.049,21.372,10.671
1744041837208,2025-04-07T19.03.57.208,75.920,-0.671,14.848,13.506
1744041837228,2025-04-07T19.03.57.228,75.940,2.744,6.921,8.902
1744041837249,2025-04-07T19.03.57.249,75.961,6.799,0.122,3.079
1744041837269,2025-04-07T19.03.57.269,75.981,10.305,-4.512,0.671
1744041837290,2025-04-07T19.03.57.290,76.002,11.982,-13.445,-2.591
1744041837310,2025-04-07T19.03.57.310,76.022,12.317,-25.488,-9.817
1744041837329,2025-04-07T19.03.57.329,76.041,17.134,-30.183,-11.799
1744041837350,2025-04-07T19.03.57.350,76.062,25.701,-30.152,-12.683
1744041837370,2025-04-07T19.03.57.370,76.082,30.610,-39.482,-20.915
1744041837391,2025-04-07T19.03.57.391,76.103,30.091,-51.738,-32.134
1744041837411,2025-04-07T19.03.57.411,76.123,29.939,-59.146,-35.915
1744041837432,2025-04-07T19.03.57.432,76.144,30.701,-64.421,-33.445
1744041837451,2025-04-07T19.03.57.451,76.163,38.293,-64.421,-30.000
1744041837471,2025-04-07T19.03.57.471,76.183,34.909,-63.841,-21.220
1744041837492,2025-04-07T19.03.57.492,76.204,21.220,-58.415,-11.982
1744041837512,2025-04-07T19.03.57.512,76.224,14.177,-58.994,-9.177
1744041837533,2025-04-07T19.03.57.533,76.245,6.646,-64.848,-4.726
1744041837552,2025-04-07T19.03.57.552,76.264,-5.274,-57.896,-1.067
1744041837572,2025-04-07T19.03.57.572,76.284,-5.305,-51.098,8.994
1744041837593,2025-04-07T19.03.57.593,76.305,-12.012,-46.555,15.701
1744041837613,2025-04-07T19.03.57.613,76.325,-20.091,-36.799,18.567
1744041837634,2025-04-07T19.03.57.634,76.346,-21.677,-23.323,20.732
1744041837654,2025-04-07T19.03.57.654,76.366,-20.701,-11.463,27.652
1744041837673,2025-04-07T19.03.57.673,76.385,-17.439,0.366,33.720
1744041837694,2025-04-07T19.03.57.694,76.406,-12.744,9.970,33.384
1744041837714,2025-04-07T19.03.57.714,76.426,-13.811,13.750,25.610
1744041837735,2025-04-07T19.03.57.735,76.447,-13.476,19.116,19.726
1744041837755,2025-04-07T19.03.57.755,76.467,-7.652,26.037,16.250
1744041837776,2025-04-07T19.03.57.776,76.488,-3.140,31.463,8.171
1744041837795,2025-04-07T19.03.57.795,76.507,-1.311,32.683,-2.104
1744041837815,2025-04-07T19.03.57.815,76.527,4.268,36.220,-14.146
1744041837836,2025-04-07T19.03.57.836,76.548,14.177,38.720,-26.372
1744041837857,2025-04-07T19.03.57.857,76.569,16.677,28.201,-38.537
1744041837877,2025-04-07T19.03.57.877,76.589,10.000,7.317,-51.555
1744041837896,2025-04-07T19.03.57.896,76.608,9.909,-0.823,-54.543
1744041837917,2025-04-07T19.03.57.917,76.629,25.701,2.713,-53.140
1744041837937,2025-04-07T19.03.57.937,76.649,47.195,-0.732,-47.896
1744041837958,2025-04-07T19.03.57.958,76.670,47.287,-12.134,-39.909
1744041837978,2025-04-07T19.03.57.978,76.690,31.982,-34.268,-31.921
1744041837999,2025-04-07T19.03.57.999,76.711,23.841,-46.585,-25.305
1744041838018,2025-04-07T19.03.58.018,76.730,28.262,-43.628,-16.951
1744041838038,2025-04-07T19.03.58.038,76.750,28.445,-38.689,-7.530
1744041838059,2025-04-07T19.03.58.059,76.771,20.976,-41.189,-0.762
1744041838079,2025-04-07T19.03.58.079,76.791,10.549,-44.482,7.317
1744041838100,2025-04-07T19.03.58.100,76.812,3.537,-43.049,21.067
1744041838120,2025-04-07T19.03.58.120,76.832,-4.878,-38.933,27.195
1744041838139,2025-04-07T19.03.58.139,76.851,-13.323,-34.665,25.915
1744041838160,2025-04-07T19.03.58.160,76.872,-17.012,-29.268,29.238
1744041838180,2025-04-07T19.03.58.180,76.892,-20.823,-21.189,36.646
1744041838201,2025-04-07T19.03.58.201,76.913,-23.780,-16.555,43.293
1744041838221,2025-04-07T19.03.58.221,76.933,-18.384,-10.244,48.140
1744041838240,2025-04-07T19.03.58.240,76.952,-17.652,0.427,43.963
1744041838261,2025-04-07T19.03.58.261,76.973,-17.683,7.256,33.445
1744041838281,2025-04-07T19.03.58.281,76.993,-14.512,12.073,25.152
1744041838302,2025-04-07T19.03.58.302,77.014,-7.622,16.433,16.585
1744041838322,2025-04-07T19.03.58.322,77.034,-4.817,18.994,5.518
1744041838343,2025-04-07T19.03.58.343,77.055,-5.274,22.287,-4.360
1744041838362,2025-04-07T19.03.58.362,77.074,1.616,31.128,-12.713
1744041838382,2025-04-07T19.03.58.382,77.094,10.122,39.787,-20.274
1744041838403,2025-04-07T19.03.58.403,77.115,15.549,38.415,-34.817
1744041838423,2025-04-07T19.03.58.423,77.135,13.293,28.476,-53.354
1744041838444,2025-04-07T19.03.58.444,77.156,18.811,19.055,-62.927
1744041838464,2025-04-07T19.03.58.464,77.176,24.451,9.939,-61.951
1744041838483,2025-04-07T19.03.58.483,77.195,26.555,2.652,-57.073
1744041838504,2025-04-07T19.03.58.504,77.216,28.994,-10.976,-53.110
1744041838524,2025-04-07T19.03.58.524,77.236,26.128,-24.604,-45.915
1744041838545,2025-04-07T19.03.58.545,77.257,28.963,-29.665,-32.165
1744041838565,2025-04-07T19.03.58.565,77.277,31.799,-36.890,-22.287
1744041838585,2025-04-07T19.03.58.585,77.297,21.524,-48.110,-15.274
1744041838605,2025-04-07T19.03.58.605,77.317,13.049,-56.707,-8.902
1744041838626,2025-04-07T19.03.58.626,77.338,15.030,-58.659,2.012
1744041838646,2025-04-07T19.03.58.646,77.358,5.549,-48.171,18.750
1744041838667,2025-04-07T19.03.58.667,77.379,-12.195,-37.957,28.445
1744041838687,2025-04-07T19.03.58.687,77.399,-16.128,-32.683,33.567
1744041838706,2025-04-07T19.03.58.706,77.418,-10.061,-23.994,42.500
1744041838727,2025-04-07T19.03.58.727,77.439,-3.201,-9.390,47.104
1744041838747,2025-04-07T19.03.58.747,77.459,-29.055,6.433,55.335
1744041838768,2025-04-07T19.03.58.768,77.480,-31.585,13.445,55.122
1744041838788,2025-04-07T19.03.58.788,77.500,-16.433,21.616,43.537
1744041838809,2025-04-07T19.03.58.809,77.521,-10.305,27.652,31.860
1744041838828,2025-04-07T19.03.58.828,77.540,-12.195,30.274,24.055
1744041838848,2025-04-07T19.03.58.848,77.560,-10.518,30.640,17.012
1744041838869,2025-04-07T19.03.58.869,77.581,-0.915,39.024,7.195
1744041838889,2025-04-07T19.03.58.889,77.601,8.079,49.299,-5.152
1744041838910,2025-04-07T19.03.58.910,77.622,14.451,50.366,-21.951
1744041838929,2025-04-07T19.03.58.929,77.641,11.799,42.744,-35.732
1744041838949,2025-04-07T19.03.58.949,77.661,7.957,40.000,-41.280
1744041838970,2025-04-07T19.03.58.970,77.682,12.896,35.823,-45.122
1744041838990,2025-04-07T19.03.58.990,77.702,15.793,23.262,-50.274
1744041839011,2025-04-07T19.03.59.011,77.723,14.146,5.793,-50.640
1744041839031,2025-04-07T19.03.59.031,77.743,12.744,-10.976,-45.518
1744041839050,2025-04-07T19.03.59.050,77.762,21.372,-20.091,-40.732
1744041839071,2025-04-07T19.03.59.071,77.783,26.402,-34.604,-34.329
1744041839091,2025-04-07T19.03.59.091,77.803,22.043,-47.652,-25.976
1744041839112,2025-04-07T19.03.59.112,77.824,13.445,-56.067,-18.598
1744041839132,2025-04-07T19.03.59.132,77.844,7.713,-58.963,-10.335
1744041839153,2025-04-07T19.03.59.153,77.865,3.963,-55.915,-0.030
1744041839172,2025-04-07T19.03.59.172,77.884,-3.079,-51.707,8.689
1744041839192,2025-04-07T19.03.59.192,77.904,-6.037,-46.677,19.909
1744041839213,2025-04-07T19.03.59.213,77.925,-11.921,-38.872,32.896
1744041839233,2025-04-07T19.03.59.233,77.945,-24.482,-32.774,41.982
1744041839254,2025-04-07T19.03.59.254,77.966,-26.890,-25.732,47.104
1744041839273,2025-04-07T19.03.59.273,77.985,-21.707,-14.451,51.067
1744041839294,2025-04-07T19.03.59.294,78.006,-20.640,-7.012,50.793
1744041839314,2025-04-07T19.03.59.314,78.026,-17.805,-3.689,45.884
1744041839335,2025-04-07T19.03.59.335,78.047,-10.823,0.823,41.677
1744041839355,2025-04-07T19.03.59.355,78.067,-10.762,5.488,40.213
1744041839376,2025-04-07T19.03.59.376,78.088,-8.872,16.220,38.537
1744041839395,2025-04-07T19.03.59.395,78.107,-0.457,29.634,34.146
1744041839415,2025-04-07T19.03.59.415,78.127,2.012,39.238,27.652
1744041839436,2025-04-07T19.03.59.436,78.148,3.963,45.061,18.963
1744041839456,2025-04-07T19.03.59.456,78.168,8.659,49.909,9.390
1744041839477,2025-04-07T19.03.59.477,78.189,9.726,51.524,-0.518
1744041839497,2025-04-07T19.03.59.497,78.209,18.750,53.841,-12.622
1744041839516,2025-04-07T19.03.59.516,78.228,22.744,52.134,-23.689
1744041839537,2025-04-07T19.03.59.537,78.249,18.415,43.079,-28.902
1744041839557,2025-04-07T19.03.59.557,78.269,17.378,34.573,-33.994
1744041839578,2025-04-07T19.03.59.578,78.290,20.518,30.488,-39.177
1744041839598,2025-04-07T19.03.59.598,78.310,22.470,26.280,-40.579
1744041839619,2025-04-07T19.03.59.619,78.331,29.116,22.835,-37.043
1744041839638,2025-04-07T19.03.59.638,78.350,30.244,13.293,-31.829
1744041839658,2025-04-07T19.03.59.658,78.370,30.518,1.220,-26.860
1744041839679,2025-04-07T19.03.59.679,78.391,27.713,-9.848,-20.549
1744041839699,2025-04-07T19.03.59.699,78.411,24.329,-23.415,-10.518
1744041839720,2025-04-07T19.03.59.720,78.432,19.390,-31.646,-2.043
1744041839739,2025-04-07T19.03.59.739,78.451,10.884,-35.976,2.561
1744041839759,2025-04-07T19.03.59.759,78.471,5.976,-41.280,10.274
1744041839780,2025-04-07T19.03.59.780,78.492,-4.085,-40.793,17.622
1744041839800,2025-04-07T19.03.59.800,78.512,-12.561,-42.835,23.018
1744041839821,2025-04-07T19.03.59.821,78.533,-25.000,-46.311,27.591
1744041839841,2025-04-07T19.03.59.841,78.553,-38.049,-40.701,34.390
1744041839860,2025-04-07T19.03.59.860,78.572,-39.421,-28.933,38.598
1744041839881,2025-04-07T19.03.59.881,78.593,-34.024,-13.872,45.274
1744041839901,2025-04-07T19.03.59.901,78.613,-26.951,-0.396,51.280
1744041839922,2025-04-07T19.03.59.922,78.634,-24.848,4.268,48.232
1744041839942,2025-04-07T19.03.59.942,78.654,-22.744,5.579,34.817
1744041839963,2025-04-07T19.03.59.963,78.675,-19.024,10.457,24.421
1744041839982,2025-04-07T19.03.59.982,78.694,-18.323,20.579,17.591
1744041840003,2025-04-07T19.04.00.003,78.715,-7.073,30.579,4.116
1744041840023,2025-04-07T19.04.00.023,78.735,13.354,35.854,-14.634
1744041840044,2025-04-07T19.04.00.044,78.756,12.713,36.921,-22.744
1744041840064,2025-04-07T19.04.00.064,78.776,14.329,33.445,-29.085
1744041840085,2025-04-07T19.04.00.085,78.797,18.902,30.488,-33.079
1744041840104,2025-04-07T19.04.00.104,78.816,18.110,27.043,-34.970
1744041840124,2025-04-07T19.04.00.124,78.836,21.829,22.805,-34.665
1744041840145,2025-04-07T19.04.00.145,78.857,22.378,17.378,-31.890
1744041840165,2025-04-07T19.04.00.165,78.877,22.530,12.226,-29.573
1744041840186,2025-04-07T19.04.00.186,78.898,22.561,6.189,-27.134
1744041840205,2025-04-07T19.04.00.205,78.917,22.561,-4.909,-22.835
1744041840225,2025-04-07T19.04.00.225,78.937,15.549,-18.415,-15.457
1744041840246,2025-04-07T19.04.00.246,78.958,6.372,-28.841,-7.439
1744041840266,2025-04-07T19.04.00.266,78.978,-0.823,-37.134,1.921
1744041840287,2025-04-07T19.04.00.287,78.999,-9.878,-42.348,13.354
1744041840307,2025-04-07T19.04.00.307,79.019,-13.171,-42.256,25.854
1744041840326,2025-04-07T19.04.00.326,79.038,-14.756,-42.622,37.530
1744041840347,2025-04-07T19.04.00.347,79.059,-27.713,-45.000,48.171
1744041840367,2025-04-07T19.04.00.367,79.079,-36.250,-39.116,60.884
1744041840388,2025-04-07T19.04.00.388,79.100,-28.872,-25.000,63.537
1744041840408,2025-04-07T19.04.00.408,79.120,-21.098,-13.262,54.665
1744041840429,2025-04-07T19.04.00.429,79.141,-17.835,-6.799,45.793
1744041840448,2025-04-07T19.04.00.448,79.160,-12.439,6.921,34.787
1744041840468,2025-04-07T19.04.00.468,79.180,-4.207,23.262,18.750
1744041840489,2025-04-07T19.04.00.489,79.201,-1.890,34.878,2.165
1744041840509,2025-04-07T19.04.00.509,79.221,2.744,44.878,-13.537
1744041840530,2025-04-07T19.04.00.530,79.242,14.573,47.530,-27.470
1744041840549,2025-04-07T19.04.00.549,79.261,20.640,45.457,-32.500
1744041840569,2025-04-07T19.04.00.569,79.281,16.829,39.299,-34.604
1744041840590,2025-04-07T19.04.00.590,79.302,13.018,30.793,-36.646
1744041840610,2025-04-07T19.04.00.610,79.322,19.848,26.524,-38.262
1744041840631,2025-04-07T19.04.00.631,79.343,27.500,20.701,-37.409
1744041840651,2025-04-07T19.04.00.651,79.363,25.213,8.476,-36.037
1744041840670,2025-04-07T19.04.00.670,79.382,22.226,-4.939,-35.671
1744041840691,2025-04-07T19.04.00.691,79.403,19.695,-14.726,-33.079
1744041840711,2025-04-07T19.04.00.711,79.423,18.780,-21.646,-28.293
1744041840732,2025-04-07T19.04.00.732,79.444,12.104,-29.817,-21.372
1744041840753,2025-04-07T19.04.00.753,79.465,-0.915,-35.183,-11.768
1744041840773,2025-04-07T19.04.00.773,79.485,-7.591,-36.159,-0.061
1744041840792,2025-04-07T19.04.00.792,79.504,-10.549,-31.128,14.665
1744041840813,2025-04-07T19.04.00.813,79.525,-14.665,-23.902,30.152
1744041840833,2025-04-07T19.04.00.833,79.545,-21.951,-18.994,37.927
1744041840854,2025-04-07T19.04.00.854,79.566,-30.061,-15.152,38.902
1744041840874,2025-04-07T19.04.00.874,79.586,-32.713,-7.652,41.585
1744041840895,2025-04-07T19.04.00.895,79.607,-27.317,1.341,42.165
1744041840914,2025-04-07T19.04.00.914,79.626,-20.671,5.945,34.634
1744041840934,2025-04-07T19.04.00.934,79.646,-18.476,5.396,21.829
1744041840955,2025-04-07T19.04.00.955,79.667,-18.780,11.098,14.146
1744041840975,2025-04-07T19.04.00.975,79.687,-17.470,24.848,7.530
1744041840996,2025-04-07T19.04.00.996,79.708,-12.409,43.323,-1.220
1744041841015,2025-04-07T19.04.01.015,79.727,-3.415,61.128,-16.189
1744041841035,2025-04-07T19.04.01.035,79.747,3.780,72.409,-33.354
1744041841056,2025-04-07T19.04.01.056,79.768,4.756,77.896,-45.762
1744041841076,2025-04-07T19.04.01.076,79.788,1.220,68.598,-49.360
1744041841097,2025-04-07T19.04.01.097,79.809,-10.213,47.530,-41.921
1744041841117,2025-04-07T19.04.01.117,79.829,-16.128,39.482,-37.683
1744041841136,2025-04-07T19.04.01.136,79.848,-3.018,42.683,-41.067
1744041841157,2025-04-07T19.04.01.157,79.869,8.079,37.561,-39.695
1744041841177,2025-04-07T19.04.01.177,79.889,5.213,23.720,-32.927
1744041841198,2025-04-07T19.04.01.198,79.910,7.713,3.933,-24.299
1744041841218,2025-04-07T19.04.01.218,79.930,9.360,-18.659,-12.713
1744041841239,2025-04-07T19.04.01.239,79.951,4.329,-34.055,-4.665
1744041841258,2025-04-07T19.04.01.258,79.970,2.012,-43.476,1.189
1744041841278,2025-04-07T19.04.01.278,79.990,-2.439,-46.799,8.994
1744041841299,2025-04-07T19.04.01.299,80.011,-5.091,-44.665,18.476
1744041841319,2025-04-07T19.04.01.319,80.031,-5.152,-46.768,27.866
1744041841340,2025-04-07T19.04.01.340,80.052,-14.573,-47.896,35.640
1744041841359,2025-04-07T19.04.01.359,80.071,-22.409,-43.689,41.280
1744041841379,2025-04-07T19.04.01.379,80.091,-23.506,-37.409,46.921
1744041841400,2025-04-07T19.04.01.400,80.112,-21.250,-27.835,55.000
1744041841420,2025-04-07T19.04.01.420,80.132,-17.287,-14.695,64.756
1744041841441,2025-04-07T19.04.01.441,80.153,-14.939,-4.726,64.268
1744041841461,2025-04-07T19.04.01.461,80.173,-9.329,1.280,56.128
1744041841481,2025-04-07T19.04.01.481,80.193,-8.537,3.567,49.787
1744041841501,2025-04-07T19.04.01.501,80.213,-6.524,8.750,46.677
1744041841522,2025-04-07T19.04.01.522,80.234,2.317,22.348,37.500
1744041841542,2025-04-07T19.04.01.542,80.254,2.195,37.012,19.787
1744041841563,2025-04-07T19.04.01.563,80.275,8.689,41.433,-0.213
1744041841583,2025-04-07T19.04.01.583,80.295,11.768,38.780,-14.939
1744041841602,2025-04-07T19.04.01.602,80.314,3.354,36.067,-27.134
1744041841623,2025-04-07T19.04.01.623,80.335,6.860,39.360,-37.652
1744041841643,2025-04-07T19.04.01.643,80.355,14.634,41.402,-47.561
1744041841664,2025-04-07T19.04.01.664,80.376,14.116,35.488,-53.628
1744041841684,2025-04-07T19.04.01.684,80.396,11.067,28.902,-57.348
1744041841705,2025-04-07T19.04.01.705,80.417,18.902,26.921,-54.848
1744041841724,2025-04-07T19.04.01.724,80.436,27.530,19.970,-47.500
1744041841744,2025-04-07T19.04.01.744,80.456,28.110,3.079,-37.927
1744041841765,2025-04-07T19.04.01.765,80.477,21.768,-16.494,-27.713
1744041841785,2025-04-07T19.04.01.785,80.497,13.750,-29.390,-18.567
1744041841806,2025-04-07T19.04.01.806,80.518,7.195,-39.512,-11.280
1744041841825,2025-04-07T19.04.01.825,80.537,0.274,-55.579,-4.634
1744041841845,2025-04-07T19.04.01.845,80.557,-5.274,-69.482,8.079
1744041841866,2025-04-07T19.04.01.866,80.578,-16.067,-74.146,23.780
1744041841886,2025-04-07T19.04.01.886,80.598,-26.037,-73.720,37.988
1744041841907,2025-04-07T19.04.01.907,80.619,-30.366,-72.195,50.823
1744041841927,2025-04-07T19.04.01.927,80.639,-30.152,-66.585,65.152
1744041841946,2025-04-07T19.04.01.946,80.658,-24.146,-57.500,71.799
1744041841967,2025-04-07T19.04.01.967,80.679,-24.329,-46.128,59.970
1744041841987,2025-04-07T19.04.01.987,80.699,-25.701,-35.122,46.860
1744041842008,2025-04-07T19.04.02.008,80.720,-17.195,-19.329,43.049
