epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744041762341,2025-04-07T19.02.42.341,1.053,-0.274,0.640,0.396
1744041762361,2025-04-07T19.02.42.361,1.073,-0.945,0.732,0.732
1744041762380,2025-04-07T19.02.42.380,1.092,-0.976,0.183,0.701
1744041762401,2025-04-07T19.02.42.401,1.113,-2.378,0.488,0.915
1744041762421,2025-04-07T19.02.42.421,1.133,-2.012,0.732,1.189
1744041762442,2025-04-07T19.02.42.442,1.154,-1.128,0.122,0.640
1744041762462,2025-04-07T19.02.42.462,1.174,-0.823,-0.457,0.030
1744041762482,2025-04-07T19.02.42.482,1.194,0.122,-1.646,-1.067
1744041762502,2025-04-07T19.02.42.502,1.214,1.250,-2.683,-1.860
1744041762523,2025-04-07T19.02.42.523,1.235,0.579,-1.555,-1.616
1744041762543,2025-04-07T19.02.42.543,1.255,-0.122,-1.921,-1.189
1744041762564,2025-04-07T19.02.42.564,1.276,-0.549,-2.104,-0.366
1744041762584,2025-04-07T19.02.42.584,1.296,-0.915,-1.707,0.549
1744041762603,2025-04-07T19.02.42.603,1.315,-0.244,-1.951,0.732
1744041762624,2025-04-07T19.02.42.624,1.336,-0.213,-2.165,1.006
1744041762644,2025-04-07T19.02.42.644,1.356,-1.555,-1.738,1.799
1744041762665,2025-04-07T19.02.42.665,1.377,-2.226,-1.280,2.287
1744041762685,2025-04-07T19.02.42.685,1.397,-1.555,-1.372,2.409
1744041762706,2025-04-07T19.02.42.706,1.418,-1.616,-1.951,2.165
1744041762725,2025-04-07T19.02.42.725,1.437,-1.616,-1.707,1.860
1744041762745,2025-04-07T19.02.42.745,1.457,-1.463,-1.341,1.128
1744041762766,2025-04-07T19.02.42.766,1.478,-0.274,-1.951,-0.244
1744041762786,2025-04-07T19.02.42.786,1.498,0.366,-2.134,-0.915
1744041762807,2025-04-07T19.02.42.807,1.519,0.061,-1.799,-0.762
1744041762827,2025-04-07T19.02.42.827,1.539,-0.579,-1.341,-0.366
1744041762846,2025-04-07T19.02.42.846,1.558,0.488,-0.518,-0.030
1744041762867,2025-04-07T19.02.42.867,1.579,0.793,-0.762,0.000
1744041762887,2025-04-07T19.02.42.887,1.599,0.701,-1.037,-0.335
1744041762908,2025-04-07T19.02.42.908,1.620,1.220,-0.701,-0.305
1744041762928,2025-04-07T19.02.42.928,1.640,0.213,0.000,-0.122
1744041762947,2025-04-07T19.02.42.947,1.659,0.000,0.488,-0.091
1744041762968,2025-04-07T19.02.42.968,1.680,0.274,0.518,-0.152
1744041762988,2025-04-07T19.02.42.988,1.700,0.183,-0.061,-0.579
1744041763009,2025-04-07T19.02.43.009,1.721,0.396,-0.183,-0.854
1744041763029,2025-04-07T19.02.43.029,1.741,1.159,-0.640,-0.945
1744041763050,2025-04-07T19.02.43.050,1.762,0.366,-0.457,-0.488
1744041763069,2025-04-07T19.02.43.069,1.781,-1.067,-0.274,-0.305
1744041763089,2025-04-07T19.02.43.089,1.801,-0.305,0.213,-0.457
1744041763110,2025-04-07T19.02.43.110,1.822,-0.579,0.183,-0.610
1744041763130,2025-04-07T19.02.43.130,1.842,0.610,-0.122,-0.274
1744041763151,2025-04-07T19.02.43.151,1.863,-0.213,-0.366,-0.305
1744041763171,2025-04-07T19.02.43.171,1.883,-0.427,-0.579,-0.366
1744041763190,2025-04-07T19.02.43.190,1.902,0.732,-1.280,-0.732
1744041763211,2025-04-07T19.02.43.211,1.923,0.061,-0.701,-0.274
1744041763232,2025-04-07T19.02.43.232,1.944,0.091,-0.884,-0.122
1744041763252,2025-04-07T19.02.43.252,1.964,0.640,-1.128,-0.152
1744041763273,2025-04-07T19.02.43.273,1.985,0.640,-0.640,0.091
1744041763293,2025-04-07T19.02.43.293,2.005,0.671,-1.402,-0.335
1744041763312,2025-04-07T19.02.43.312,2.024,1.006,-1.555,-0.488
1744041763333,2025-04-07T19.02.43.333,2.045,1.189,-1.280,-0.488
1744041763353,2025-04-07T19.02.43.353,2.065,0.762,-0.823,-0.640
1744041763374,2025-04-07T19.02.43.374,2.086,0.518,-1.006,-0.701
1744041763394,2025-04-07T19.02.43.394,2.106,0.854,-1.463,-0.823
1744041763413,2025-04-07T19.02.43.413,2.125,0.823,-1.341,-0.701
1744041763434,2025-04-07T19.02.43.434,2.146,1.189,-1.494,-1.006
1744041763454,2025-04-07T19.02.43.454,2.166,2.134,-1.159,-1.311
1744041763475,2025-04-07T19.02.43.475,2.187,4.085,-1.707,-1.890
1744041763495,2025-04-07T19.02.43.495,2.207,4.482,-1.738,-2.134
1744041763516,2025-04-07T19.02.43.516,2.228,2.805,-1.402,-1.463
1744041763535,2025-04-07T19.02.43.535,2.247,0.518,-0.549,-0.305
1744041763555,2025-04-07T19.02.43.555,2.267,0.396,-0.976,0.091
1744041763576,2025-04-07T19.02.43.576,2.288,-0.366,-0.366,0.305
1744041763596,2025-04-07T19.02.43.596,2.308,-0.030,-0.854,0.061
1744041763617,2025-04-07T19.02.43.617,2.329,0.518,-1.372,-0.396
1744041763637,2025-04-07T19.02.43.637,2.349,0.061,-0.854,-0.152
1744041763656,2025-04-07T19.02.43.656,2.368,-0.671,-1.128,-0.274
1744041763677,2025-04-07T19.02.43.677,2.389,0.061,-1.433,-0.396
1744041763697,2025-04-07T19.02.43.697,2.409,-0.610,-1.037,0.152
1744041763718,2025-04-07T19.02.43.718,2.430,-0.335,-0.427,0.396
1744041763738,2025-04-07T19.02.43.738,2.450,0.152,-0.640,0.274
1744041763757,2025-04-07T19.02.43.757,2.469,-0.335,-1.189,0.122
1744041763778,2025-04-07T19.02.43.778,2.490,0.427,-1.433,-0.030
1744041763798,2025-04-07T19.02.43.798,2.510,0.549,-1.128,-0.244
1744041763819,2025-04-07T19.02.43.819,2.531,0.701,-1.128,-0.061
1744041763839,2025-04-07T19.02.43.839,2.551,-0.183,-0.823,0.488
1744041763860,2025-04-07T19.02.43.860,2.572,0.030,-1.372,0.427
1744041763879,2025-04-07T19.02.43.879,2.591,0.671,-1.037,0.488
1744041763899,2025-04-07T19.02.43.899,2.611,0.762,-0.945,0.671
1744041763920,2025-04-07T19.02.43.920,2.632,0.579,0.213,0.610
1744041763940,2025-04-07T19.02.43.940,2.652,0.366,-0.030,-0.030
1744041763961,2025-04-07T19.02.43.961,2.673,-0.061,-0.244,-0.427
1744041763982,2025-04-07T19.02.43.982,2.694,0.122,-0.854,-1.006
1744041764001,2025-04-07T19.02.44.001,2.713,0.671,-0.640,-1.159
1744041764021,2025-04-07T19.02.44.021,2.733,1.006,-0.976,-1.280
1744041764042,2025-04-07T19.02.44.042,2.754,0.122,-0.732,-0.976
1744041764062,2025-04-07T19.02.44.062,2.774,0.061,-1.402,-0.884
1744041764083,2025-04-07T19.02.44.083,2.795,0.335,-1.220,-0.427
1744041764103,2025-04-07T19.02.44.103,2.815,-0.244,-0.549,0.091
1744041764122,2025-04-07T19.02.44.122,2.834,0.091,-1.128,-0.152
1744041764143,2025-04-07T19.02.44.143,2.855,0.579,-1.555,-0.366
1744041764163,2025-04-07T19.02.44.163,2.875,0.305,-0.945,-0.335
1744041764184,2025-04-07T19.02.44.184,2.896,0.335,-1.006,-0.244
1744041764204,2025-04-07T19.02.44.204,2.916,0.030,-0.945,-0.213
1744041764225,2025-04-07T19.02.44.225,2.937,0.640,-0.732,-0.091
1744041764244,2025-04-07T19.02.44.244,2.956,2.073,-0.823,0.732
1744041764264,2025-04-07T19.02.44.264,2.976,3.384,-1.341,1.646
1744041764285,2025-04-07T19.02.44.285,2.997,4.604,-1.098,2.317
1744041764305,2025-04-07T19.02.44.305,3.017,4.817,-1.159,2.530
1744041764326,2025-04-07T19.02.44.326,3.038,4.787,-0.976,3.049
1744041764345,2025-04-07T19.02.44.345,3.057,4.299,-1.006,3.354
1744041764365,2025-04-07T19.02.44.365,3.077,4.543,-1.098,3.293
1744041764386,2025-04-07T19.02.44.386,3.098,3.506,-0.122,3.018
1744041764406,2025-04-07T19.02.44.406,3.118,3.049,-0.640,1.829
1744041764427,2025-04-07T19.02.44.427,3.139,2.591,-1.098,1.006
1744041764447,2025-04-07T19.02.44.447,3.159,0.915,-0.701,0.701
1744041764466,2025-04-07T19.02.44.466,3.178,0.610,0.671,0.671
1744041764487,2025-04-07T19.02.44.487,3.199,0.366,1.128,0.305
1744041764507,2025-04-07T19.02.44.507,3.219,0.701,0.671,-0.457
1744041764528,2025-04-07T19.02.44.528,3.240,-0.091,0.854,-1.006
1744041764548,2025-04-07T19.02.44.548,3.260,-1.890,1.646,-1.433
1744041764569,2025-04-07T19.02.44.569,3.281,-1.890,2.134,-1.646
1744041764588,2025-04-07T19.02.44.588,3.300,-1.921,2.073,-1.616
1744041764608,2025-04-07T19.02.44.608,3.320,-1.890,2.165,-1.829
1744041764629,2025-04-07T19.02.44.629,3.341,-0.091,0.701,-2.470
1744041764649,2025-04-07T19.02.44.649,3.361,0.152,-0.457,-2.226
1744041764670,2025-04-07T19.02.44.670,3.382,1.220,0.274,-1.585
1744041764689,2025-04-07T19.02.44.689,3.401,2.195,0.366,-1.220
1744041764711,2025-04-07T19.02.44.711,3.423,2.713,-0.427,-1.159
1744041764730,2025-04-07T19.02.44.730,3.442,3.567,-1.311,-1.067
1744041764751,2025-04-07T19.02.44.751,3.463,2.226,-0.915,-0.701
1744041764771,2025-04-07T19.02.44.771,3.483,1.585,-0.366,-0.579
1744041764792,2025-04-07T19.02.44.792,3.504,1.799,-0.366,-0.549
1744041764811,2025-04-07T19.02.44.811,3.523,0.518,-0.061,-0.671
1744041764831,2025-04-07T19.02.44.831,3.543,0.274,-0.335,-1.220
1744041764852,2025-04-07T19.02.44.852,3.564,1.433,-0.823,-1.616
1744041764872,2025-04-07T19.02.44.872,3.584,2.012,-0.183,-1.372
1744041764893,2025-04-07T19.02.44.893,3.605,2.774,-0.091,-0.823
1744041764913,2025-04-07T19.02.44.913,3.625,3.171,-1.829,-0.549
1744041764932,2025-04-07T19.02.44.932,3.644,2.713,-1.402,-0.183
1744041764953,2025-04-07T19.02.44.953,3.665,1.768,-0.640,0.305
1744041764973,2025-04-07T19.02.44.973,3.685,1.738,-0.976,0.305
1744041764994,2025-04-07T19.02.44.994,3.706,1.616,-0.488,0.244
1744041765014,2025-04-07T19.02.45.014,3.726,0.884,-0.915,0.183
1744041765035,2025-04-07T19.02.45.035,3.747,0.823,-1.677,-0.091
1744041765054,2025-04-07T19.02.45.054,3.766,0.335,-1.707,0.000
1744041765074,2025-04-07T19.02.45.074,3.786,-0.701,-1.707,-0.061
1744041765095,2025-04-07T19.02.45.095,3.807,0.183,-1.341,-0.152
1744041765115,2025-04-07T19.02.45.115,3.827,0.488,-1.402,0.000
1744041765136,2025-04-07T19.02.45.136,3.848,-0.030,-1.616,-0.030
1744041765155,2025-04-07T19.02.45.155,3.867,0.457,-1.738,0.030
1744041765175,2025-04-07T19.02.45.175,3.887,0.701,-1.524,0.061
1744041765196,2025-04-07T19.02.45.196,3.908,0.091,-1.128,0.305
1744041765216,2025-04-07T19.02.45.216,3.928,0.274,-1.524,0.091
1744041765237,2025-04-07T19.02.45.237,3.949,0.549,-1.189,-0.122
1744041765257,2025-04-07T19.02.45.257,3.969,0.305,-1.189,-0.274
1744041765276,2025-04-07T19.02.45.276,3.988,0.091,-1.128,-0.427
1744041765297,2025-04-07T19.02.45.297,4.009,-0.152,-0.793,-0.305
1744041765317,2025-04-07T19.02.45.317,4.029,0.305,-0.945,-0.152
1744041765338,2025-04-07T19.02.45.338,4.050,0.305,-0.671,0.091
1744041765358,2025-04-07T19.02.45.358,4.070,-0.671,-0.854,0.091
1744041765379,2025-04-07T19.02.45.379,4.091,-0.610,-0.305,0.549
1744041765398,2025-04-07T19.02.45.398,4.110,-1.372,-0.183,0.976
1744041765419,2025-04-07T19.02.45.419,4.131,-1.616,-0.213,1.098
1744041765439,2025-04-07T19.02.45.439,4.151,-2.287,-0.061,1.372
1744041765460,2025-04-07T19.02.45.460,4.172,-2.012,0.488,1.555
1744041765480,2025-04-07T19.02.45.480,4.192,-1.311,0.427,1.189
1744041765501,2025-04-07T19.02.45.501,4.213,-2.287,0.030,0.823
1744041765520,2025-04-07T19.02.45.520,4.232,-0.976,-0.579,0.183
1744041765540,2025-04-07T19.02.45.540,4.252,1.006,-2.134,-0.122
1744041765561,2025-04-07T19.02.45.561,4.273,-0.488,-2.317,-0.366
1744041765581,2025-04-07T19.02.45.581,4.293,-0.030,-3.415,-0.671
1744041765602,2025-04-07T19.02.45.602,4.314,-1.128,-4.787,-0.213
1744041765621,2025-04-07T19.02.45.621,4.333,-1.829,-7.256,0.335
1744041765641,2025-04-07T19.02.45.641,4.353,-3.963,-10.274,0.884
1744041765662,2025-04-07T19.02.45.662,4.374,-7.317,-13.354,2.195
1744041765682,2025-04-07T19.02.45.682,4.394,-9.817,-15.213,4.695
1744041765703,2025-04-07T19.02.45.703,4.415,-6.616,-15.701,5.061
1744041765723,2025-04-07T19.02.45.723,4.435,1.098,-14.085,4.360
1744041765742,2025-04-07T19.02.45.742,4.454,1.098,-10.152,5.640
1744041765763,2025-04-07T19.02.45.763,4.475,-3.750,-7.104,7.470
1744041765783,2025-04-07T19.02.45.783,4.495,-6.585,-6.220,8.140
1744041765804,2025-04-07T19.02.45.804,4.516,-5.091,-5.030,7.957
1744041765824,2025-04-07T19.02.45.824,4.536,-3.079,-3.994,7.500
1744041765845,2025-04-07T19.02.45.845,4.557,-5.152,-2.591,8.232
1744041765864,2025-04-07T19.02.45.864,4.576,-10.030,-1.463,9.939
1744041765884,2025-04-07T19.02.45.884,4.596,-11.341,-0.579,10.457
1744041765905,2025-04-07T19.02.45.905,4.617,-8.293,-0.701,8.110
1744041765925,2025-04-07T19.02.45.925,4.637,-3.018,-2.195,5.274
1744041765946,2025-04-07T19.02.45.946,4.658,-1.890,-4.909,3.232
1744041765966,2025-04-07T19.02.45.966,4.678,-1.555,-5.945,1.433
1744041765985,2025-04-07T19.02.45.985,4.697,0.915,-5.030,0.030
1744041766006,2025-04-07T19.02.46.006,4.718,1.677,-5.213,-1.341
1744041766026,2025-04-07T19.02.46.026,4.738,1.555,-6.189,-1.860
1744041766047,2025-04-07T19.02.46.047,4.759,-0.061,-6.921,-1.951
1744041766067,2025-04-07T19.02.46.067,4.779,-1.677,-6.159,-1.585
1744041766086,2025-04-07T19.02.46.086,4.798,-3.079,-4.848,-0.549
1744041766107,2025-04-07T19.02.46.107,4.819,-5.945,-3.720,0.640
1744041766128,2025-04-07T19.02.46.128,4.840,-7.652,-3.628,1.037
1744041766148,2025-04-07T19.02.46.148,4.860,-8.506,-2.012,1.341
1744041766169,2025-04-07T19.02.46.169,4.881,-8.506,-0.671,1.463
1744041766189,2025-04-07T19.02.46.189,4.901,-8.232,0.579,2.104
1744041766208,2025-04-07T19.02.46.208,4.920,-7.043,1.128,2.500
1744041766229,2025-04-07T19.02.46.229,4.941,-4.939,1.677,2.470
1744041766249,2025-04-07T19.02.46.249,4.961,-3.720,2.195,2.317
1744041766270,2025-04-07T19.02.46.270,4.982,-2.195,2.012,2.226
1744041766290,2025-04-07T19.02.46.290,5.002,0.701,1.067,1.372
1744041766311,2025-04-07T19.02.46.311,5.023,2.957,0.274,0.549
1744041766330,2025-04-07T19.02.46.330,5.042,2.774,-0.213,-0.366
1744041766350,2025-04-07T19.02.46.350,5.062,2.439,-0.518,-1.616
1744041766371,2025-04-07T19.02.46.371,5.083,2.317,-1.524,-2.134
1744041766391,2025-04-07T19.02.46.391,5.103,0.976,-1.616,-1.707
1744041766412,2025-04-07T19.02.46.412,5.124,1.220,-1.860,-1.677
1744041766432,2025-04-07T19.02.46.432,5.144,3.201,-2.043,-1.738
1744041766451,2025-04-07T19.02.46.451,5.163,1.768,-3.506,-1.677
1744041766472,2025-04-07T19.02.46.472,5.184,1.220,-3.140,-0.976
1744041766492,2025-04-07T19.02.46.492,5.204,1.006,-1.982,-0.091
1744041766513,2025-04-07T19.02.46.513,5.225,0.640,-1.006,0.335
1744041766533,2025-04-07T19.02.46.533,5.245,1.433,-1.585,-0.305
1744041766552,2025-04-07T19.02.46.552,5.264,0.244,-1.159,0.274
1744041766573,2025-04-07T19.02.46.573,5.285,-0.061,0.213,1.098
1744041766593,2025-04-07T19.02.46.593,5.305,1.037,1.890,1.585
1744041766614,2025-04-07T19.02.46.614,5.326,0.671,3.720,2.012
1744041766634,2025-04-07T19.02.46.634,5.346,0.427,5.884,1.677
1744041766655,2025-04-07T19.02.46.655,5.367,1.067,6.799,0.701
1744041766674,2025-04-07T19.02.46.674,5.386,1.189,6.433,-0.793
1744041766694,2025-04-07T19.02.46.694,5.406,1.311,5.640,-2.744
1744041766715,2025-04-07T19.02.46.715,5.427,-0.335,3.780,-3.201
1744041766735,2025-04-07T19.02.46.735,5.447,-5.793,3.171,-2.073
1744041766756,2025-04-07T19.02.46.756,5.468,-5.274,1.189,-2.988
1744041766776,2025-04-07T19.02.46.776,5.488,-2.439,0.671,-3.445
1744041766795,2025-04-07T19.02.46.795,5.507,-0.976,0.335,-3.262
1744041766816,2025-04-07T19.02.46.816,5.528,1.067,-1.982,-3.628
1744041766836,2025-04-07T19.02.46.836,5.548,-0.152,-1.524,-2.409
1744041766857,2025-04-07T19.02.46.857,5.569,-0.793,-0.427,-0.976
1744041766878,2025-04-07T19.02.46.878,5.590,0.945,-0.945,-0.213
1744041766898,2025-04-07T19.02.46.898,5.610,0.884,-2.073,0.823
1744041766917,2025-04-07T19.02.46.917,5.629,1.189,-1.220,2.195
1744041766938,2025-04-07T19.02.46.938,5.650,-2.317,1.524,2.835
1744041766958,2025-04-07T19.02.46.958,5.670,-1.402,1.829,2.012
1744041766979,2025-04-07T19.02.46.979,5.691,-1.280,0.305,0.640
1744041766999,2025-04-07T19.02.46.999,5.711,0.640,-2.012,-0.945
1744041767018,2025-04-07T19.02.47.018,5.730,1.006,-3.598,-2.683
1744041767039,2025-04-07T19.02.47.039,5.751,1.372,-3.476,-5.335
1744041767059,2025-04-07T19.02.47.059,5.771,0.671,-2.012,-4.665
1744041767080,2025-04-07T19.02.47.080,5.792,-2.561,-6.189,-8.445
1744041767100,2025-04-07T19.02.47.100,5.812,-4.939,-14.817,-15.518
1744041767121,2025-04-07T19.02.47.121,5.833,-6.799,-15.183,-11.524
1744041767140,2025-04-07T19.02.47.140,5.852,-7.652,-11.768,-7.591
1744041767160,2025-04-07T19.02.47.160,5.872,-6.189,-7.835,-4.238
1744041767181,2025-04-07T19.02.47.181,5.893,-6.494,-5.061,-1.128
1744041767201,2025-04-07T19.02.47.201,5.913,-5.945,-0.549,1.524
1744041767222,2025-04-07T19.02.47.222,5.934,-4.360,4.024,3.659
1744041767242,2025-04-07T19.02.47.242,5.954,-5.915,6.524,2.530
1744041767261,2025-04-07T19.02.47.261,5.973,-4.299,3.933,-0.915
1744041767282,2025-04-07T19.02.47.282,5.994,-0.579,3.140,-2.348
1744041767302,2025-04-07T19.02.47.302,6.014,-0.366,4.604,-1.677
1744041767323,2025-04-07T19.02.47.323,6.035,-0.366,4.268,-1.402
1744041767343,2025-04-07T19.02.47.343,6.055,-0.091,2.774,-2.287
1744041767364,2025-04-07T19.02.47.364,6.076,0.610,1.585,-2.256
1744041767383,2025-04-07T19.02.47.383,6.095,0.366,2.043,-1.829
1744041767403,2025-04-07T19.02.47.403,6.115,1.098,1.585,-2.012
1744041767424,2025-04-07T19.02.47.424,6.136,2.835,0.884,-2.439
1744041767444,2025-04-07T19.02.47.444,6.156,1.402,0.701,-2.043
1744041767465,2025-04-07T19.02.47.465,6.177,1.098,0.396,-1.768
1744041767484,2025-04-07T19.02.47.484,6.196,2.317,0.091,-2.043
1744041767504,2025-04-07T19.02.47.504,6.216,1.890,-0.579,-1.829
1744041767525,2025-04-07T19.02.47.525,6.237,1.738,-1.372,-1.341
1744041767545,2025-04-07T19.02.47.545,6.257,0.732,-1.250,-0.976
1744041767566,2025-04-07T19.02.47.566,6.278,0.457,-0.945,-0.640
1744041767586,2025-04-07T19.02.47.586,6.298,0.152,-0.274,0.061
1744041767606,2025-04-07T19.02.47.606,6.318,-1.128,0.000,0.549
1744041767626,2025-04-07T19.02.47.626,6.338,-0.884,0.732,0.396
1744041767647,2025-04-07T19.02.47.647,6.359,-1.433,1.372,0.305
1744041767667,2025-04-07T19.02.47.667,6.379,-0.335,1.585,-0.213
1744041767688,2025-04-07T19.02.47.688,6.400,0.000,1.433,-0.183
1744041767708,2025-04-07T19.02.47.708,6.420,-1.616,0.884,0.030
1744041767727,2025-04-07T19.02.47.727,6.439,0.183,0.244,-0.091
1744041767748,2025-04-07T19.02.47.748,6.460,-0.366,0.610,0.091
1744041767768,2025-04-07T19.02.47.768,6.480,-0.427,0.976,0.091
1744041767789,2025-04-07T19.02.47.789,6.501,0.122,0.518,-0.366
1744041767809,2025-04-07T19.02.47.809,6.521,-0.061,0.610,-0.335
1744041767830,2025-04-07T19.02.47.830,6.542,0.945,0.091,-0.488
1744041767849,2025-04-07T19.02.47.849,6.561,1.890,-0.579,-0.244
1744041767869,2025-04-07T19.02.47.869,6.581,0.457,-0.945,0.030
1744041767890,2025-04-07T19.02.47.890,6.602,-0.152,-0.366,-0.122
1744041767910,2025-04-07T19.02.47.910,6.622,-0.152,0.762,0.000
1744041767931,2025-04-07T19.02.47.931,6.643,0.335,1.220,-0.030
1744041767950,2025-04-07T19.02.47.950,6.662,1.250,0.610,-0.610
1744041767970,2025-04-07T19.02.47.970,6.682,0.518,-0.152,-0.701
1744041767991,2025-04-07T19.02.47.991,6.703,0.488,-0.732,-0.701
1744041768011,2025-04-07T19.02.48.011,6.723,1.220,-0.274,-0.579
1744041768032,2025-04-07T19.02.48.032,6.744,1.250,0.793,-0.335
1744041768052,2025-04-07T19.02.48.052,6.764,1.159,1.067,-0.610
1744041768071,2025-04-07T19.02.48.071,6.783,2.256,0.000,-1.494
1744041768092,2025-04-07T19.02.48.092,6.804,2.805,0.091,-1.311
1744041768112,2025-04-07T19.02.48.112,6.824,1.372,-0.366,-0.701
1744041768133,2025-04-07T19.02.48.133,6.845,1.738,-0.610,-0.640
1744041768153,2025-04-07T19.02.48.153,6.865,1.311,-1.220,-0.671
1744041768174,2025-04-07T19.02.48.174,6.886,0.823,-0.610,-0.152
1744041768193,2025-04-07T19.02.48.193,6.905,0.457,-0.152,0.091
1744041768213,2025-04-07T19.02.48.213,6.925,1.006,0.274,0.213
1744041768234,2025-04-07T19.02.48.234,6.946,1.951,-0.579,-0.457
1744041768254,2025-04-07T19.02.48.254,6.966,2.012,-1.250,-1.006
1744041768275,2025-04-07T19.02.48.275,6.987,1.768,-0.976,-0.671
1744041768294,2025-04-07T19.02.48.294,7.006,-0.457,-0.030,0.396
1744041768315,2025-04-07T19.02.48.315,7.027,-1.250,0.793,0.579
1744041768335,2025-04-07T19.02.48.335,7.047,0.884,0.671,-0.244
1744041768356,2025-04-07T19.02.48.356,7.068,1.951,-0.244,-0.793
1744041768376,2025-04-07T19.02.48.376,7.088,0.671,-0.976,-0.610
1744041768397,2025-04-07T19.02.48.397,7.109,-0.427,-1.280,-0.244
1744041768416,2025-04-07T19.02.48.416,7.128,-0.457,-0.518,0.152
1744041768436,2025-04-07T19.02.48.436,7.148,0.366,0.183,0.549
1744041768457,2025-04-07T19.02.48.457,7.169,0.366,0.061,0.823
1744041768477,2025-04-07T19.02.48.477,7.189,-0.793,-0.457,0.610
1744041768498,2025-04-07T19.02.48.498,7.210,-0.213,-1.098,-0.183
1744041768518,2025-04-07T19.02.48.518,7.230,0.549,-0.457,-0.427
1744041768537,2025-04-07T19.02.48.537,7.249,0.610,-0.366,-0.122
