epoc (ms),timestamp (+0300),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1744041146569,2025-04-07T18.52.26.569,25.110,-0.000367625,0.000075187,-0.000252375
1744041146609,2025-04-07T18.52.26.609,25.150,-0.000369813,0.000075875,-0.000253125
1744041146648,2025-04-07T18.52.26.648,25.189,-0.000367937,0.000075500,-0.000251875
1744041146689,2025-04-07T18.52.26.689,25.230,-0.000361688,0.000072562,-0.000253562
1744041146729,2025-04-07T18.52.26.729,25.270,-0.000352500,0.000071500,-0.000249250
1744041146769,2025-04-07T18.52.26.769,25.310,-0.000343688,0.000070750,-0.000242437
1744041146808,2025-04-07T18.52.26.808,25.349,-0.000342563,0.000069250,-0.000240062
1744041146848,2025-04-07T18.52.26.848,25.389,-0.000342563,0.000069250,-0.000241625
1744041146887,2025-04-07T18.52.26.887,25.428,-0.000346250,0.000069625,-0.000248375
1744041146928,2025-04-07T18.52.26.928,25.469,-0.000349187,0.000071500,-0.000251563
1744041146968,2025-04-07T18.52.26.968,25.509,-0.000358750,0.000072562,-0.000251563
1744041147007,2025-04-07T18.52.27.007,25.548,-0.000365375,0.000074437,-0.000252812
1744041147047,2025-04-07T18.52.27.047,25.588,-0.000366125,0.000074437,-0.000252375
1744041147086,2025-04-07T18.52.27.086,25.627,-0.000357250,0.000072562,-0.000254750
1744041147126,2025-04-07T18.52.27.126,25.667,-0.000351375,0.000069625,-0.000250375
1744041147167,2025-04-07T18.52.27.167,25.708,-0.000340687,0.000067437,-0.000243250
1744041147207,2025-04-07T18.52.27.207,25.748,-0.000334437,0.000065938,-0.000240437
1744041147246,2025-04-07T18.52.27.246,25.787,-0.000336313,0.000065938,-0.000240125
1744041147286,2025-04-07T18.52.27.286,25.827,-0.000339250,0.000067063,-0.000245625
1744041147325,2025-04-07T18.52.27.325,25.866,-0.000345875,0.000069250,-0.000249562
1744041147365,2025-04-07T18.52.27.365,25.906,-0.000355812,0.000071875,-0.000253937
1744041147406,2025-04-07T18.52.27.406,25.947,-0.000366875,0.000074813,-0.000253125
1744041147445,2025-04-07T18.52.27.445,25.986,-0.000370188,0.000075187,-0.000251563
1744041147485,2025-04-07T18.52.27.485,26.026,-0.000365750,0.000075187,-0.000251563
1744041147524,2025-04-07T18.52.27.524,26.065,-0.000354688,0.000072562,-0.000250000
1744041147564,2025-04-07T18.52.27.564,26.105,-0.000337000,0.000068188,-0.000241250
1744041147604,2025-04-07T18.52.27.604,26.145,-0.000329250,0.000066687,-0.000239563
1744041147643,2025-04-07T18.52.27.643,26.184,-0.000328188,0.000064875,-0.000244375
1744041147684,2025-04-07T18.52.27.684,26.225,-0.000331500,0.000065562,-0.000245500
1744041147724,2025-04-07T18.52.27.724,26.265,-0.000335563,0.000067063,-0.000248000
1744041147763,2025-04-07T18.52.27.763,26.304,-0.000340687,0.000069625,-0.000250312
1744041147803,2025-04-07T18.52.27.803,26.344,-0.000352125,0.000072562,-0.000253562
1744041147842,2025-04-07T18.52.27.842,26.383,-0.000364312,0.000074062,-0.000254375
1744041147882,2025-04-07T18.52.27.882,26.423,-0.000366875,0.000074437,-0.000252375
1744041147923,2025-04-07T18.52.27.923,26.464,-0.000360937,0.000072938,-0.000249562
1744041147962,2025-04-07T18.52.27.962,26.503,-0.000349187,0.000072187,-0.000249562
1744041148002,2025-04-07T18.52.28.002,26.543,-0.000344750,0.000069250,-0.000246000
1744041148042,2025-04-07T18.52.28.042,26.583,-0.000343313,0.000067812,-0.000244062
1744041148081,2025-04-07T18.52.28.081,26.622,-0.000345875,0.000068562,-0.000243625
1744041148121,2025-04-07T18.52.28.121,26.662,-0.000346938,0.000069250,-0.000247125
1744041148162,2025-04-07T18.52.28.162,26.703,-0.000351375,0.000070750,-0.000250375
1744041148201,2025-04-07T18.52.28.201,26.742,-0.000358375,0.000073312,-0.000252312
1744041148241,2025-04-07T18.52.28.241,26.782,-0.000366063,0.000075500,-0.000253812
1744041148280,2025-04-07T18.52.28.280,26.821,-0.000370188,0.000075187,-0.000254688
1744041148320,2025-04-07T18.52.28.320,26.861,-0.000370937,0.000075563,-0.000256312
1744041148359,2025-04-07T18.52.28.359,26.900,-0.000367562,0.000074813,-0.000253562
1744041148400,2025-04-07T18.52.28.400,26.941,-0.000359875,0.000072562,-0.000250750
1744041148440,2025-04-07T18.52.28.440,26.981,-0.000352875,0.000070375,-0.000246813
1744041148480,2025-04-07T18.52.28.480,27.021,-0.000349938,0.000069625,-0.000243625
1744041148519,2025-04-07T18.52.28.519,27.060,-0.000349187,0.000070000,-0.000244812
1744041148559,2025-04-07T18.52.28.559,27.100,-0.000352500,0.000069625,-0.000246312
1744041148598,2025-04-07T18.52.28.598,27.139,-0.000355812,0.000071125,-0.000250312
1744041148639,2025-04-07T18.52.28.639,27.180,-0.000359500,0.000072562,-0.000252000
1744041148679,2025-04-07T18.52.28.679,27.220,-0.000366125,0.000074437,-0.000251438
1744041148718,2025-04-07T18.52.28.718,27.259,-0.000368312,0.000075875,-0.000252375
1744041148758,2025-04-07T18.52.28.758,27.299,-0.000367937,0.000074813,-0.000253937
1744041148797,2025-04-07T18.52.28.797,27.338,-0.000360562,0.000072187,-0.000251188
1744041148837,2025-04-07T18.52.28.837,27.378,-0.000353187,0.000071875,-0.000247563
1744041148878,2025-04-07T18.52.28.878,27.419,-0.000344375,0.000070750,-0.000242875
1744041148918,2025-04-07T18.52.28.918,27.459,-0.000342188,0.000068562,-0.000244062
1744041148957,2025-04-07T18.52.28.957,27.498,-0.000344750,0.000068875,-0.000246500
1744041148997,2025-04-07T18.52.28.997,27.538,-0.000348062,0.000068875,-0.000248375
1744041149036,2025-04-07T18.52.29.036,27.577,-0.000351750,0.000070375,-0.000249562
1744041149076,2025-04-07T18.52.29.076,27.617,-0.000359875,0.000072562,-0.000249562
1744041149117,2025-04-07T18.52.29.117,27.658,-0.000363875,0.000074437,-0.000251563
1744041149156,2025-04-07T18.52.29.156,27.697,-0.000369438,0.000074062,-0.000251938
1744041149196,2025-04-07T18.52.29.196,27.737,-0.000368687,0.000075563,-0.000250750
1744041149235,2025-04-07T18.52.29.235,27.776,-0.000358750,0.000072562,-0.000250438
1744041149275,2025-04-07T18.52.29.275,27.816,-0.000352125,0.000071875,-0.000249187
1744041149314,2025-04-07T18.52.29.314,27.855,-0.000346250,0.000070000,-0.000244875
1744041149355,2025-04-07T18.52.29.355,27.896,-0.000349938,0.000070375,-0.000246813
1744041149395,2025-04-07T18.52.29.395,27.936,-0.000352125,0.000071125,-0.000248375
1744041149435,2025-04-07T18.52.29.435,27.976,-0.000354688,0.000071875,-0.000249937
1744041149474,2025-04-07T18.52.29.474,28.015,-0.000359500,0.000072938,-0.000250375
1744041149514,2025-04-07T18.52.29.514,28.055,-0.000364625,0.000074437,-0.000253125
1744041149553,2025-04-07T18.52.29.553,28.094,-0.000369813,0.000073688,-0.000251625
1744041149594,2025-04-07T18.52.29.594,28.135,-0.000367187,0.000074062,-0.000252625
1744041149634,2025-04-07T18.52.29.634,28.175,-0.000359875,0.000072187,-0.000249562
1744041149673,2025-04-07T18.52.29.673,28.214,-0.000348062,0.000069625,-0.000247563
1744041149713,2025-04-07T18.52.29.713,28.254,-0.000340687,0.000068188,-0.000243250
1744041149752,2025-04-07T18.52.29.752,28.293,-0.000344375,0.000069625,-0.000244750
1744041149792,2025-04-07T18.52.29.792,28.333,-0.000347313,0.000068188,-0.000246000
1744041149832,2025-04-07T18.52.29.832,28.373,-0.000349938,0.000070000,-0.000247625
1744041149873,2025-04-07T18.52.29.873,28.414,-0.000356187,0.000071875,-0.000247625
1744041149912,2025-04-07T18.52.29.912,28.453,-0.000365750,0.000074813,-0.000247563
1744041149952,2025-04-07T18.52.29.952,28.493,-0.000368687,0.000075875,-0.000250750
1744041149991,2025-04-07T18.52.29.991,28.532,-0.000369438,0.000075187,-0.000251438
1744041150031,2025-04-07T18.52.30.031,28.572,-0.000366500,0.000074813,-0.000252312
1744041150070,2025-04-07T18.52.30.070,28.611,-0.000357625,0.000072187,-0.000251500
1744041150111,2025-04-07T18.52.30.111,28.652,-0.000345500,0.000070375,-0.000249937
1744041150151,2025-04-07T18.52.30.151,28.692,-0.000343250,0.000069625,-0.000245937
1744041150190,2025-04-07T18.52.30.190,28.731,-0.000342938,0.000069625,-0.000246437
1744041150230,2025-04-07T18.52.30.230,28.771,-0.000346625,0.000069625,-0.000249625
1744041150270,2025-04-07T18.52.30.270,28.811,-0.000349562,0.000070750,-0.000250438
1744041150309,2025-04-07T18.52.30.309,28.850,-0.000357250,0.000072938,-0.000251500
1744041150349,2025-04-07T18.52.30.349,28.890,-0.000367250,0.000075875,-0.000250375
1744041150390,2025-04-07T18.52.30.390,28.931,-0.000370188,0.000076250,-0.000251563
1744041150429,2025-04-07T18.52.30.429,28.970,-0.000367562,0.000075875,-0.000250750
1744041150469,2025-04-07T18.52.30.469,29.010,-0.000359812,0.000073688,-0.000248687
1744041150508,2025-04-07T18.52.30.508,29.049,-0.000346938,0.000071500,-0.000249062
1744041150548,2025-04-07T18.52.30.548,29.089,-0.000338875,0.000068188,-0.000246813
1744041150587,2025-04-07T18.52.30.587,29.128,-0.000337750,0.000068562,-0.000244375
1744041150628,2025-04-07T18.52.30.628,29.169,-0.000341812,0.000068875,-0.000247313
1744041150668,2025-04-07T18.52.30.668,29.209,-0.000346625,0.000069625,-0.000250375
1744041150708,2025-04-07T18.52.30.708,29.249,-0.000355063,0.000072187,-0.000250750
1744041150747,2025-04-07T18.52.30.747,29.288,-0.000367625,0.000074813,-0.000248812
1744041150787,2025-04-07T18.52.30.787,29.328,-0.000371250,0.000076250,-0.000249250
1744041150826,2025-04-07T18.52.30.826,29.367,-0.000371625,0.000077000,-0.000251563
1744041150866,2025-04-07T18.52.30.866,29.407,-0.000364625,0.000074437,-0.000253937
1744041150907,2025-04-07T18.52.30.907,29.448,-0.000359875,0.000072938,-0.000251938
1744041150946,2025-04-07T18.52.30.946,29.487,-0.000348437,0.000070750,-0.000250688
1744041150986,2025-04-07T18.52.30.986,29.527,-0.000342188,0.000069250,-0.000246437
1744041151025,2025-04-07T18.52.31.025,29.566,-0.000341437,0.000069250,-0.000245187
1744041151065,2025-04-07T18.52.31.065,29.606,-0.000343625,0.000068875,-0.000246000
1744041151105,2025-04-07T18.52.31.105,29.646,-0.000345500,0.000070375,-0.000247125
1744041151146,2025-04-07T18.52.31.146,29.687,-0.000353187,0.000071875,-0.000247563
1744041151185,2025-04-07T18.52.31.185,29.726,-0.000360250,0.000072938,-0.000247625
1744041151225,2025-04-07T18.52.31.225,29.766,-0.000363562,0.000072938,-0.000248375
1744041151264,2025-04-07T18.52.31.264,29.805,-0.000364312,0.000072938,-0.000247188
1744041151304,2025-04-07T18.52.31.304,29.845,-0.000361688,0.000071875,-0.000246813
1744041151343,2025-04-07T18.52.31.343,29.884,-0.000351000,0.000070000,-0.000245687
1744041151383,2025-04-07T18.52.31.383,29.924,-0.000343688,0.000067437,-0.000242875
1744041151424,2025-04-07T18.52.31.424,29.965,-0.000343688,0.000065938,-0.000242875
1744041151463,2025-04-07T18.52.31.463,30.004,-0.000343625,0.000066687,-0.000243625
1744041151503,2025-04-07T18.52.31.503,30.044,-0.000344750,0.000067437,-0.000248313
1744041151543,2025-04-07T18.52.31.543,30.084,-0.000349875,0.000070375,-0.000249125
1744041151582,2025-04-07T18.52.31.582,30.123,-0.000359125,0.000073312,-0.000249937
1744041151622,2025-04-07T18.52.31.622,30.163,-0.000365750,0.000074437,-0.000249875
1744041151663,2025-04-07T18.52.31.663,30.204,-0.000371250,0.000074062,-0.000250000
1744041151702,2025-04-07T18.52.31.702,30.243,-0.000368312,0.000075187,-0.000249562
1744041151742,2025-04-07T18.52.31.742,30.283,-0.000362063,0.000072187,-0.000248000
1744041151781,2025-04-07T18.52.31.781,30.322,-0.000351375,0.000069625,-0.000247313
1744041151821,2025-04-07T18.52.31.821,30.362,-0.000346250,0.000068188,-0.000243250
1744041151860,2025-04-07T18.52.31.860,30.401,-0.000344750,0.000066313,-0.000244812
1744041151901,2025-04-07T18.52.31.901,30.442,-0.000345500,0.000067812,-0.000244812
1744041151941,2025-04-07T18.52.31.941,30.482,-0.000347688,0.000068188,-0.000246375
1744041151980,2025-04-07T18.52.31.980,30.521,-0.000351375,0.000071125,-0.000248812
1744041152020,2025-04-07T18.52.32.020,30.561,-0.000360562,0.000071875,-0.000250688
1744041152060,2025-04-07T18.52.32.060,30.601,-0.000368687,0.000074437,-0.000250750
1744041152099,2025-04-07T18.52.32.099,30.640,-0.000370875,0.000075875,-0.000249125
1744041152139,2025-04-07T18.52.32.139,30.680,-0.000365375,0.000074062,-0.000250750
1744041152180,2025-04-07T18.52.32.180,30.721,-0.000353563,0.000071500,-0.000249125
1744041152219,2025-04-07T18.52.32.219,30.760,-0.000345875,0.000069625,-0.000245125
1744041152259,2025-04-07T18.52.32.259,30.800,-0.000337750,0.000067063,-0.000244375
1744041152298,2025-04-07T18.52.32.298,30.839,-0.000337750,0.000066313,-0.000242813
1744041152338,2025-04-07T18.52.32.338,30.879,-0.000339938,0.000066313,-0.000245625
1744041152377,2025-04-07T18.52.32.377,30.918,-0.000343250,0.000068562,-0.000246813
1744041152418,2025-04-07T18.52.32.418,30.959,-0.000349562,0.000070750,-0.000250375
1744041152458,2025-04-07T18.52.32.458,30.999,-0.000358375,0.000072187,-0.000253062
1744041152498,2025-04-07T18.52.32.498,31.039,-0.000367250,0.000074813,-0.000252437
1744041152537,2025-04-07T18.52.32.537,31.078,-0.000372000,0.000074813,-0.000250688
1744041152577,2025-04-07T18.52.32.577,31.118,-0.000372375,0.000075187,-0.000247938
1744041152616,2025-04-07T18.52.32.616,31.157,-0.000363187,0.000072187,-0.000248063
1744041152656,2025-04-07T18.52.32.656,31.197,-0.000355438,0.000070375,-0.000247188
1744041152697,2025-04-07T18.52.32.697,31.238,-0.000349562,0.000068562,-0.000248375
1744041152736,2025-04-07T18.52.32.736,31.277,-0.000346938,0.000068562,-0.000246000
1744041152776,2025-04-07T18.52.32.776,31.317,-0.000346938,0.000068875,-0.000246688
1744041152815,2025-04-07T18.52.32.815,31.356,-0.000351750,0.000071500,-0.000249937
1744041152855,2025-04-07T18.52.32.855,31.396,-0.000357625,0.000073312,-0.000252375
1744041152895,2025-04-07T18.52.32.895,31.436,-0.000366500,0.000074437,-0.000250750
1744041152936,2025-04-07T18.52.32.936,31.477,-0.000373125,0.000075875,-0.000251438
1744041152975,2025-04-07T18.52.32.975,31.516,-0.000372000,0.000075187,-0.000251938
1744041153015,2025-04-07T18.52.33.015,31.556,-0.000364312,0.000074813,-0.000251188
1744041153054,2025-04-07T18.52.33.054,31.595,-0.000349187,0.000070375,-0.000250000
1744041153094,2025-04-07T18.52.33.094,31.635,-0.000344000,0.000069250,-0.000245500
1744041153133,2025-04-07T18.52.33.133,31.674,-0.000341437,0.000067437,-0.000245625
1744041153174,2025-04-07T18.52.33.174,31.715,-0.000341062,0.000067437,-0.000246375
1744041153214,2025-04-07T18.52.33.214,31.755,-0.000343688,0.000068562,-0.000246813
1744041153253,2025-04-07T18.52.33.253,31.794,-0.000347688,0.000070750,-0.000249187
1744041153293,2025-04-07T18.52.33.293,31.834,-0.000358750,0.000072938,-0.000251188
1744041153333,2025-04-07T18.52.33.333,31.874,-0.000365375,0.000073312,-0.000253187
1744041153372,2025-04-07T18.52.33.372,31.913,-0.000371250,0.000075187,-0.000253125
1744041153412,2025-04-07T18.52.33.412,31.953,-0.000369063,0.000074062,-0.000251188
1744041153453,2025-04-07T18.52.33.453,31.994,-0.000356562,0.000072562,-0.000250750
1744041153492,2025-04-07T18.52.33.492,32.033,-0.000346938,0.000069625,-0.000246375
1744041153532,2025-04-07T18.52.33.532,32.073,-0.000342563,0.000068188,-0.000245937
1744041153571,2025-04-07T18.52.33.571,32.112,-0.000343250,0.000067437,-0.000247125
1744041153611,2025-04-07T18.52.33.611,32.152,-0.000345500,0.000068875,-0.000249187
1744041153650,2025-04-07T18.52.33.650,32.191,-0.000348812,0.000070750,-0.000250250
1744041153691,2025-04-07T18.52.33.691,32.232,-0.000358000,0.000073688,-0.000250813
1744041153731,2025-04-07T18.52.33.731,32.272,-0.000366500,0.000075500,-0.000251500
1744041153771,2025-04-07T18.52.33.771,32.312,-0.000373875,0.000076625,-0.000254000
1744041153810,2025-04-07T18.52.33.810,32.351,-0.000373500,0.000076250,-0.000255125
1744041153850,2025-04-07T18.52.33.850,32.391,-0.000373875,0.000076625,-0.000255938
1744041153889,2025-04-07T18.52.33.889,32.430,-0.000363562,0.000074813,-0.000254313
1744041153930,2025-04-07T18.52.33.930,32.471,-0.000352500,0.000072562,-0.000250375
1744041153970,2025-04-07T18.52.33.970,32.511,-0.000349875,0.000072938,-0.000247938
1744041154009,2025-04-07T18.52.34.009,32.550,-0.000349562,0.000071125,-0.000248750
1744041154049,2025-04-07T18.52.34.049,32.590,-0.000352125,0.000071875,-0.000250000
1744041154088,2025-04-07T18.52.34.088,32.629,-0.000355063,0.000072562,-0.000251125
1744041154128,2025-04-07T18.52.34.128,32.669,-0.000361688,0.000074062,-0.000253500
1744041154169,2025-04-07T18.52.34.169,32.710,-0.000366875,0.000075187,-0.000254750
1744041154209,2025-04-07T18.52.34.209,32.750,-0.000373500,0.000076625,-0.000254750
1744041154248,2025-04-07T18.52.34.248,32.789,-0.000370875,0.000076250,-0.000255000
1744041154288,2025-04-07T18.52.34.288,32.829,-0.000362813,0.000074813,-0.000253062
1744041154327,2025-04-07T18.52.34.327,32.868,-0.000350625,0.000071875,-0.000249125
1744041154367,2025-04-07T18.52.34.367,32.908,-0.000345125,0.000071125,-0.000245125
1744041154406,2025-04-07T18.52.34.406,32.947,-0.000345500,0.000070000,-0.000245125
1744041154447,2025-04-07T18.52.34.447,32.988,-0.000347000,0.000070750,-0.000247188
1744041154487,2025-04-07T18.52.34.487,33.028,-0.000350625,0.000071125,-0.000249187
1744041154526,2025-04-07T18.52.34.526,33.067,-0.000359500,0.000073312,-0.000250438
1744041154566,2025-04-07T18.52.34.566,33.107,-0.000366500,0.000074813,-0.000253937
1744041154605,2025-04-07T18.52.34.605,33.146,-0.000370937,0.000076250,-0.000255500
1744041154645,2025-04-07T18.52.34.645,33.186,-0.000372750,0.000076250,-0.000255500
1744041154686,2025-04-07T18.52.34.686,33.227,-0.000363187,0.000074437,-0.000253937
1744041154726,2025-04-07T18.52.34.726,33.267,-0.000344750,0.000070375,-0.000248812
1744041154765,2025-04-07T18.52.34.765,33.306,-0.000337375,0.000068875,-0.000246000
1744041154805,2025-04-07T18.52.34.805,33.346,-0.000337000,0.000069250,-0.000247125
1744041154844,2025-04-07T18.52.34.844,33.385,-0.000340687,0.000069625,-0.000248375
1744041154884,2025-04-07T18.52.34.884,33.425,-0.000344375,0.000070000,-0.000249562
1744041154925,2025-04-07T18.52.34.925,33.466,-0.000350625,0.000072187,-0.000250750
1744041154964,2025-04-07T18.52.34.964,33.505,-0.000360937,0.000074437,-0.000251938
1744041155004,2025-04-07T18.52.35.004,33.545,-0.000366875,0.000075875,-0.000253250
1744041155043,2025-04-07T18.52.35.043,33.584,-0.000366875,0.000075187,-0.000253125
1744041155083,2025-04-07T18.52.35.083,33.624,-0.000366875,0.000075875,-0.000250875
1744041155123,2025-04-07T18.52.35.123,33.664,-0.000352875,0.000070375,-0.000247625
1744041155162,2025-04-07T18.52.35.162,33.703,-0.000340687,0.000068188,-0.000243250
1744041155203,2025-04-07T18.52.35.203,33.744,-0.000334813,0.000066313,-0.000242375
1744041155243,2025-04-07T18.52.35.243,33.784,-0.000334813,0.000064875,-0.000245250
1744041155282,2025-04-07T18.52.35.282,33.823,-0.000335938,0.000065250,-0.000245625
1744041155322,2025-04-07T18.52.35.322,33.863,-0.000339938,0.000068188,-0.000246312
1744041155361,2025-04-07T18.52.35.361,33.902,-0.000348812,0.000070750,-0.000248687
1744041155401,2025-04-07T18.52.35.401,33.942,-0.000360250,0.000073688,-0.000248000
1744041155442,2025-04-07T18.52.35.442,33.983,-0.000366125,0.000074062,-0.000250375
1744041155481,2025-04-07T18.52.35.481,34.022,-0.000367187,0.000074437,-0.000249125
1744041155521,2025-04-07T18.52.35.521,34.062,-0.000365375,0.000074062,-0.000249562
1744041155561,2025-04-07T18.52.35.561,34.102,-0.000355063,0.000071500,-0.000248375
1744041155600,2025-04-07T18.52.35.600,34.141,-0.000346250,0.000070000,-0.000244812
1744041155640,2025-04-07T18.52.35.640,34.181,-0.000343313,0.000067063,-0.000244438
1744041155679,2025-04-07T18.52.35.679,34.220,-0.000343313,0.000067437,-0.000244062
1744041155720,2025-04-07T18.52.35.720,34.261,-0.000343250,0.000068188,-0.000244750
1744041155760,2025-04-07T18.52.35.760,34.301,-0.000347313,0.000069250,-0.000247625
1744041155799,2025-04-07T18.52.35.799,34.340,-0.000352500,0.000070750,-0.000250000
1744041155839,2025-04-07T18.52.35.839,34.380,-0.000362063,0.000074062,-0.000250750
1744041155878,2025-04-07T18.52.35.878,34.419,-0.000365750,0.000075187,-0.000253562
1744041155918,2025-04-07T18.52.35.918,34.459,-0.000369438,0.000075187,-0.000253562
1744041155959,2025-04-07T18.52.35.959,34.500,-0.000370188,0.000074813,-0.000253125
1744041155999,2025-04-07T18.52.35.999,34.540,-0.000362813,0.000074437,-0.000251188
1744041156038,2025-04-07T18.52.36.038,34.579,-0.000352125,0.000070750,-0.000248000
1744041156078,2025-04-07T18.52.36.078,34.619,-0.000347688,0.000070000,-0.000245187
1744041156117,2025-04-07T18.52.36.117,34.658,-0.000348062,0.000070375,-0.000245625
1744041156157,2025-04-07T18.52.36.157,34.698,-0.000349938,0.000069625,-0.000249187
1744041156198,2025-04-07T18.52.36.198,34.739,-0.000354313,0.000071125,-0.000251188
1744041156237,2025-04-07T18.52.36.237,34.778,-0.000360937,0.000073312,-0.000253062
1744041156277,2025-04-07T18.52.36.277,34.818,-0.000367937,0.000074813,-0.000254688
1744041156316,2025-04-07T18.52.36.316,34.857,-0.000372750,0.000075500,-0.000254313
1744041156356,2025-04-07T18.52.36.356,34.897,-0.000372750,0.000075875,-0.000254313
1744041156396,2025-04-07T18.52.36.396,34.937,-0.000360562,0.000073312,-0.000252375
1744041156437,2025-04-07T18.52.36.437,34.978,-0.000354313,0.000071875,-0.000248812
1744041156476,2025-04-07T18.52.36.476,35.017,-0.000349875,0.000070750,-0.000245562
1744041156516,2025-04-07T18.52.36.516,35.057,-0.000347313,0.000070375,-0.000245562
1744041156555,2025-04-07T18.52.36.555,35.096,-0.000349187,0.000070375,-0.000247125
1744041156595,2025-04-07T18.52.36.595,35.136,-0.000352125,0.000071125,-0.000248812
1744041156634,2025-04-07T18.52.36.634,35.175,-0.000356937,0.000072562,-0.000253125
1744041156675,2025-04-07T18.52.36.675,35.216,-0.000366125,0.000074813,-0.000255938
1744041156715,2025-04-07T18.52.36.715,35.256,-0.000371625,0.000076250,-0.000255813
1744041156754,2025-04-07T18.52.36.754,35.295,-0.000370875,0.000075563,-0.000255938
1744041156794,2025-04-07T18.52.36.794,35.335,-0.000366500,0.000073688,-0.000254313
1744041156834,2025-04-07T18.52.36.834,35.375,-0.000357250,0.000073688,-0.000251563
1744041156873,2025-04-07T18.52.36.873,35.414,-0.000351375,0.000070750,-0.000246750
1744041156914,2025-04-07T18.52.36.914,35.455,-0.000348812,0.000070375,-0.000245562
1744041156954,2025-04-07T18.52.36.954,35.495,-0.000350313,0.000070750,-0.000247313
1744041156993,2025-04-07T18.52.36.993,35.534,-0.000353938,0.000072562,-0.000250750
1744041157033,2025-04-07T18.52.37.033,35.574,-0.000355750,0.000072562,-0.000251875
1744041157072,2025-04-07T18.52.37.072,35.613,-0.000363875,0.000074813,-0.000252750
1744041157112,2025-04-07T18.52.37.112,35.653,-0.000370188,0.000075563,-0.000253562
1744041157151,2025-04-07T18.52.37.151,35.692,-0.000373125,0.000076250,-0.000252625
1744041157192,2025-04-07T18.52.37.192,35.733,-0.000370875,0.000076250,-0.000253812
1744041157232,2025-04-07T18.52.37.232,35.773,-0.000362750,0.000074062,-0.000251438
1744041157272,2025-04-07T18.52.37.272,35.813,-0.000352125,0.000071125,-0.000249562
1744041157311,2025-04-07T18.52.37.311,35.852,-0.000346188,0.000069250,-0.000245500
1744041157351,2025-04-07T18.52.37.351,35.892,-0.000344750,0.000069250,-0.000244375
1744041157390,2025-04-07T18.52.37.390,35.931,-0.000349187,0.000070000,-0.000247625
1744041157431,2025-04-07T18.52.37.431,35.972,-0.000351000,0.000071500,-0.000251500
1744041157471,2025-04-07T18.52.37.471,36.012,-0.000358375,0.000073312,-0.000252375
1744041157510,2025-04-07T18.52.37.510,36.051,-0.000366500,0.000075875,-0.000255938
1744041157550,2025-04-07T18.52.37.550,36.091,-0.000369813,0.000075187,-0.000256312
1744041157589,2025-04-07T18.52.37.589,36.130,-0.000371625,0.000077375,-0.000254750
1744041157629,2025-04-07T18.52.37.629,36.170,-0.000369438,0.000075187,-0.000253125
1744041157668,2025-04-07T18.52.37.668,36.209,-0.000357625,0.000072562,-0.000251125
1744041157709,2025-04-07T18.52.37.709,36.250,-0.000352125,0.000071125,-0.000248000
1744041157749,2025-04-07T18.52.37.749,36.290,-0.000347313,0.000070375,-0.000245500
1744041157789,2025-04-07T18.52.37.789,36.330,-0.000348437,0.000070750,-0.000245625
1744041157828,2025-04-07T18.52.37.828,36.369,-0.000350625,0.000071125,-0.000248750
1744041157868,2025-04-07T18.52.37.868,36.409,-0.000355438,0.000071875,-0.000250375
1744041157907,2025-04-07T18.52.37.907,36.448,-0.000364250,0.000074437,-0.000253062
1744041157948,2025-04-07T18.52.37.948,36.489,-0.000370563,0.000075875,-0.000255500
1744041157988,2025-04-07T18.52.37.988,36.529,-0.000373125,0.000076625,-0.000256250
1744041158027,2025-04-07T18.52.38.027,36.568,-0.000370563,0.000075875,-0.000254750
1744041158067,2025-04-07T18.52.38.067,36.608,-0.000359875,0.000073688,-0.000252375
1744041158106,2025-04-07T18.52.38.106,36.647,-0.000349562,0.000071875,-0.000248812
1744041158146,2025-04-07T18.52.38.146,36.687,-0.000346563,0.000069625,-0.000245500
1744041158187,2025-04-07T18.52.38.187,36.728,-0.000346625,0.000070000,-0.000245625
1744041158227,2025-04-07T18.52.38.227,36.768,-0.000348062,0.000070375,-0.000247500
1744041158266,2025-04-07T18.52.38.266,36.807,-0.000351000,0.000071500,-0.000250750
1744041158306,2025-04-07T18.52.38.306,36.847,-0.000358000,0.000073688,-0.000252625
1744041158345,2025-04-07T18.52.38.345,36.886,-0.000365375,0.000074813,-0.000254000
1744041158385,2025-04-07T18.52.38.385,36.926,-0.000371625,0.000076625,-0.000255125
1744041158424,2025-04-07T18.52.38.424,36.965,-0.000369813,0.000075875,-0.000253125
1744041158465,2025-04-07T18.52.38.465,37.006,-0.000359437,0.000074813,-0.000251875
1744041158505,2025-04-07T18.52.38.505,37.046,-0.000350313,0.000071500,-0.000248375
1744041158544,2025-04-07T18.52.38.544,37.085,-0.000341812,0.000068875,-0.000244375
1744041158584,2025-04-07T18.52.38.584,37.125,-0.000340312,0.000067812,-0.000245250
1744041158624,2025-04-07T18.52.38.624,37.165,-0.000342938,0.000068875,-0.000245250
1744041158663,2025-04-07T18.52.38.663,37.204,-0.000344750,0.000070375,-0.000248000
1744041158704,2025-04-07T18.52.38.704,37.245,-0.000350688,0.000071125,-0.000250125
1744041158744,2025-04-07T18.52.38.744,37.285,-0.000359125,0.000074062,-0.000250750
1744041158783,2025-04-07T18.52.38.783,37.324,-0.000365000,0.000075563,-0.000252750
1744041158823,2025-04-07T18.52.38.823,37.364,-0.000371250,0.000076625,-0.000254750
1744041158862,2025-04-07T18.52.38.862,37.403,-0.000371250,0.000076625,-0.000253812
