epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744040547565,2025-04-07T18.42.27.565,66.403,-2.470,-53.811,-6.098
1744040547585,2025-04-07T18.42.27.585,66.423,-2.226,-61.646,-5.579
1744040547606,2025-04-07T18.42.27.606,66.444,-3.201,-67.744,-7.378
1744040547626,2025-04-07T18.42.27.626,66.464,-3.110,-65.427,-7.439
1744040547647,2025-04-07T18.42.27.647,66.485,1.646,-61.098,-7.957
1744040547667,2025-04-07T18.42.27.667,66.505,3.750,-56.463,-7.378
1744040547686,2025-04-07T18.42.27.686,66.524,3.811,-50.915,-6.311
1744040547707,2025-04-07T18.42.27.707,66.545,6.067,-47.591,-8.720
1744040547727,2025-04-07T18.42.27.727,66.565,7.317,-41.433,-9.665
1744040547748,2025-04-07T18.42.27.748,66.586,7.134,-34.573,-7.378
1744040547768,2025-04-07T18.42.27.768,66.606,8.780,-24.939,-3.232
1744040547787,2025-04-07T18.42.27.787,66.625,12.500,-11.494,2.866
1744040547808,2025-04-07T18.42.27.808,66.646,15.549,0.732,7.043
1744040547828,2025-04-07T18.42.27.828,66.666,14.055,11.372,9.390
1744040547849,2025-04-07T18.42.27.849,66.687,9.573,22.348,11.799
1744040547869,2025-04-07T18.42.27.869,66.707,7.256,34.299,13.232
1744040547890,2025-04-07T18.42.27.890,66.728,7.652,47.043,15.579
1744040547909,2025-04-07T18.42.27.909,66.747,5.488,56.433,16.128
1744040547929,2025-04-07T18.42.27.929,66.767,4.512,59.695,11.616
1744040547950,2025-04-07T18.42.27.950,66.788,-5.305,61.585,8.293
1744040547970,2025-04-07T18.42.27.970,66.808,-21.128,65.091,6.463
1744040547991,2025-04-07T18.42.27.991,66.829,-11.890,61.707,-1.006
1744040548011,2025-04-07T18.42.28.011,66.849,-4.726,55.213,-9.024
1744040548030,2025-04-07T18.42.28.030,66.868,-21.037,51.829,-9.207
1744040548051,2025-04-07T18.42.28.051,66.889,-31.921,45.427,-9.451
1744040548071,2025-04-07T18.42.28.071,66.909,-14.909,37.043,-9.177
1744040548092,2025-04-07T18.42.28.092,66.930,-3.476,28.963,-6.829
1744040548112,2025-04-07T18.42.28.112,66.950,-7.500,19.909,-2.530
1744040548133,2025-04-07T18.42.28.133,66.971,-5.183,6.098,-1.829
1744040548152,2025-04-07T18.42.28.152,66.990,-5.213,-7.165,-2.561
1744040548172,2025-04-07T18.42.28.172,67.010,-4.695,-20.640,-5.274
1744040548193,2025-04-07T18.42.28.193,67.031,-4.085,-33.415,-8.293
1744040548213,2025-04-07T18.42.28.213,67.051,-1.494,-42.683,-10.183
1744040548234,2025-04-07T18.42.28.234,67.072,-0.640,-51.280,-11.067
1744040548253,2025-04-07T18.42.28.253,67.091,-4.482,-59.177,-13.262
1744040548274,2025-04-07T18.42.28.274,67.112,-1.585,-63.567,-15.366
1744040548294,2025-04-07T18.42.28.294,67.132,-0.457,-64.634,-17.012
1744040548315,2025-04-07T18.42.28.315,67.153,-1.311,-65.610,-18.140
1744040548335,2025-04-07T18.42.28.335,67.173,-3.659,-65.610,-17.713
1744040548356,2025-04-07T18.42.28.356,67.194,-4.787,-65.335,-16.982
1744040548375,2025-04-07T18.42.28.375,67.213,-3.780,-57.195,-14.177
1744040548395,2025-04-07T18.42.28.395,67.233,3.567,-42.104,-8.933
1744040548416,2025-04-07T18.42.28.416,67.254,5.701,-31.555,-3.171
1744040548436,2025-04-07T18.42.28.436,67.274,5.183,-22.530,-0.244
1744040548457,2025-04-07T18.42.28.457,67.295,9.512,-10.823,2.927
1744040548477,2025-04-07T18.42.28.477,67.315,11.372,3.110,7.652
1744040548496,2025-04-07T18.42.28.496,67.334,16.311,15.061,10.701
1744040548517,2025-04-07T18.42.28.517,67.355,16.128,22.439,11.128
1744040548537,2025-04-07T18.42.28.537,67.375,12.713,26.189,10.610
1744040548558,2025-04-07T18.42.28.558,67.396,8.140,32.317,10.183
1744040548578,2025-04-07T18.42.28.578,67.416,3.933,41.098,12.073
1744040548597,2025-04-07T18.42.28.597,67.435,5.823,51.402,15.762
1744040548618,2025-04-07T18.42.28.618,67.456,6.341,58.720,17.317
1744040548638,2025-04-07T18.42.28.638,67.476,2.622,54.604,14.421
1744040548659,2025-04-07T18.42.28.659,67.497,-8.110,49.238,10.579
1744040548679,2025-04-07T18.42.28.679,67.517,-18.323,56.585,9.848
1744040548700,2025-04-07T18.42.28.700,67.538,-18.506,66.738,11.311
1744040548719,2025-04-07T18.42.28.719,67.557,8.598,66.555,9.146
1744040548739,2025-04-07T18.42.28.739,67.577,18.902,59.604,7.927
1744040548760,2025-04-07T18.42.28.760,67.598,3.689,46.402,6.646
1744040548780,2025-04-07T18.42.28.780,67.618,-2.500,28.140,3.201
1744040548801,2025-04-07T18.42.28.801,67.639,-1.768,14.116,0.274
1744040548821,2025-04-07T18.42.28.821,67.659,0.244,2.012,1.280
1744040548840,2025-04-07T18.42.28.840,67.678,-1.860,-8.018,2.774
1744040548861,2025-04-07T18.42.28.861,67.699,-3.659,-19.543,1.098
1744040548881,2025-04-07T18.42.28.881,67.719,-3.323,-32.256,-2.591
1744040548902,2025-04-07T18.42.28.902,67.740,-4.634,-43.872,-5.945
1744040548922,2025-04-07T18.42.28.922,67.760,-3.933,-52.774,-8.720
1744040548941,2025-04-07T18.42.28.941,67.779,1.646,-60.976,-12.317
1744040548962,2025-04-07T18.42.28.962,67.800,0.244,-68.902,-15.274
1744040548983,2025-04-07T18.42.28.983,67.821,-1.311,-71.951,-14.878
1744040549003,2025-04-07T18.42.29.003,67.841,0.274,-69.482,-13.140
1744040549024,2025-04-07T18.42.29.024,67.862,2.683,-65.579,-11.494
1744040549044,2025-04-07T18.42.29.044,67.882,5.122,-66.646,-12.500
1744040549063,2025-04-07T18.42.29.063,67.901,1.585,-66.616,-12.043
1744040549084,2025-04-07T18.42.29.084,67.922,-0.091,-61.189,-9.726
1744040549104,2025-04-07T18.42.29.104,67.942,2.957,-52.317,-7.073
1744040549125,2025-04-07T18.42.29.125,67.963,5.335,-42.683,-3.171
1744040549145,2025-04-07T18.42.29.145,67.983,6.677,-33.994,0.640
1744040549166,2025-04-07T18.42.29.166,68.004,6.646,-22.409,5.213
1744040549185,2025-04-07T18.42.29.185,68.023,4.543,-8.049,9.756
1744040549205,2025-04-07T18.42.29.205,68.043,3.171,8.598,14.543
1744040549226,2025-04-07T18.42.29.226,68.064,3.445,26.829,19.756
1744040549246,2025-04-07T18.42.29.246,68.084,4.055,45.274,22.439
1744040549267,2025-04-07T18.42.29.267,68.105,5.549,60.457,22.256
1744040549287,2025-04-07T18.42.29.287,68.125,5.183,68.841,19.695
1744040549306,2025-04-07T18.42.29.306,68.144,0.884,72.104,16.768
1744040549327,2025-04-07T18.42.29.327,68.165,-0.762,76.524,14.604
1744040549347,2025-04-07T18.42.29.347,68.185,2.622,84.543,13.537
1744040549368,2025-04-07T18.42.29.368,68.206,7.835,93.354,16.067
1744040549388,2025-04-07T18.42.29.388,68.226,7.348,90.732,15.915
1744040549407,2025-04-07T18.42.29.407,68.245,0.396,68.537,2.896
1744040549428,2025-04-07T18.42.29.428,68.266,-2.317,52.043,-1.921
1744040549448,2025-04-07T18.42.29.448,68.286,-2.744,43.872,-0.396
1744040549469,2025-04-07T18.42.29.469,68.307,-4.390,28.872,0.122
1744040549489,2025-04-07T18.42.29.489,68.327,-7.104,13.689,0.244
1744040549510,2025-04-07T18.42.29.510,68.348,-6.372,2.530,0.579
1744040549529,2025-04-07T18.42.29.529,68.367,-5.061,-8.720,-0.396
1744040549549,2025-04-07T18.42.29.549,68.387,-12.165,-22.256,-3.811
1744040549570,2025-04-07T18.42.29.570,68.408,-13.933,-33.293,-6.280
1744040549590,2025-04-07T18.42.29.590,68.428,-9.573,-44.909,-8.415
1744040549611,2025-04-07T18.42.29.611,68.449,-14.238,-56.768,-11.037
1744040549631,2025-04-07T18.42.29.631,68.469,-10.610,-65.518,-14.695
1744040549650,2025-04-07T18.42.29.650,68.488,-9.268,-68.415,-16.402
1744040549671,2025-04-07T18.42.29.671,68.509,-8.049,-70.579,-17.622
1744040549691,2025-04-07T18.42.29.691,68.529,-3.994,-70.091,-18.780
1744040549712,2025-04-07T18.42.29.712,68.550,-1.006,-65.793,-19.207
1744040549733,2025-04-07T18.42.29.733,68.571,-2.012,-61.098,-17.774
1744040549752,2025-04-07T18.42.29.752,68.590,1.037,-53.171,-14.207
1744040549772,2025-04-07T18.42.29.772,68.610,5.823,-43.963,-9.939
1744040549793,2025-04-07T18.42.29.793,68.631,6.463,-37.835,-6.646
1744040549813,2025-04-07T18.42.29.813,68.651,9.421,-30.305,-3.140
1744040549834,2025-04-07T18.42.29.834,68.672,11.555,-19.085,1.738
1744040549854,2025-04-07T18.42.29.854,68.692,10.823,-7.165,6.829
1744040549873,2025-04-07T18.42.29.873,68.711,7.409,4.512,10.518
1744040549894,2025-04-07T18.42.29.894,68.732,4.939,19.299,13.720
1744040549914,2025-04-07T18.42.29.914,68.752,6.372,37.774,17.104
1744040549935,2025-04-07T18.42.29.935,68.773,7.470,53.841,19.726
1744040549955,2025-04-07T18.42.29.955,68.793,7.226,61.646,19.055
1744040549976,2025-04-07T18.42.29.976,68.814,2.348,64.665,16.006
1744040549995,2025-04-07T18.42.29.995,68.833,2.439,67.012,12.927
1744040550015,2025-04-07T18.42.30.015,68.853,5.427,69.543,10.610
1744040550036,2025-04-07T18.42.30.036,68.874,10.396,68.811,8.720
1744040550056,2025-04-07T18.42.30.056,68.894,16.951,60.854,3.567
1744040550077,2025-04-07T18.42.30.077,68.915,3.079,48.476,0.549
1744040550097,2025-04-07T18.42.30.097,68.935,-4.451,41.341,1.341
1744040550116,2025-04-07T18.42.30.116,68.954,5.122,37.622,3.628
1744040550137,2025-04-07T18.42.30.137,68.975,7.439,31.189,6.890
1744040550157,2025-04-07T18.42.30.157,68.995,7.835,17.378,6.159
1744040550178,2025-04-07T18.42.30.178,69.016,-0.091,3.079,4.451
1744040550198,2025-04-07T18.42.30.198,69.036,1.006,-7.988,2.896
1744040550217,2025-04-07T18.42.30.217,69.055,1.921,-20.488,-0.762
1744040550238,2025-04-07T18.42.30.238,69.076,-1.829,-29.024,-5.884
1744040550258,2025-04-07T18.42.30.258,69.096,-0.427,-37.500,-12.744
1744040550279,2025-04-07T18.42.30.279,69.117,-2.378,-43.902,-15.915
1744040550299,2025-04-07T18.42.30.299,69.137,-1.402,-48.384,-16.220
1744040550320,2025-04-07T18.42.30.320,69.158,0.762,-53.841,-15.579
1744040550339,2025-04-07T18.42.30.339,69.177,4.268,-60.823,-15.549
1744040550359,2025-04-07T18.42.30.359,69.197,6.921,-68.811,-16.433
1744040550380,2025-04-07T18.42.30.380,69.218,3.872,-71.829,-15.000
1744040550400,2025-04-07T18.42.30.400,69.238,5.152,-64.177,-11.860
1744040550421,2025-04-07T18.42.30.421,69.259,6.707,-55.884,-7.957
1744040550441,2025-04-07T18.42.30.441,69.279,6.738,-44.787,-3.201
1744040550461,2025-04-07T18.42.30.461,69.299,11.098,-32.683,0.854
1744040550481,2025-04-07T18.42.30.481,69.319,10.335,-22.317,3.841
1744040550502,2025-04-07T18.42.30.502,69.340,8.902,-11.280,6.037
1744040550522,2025-04-07T18.42.30.522,69.360,7.378,-1.555,7.896
1744040550543,2025-04-07T18.42.30.543,69.381,5.061,10.915,10.244
1744040550562,2025-04-07T18.42.30.562,69.400,4.695,26.463,12.287
1744040550582,2025-04-07T18.42.30.582,69.420,1.006,40.427,13.201
1744040550603,2025-04-07T18.42.30.603,69.441,-2.104,49.726,12.683
1744040550623,2025-04-07T18.42.30.623,69.461,-4.146,59.573,13.232
1744040550644,2025-04-07T18.42.30.644,69.482,-4.268,67.195,11.037
1744040550664,2025-04-07T18.42.30.664,69.502,-5.549,66.524,6.311
1744040550683,2025-04-07T18.42.30.683,69.521,-4.451,63.201,3.384
1744040550704,2025-04-07T18.42.30.704,69.542,3.262,59.482,1.585
1744040550724,2025-04-07T18.42.30.724,69.562,6.372,52.500,-1.372
1744040550745,2025-04-07T18.42.30.745,69.583,-3.872,43.841,-4.268
1744040550765,2025-04-07T18.42.30.765,69.603,-5.976,38.780,-5.152
1744040550786,2025-04-07T18.42.30.786,69.624,-4.970,33.963,-3.750
1744040550805,2025-04-07T18.42.30.805,69.643,-4.268,29.085,-1.311
1744040550825,2025-04-07T18.42.30.825,69.663,-4.024,22.409,0.762
1744040550846,2025-04-07T18.42.30.846,69.684,-3.293,13.476,1.829
1744040550866,2025-04-07T18.42.30.866,69.704,-1.768,2.500,1.372
1744040550887,2025-04-07T18.42.30.887,69.725,-0.030,-9.909,-0.396
1744040550906,2025-04-07T18.42.30.906,69.744,3.720,-22.652,-5.152
1744040550926,2025-04-07T18.42.30.926,69.764,3.567,-33.872,-10.030
1744040550947,2025-04-07T18.42.30.947,69.785,-3.232,-41.768,-12.012
1744040550967,2025-04-07T18.42.30.967,69.805,-3.963,-48.567,-13.201
1744040550988,2025-04-07T18.42.30.988,69.826,-1.677,-55.610,-13.049
1744040551008,2025-04-07T18.42.31.008,69.846,-4.909,-63.994,-13.902
1744040551027,2025-04-07T18.42.31.027,69.865,-8.079,-68.567,-14.299
1744040551048,2025-04-07T18.42.31.048,69.886,-8.171,-69.177,-11.982
1744040551068,2025-04-07T18.42.31.068,69.906,-4.848,-63.994,-7.317
1744040551089,2025-04-07T18.42.31.089,69.927,-3.963,-60.030,-4.085
1744040551109,2025-04-07T18.42.31.109,69.947,-3.963,-57.012,-3.445
1744040551130,2025-04-07T18.42.31.130,69.968,-1.799,-49.939,-1.555
1744040551149,2025-04-07T18.42.31.149,69.987,-0.274,-36.311,2.500
1744040551170,2025-04-07T18.42.31.170,70.008,5.122,-21.006,6.829
1744040551190,2025-04-07T18.42.31.190,70.028,6.799,-6.220,9.360
1744040551211,2025-04-07T18.42.31.211,70.049,5.061,8.293,9.665
1744040551231,2025-04-07T18.42.31.231,70.069,4.451,25.823,9.970
1744040551252,2025-04-07T18.42.31.252,70.090,6.616,44.573,11.768
1744040551271,2025-04-07T18.42.31.271,70.109,10.396,58.323,11.616
1744040551291,2025-04-07T18.42.31.291,70.129,8.079,65.183,9.360
1744040551312,2025-04-07T18.42.31.312,70.150,2.957,68.476,8.262
1744040551332,2025-04-07T18.42.31.332,70.170,2.012,70.030,9.177
1744040551353,2025-04-07T18.42.31.353,70.191,-3.140,67.957,10.457
1744040551372,2025-04-07T18.42.31.372,70.210,-2.043,64.878,13.537
1744040551392,2025-04-07T18.42.31.392,70.230,2.043,59.543,16.067
1744040551413,2025-04-07T18.42.31.413,70.251,-0.366,51.341,17.043
1744040551433,2025-04-07T18.42.31.433,70.271,-0.152,42.226,15.701
1744040551454,2025-04-07T18.42.31.454,70.292,-1.006,32.226,11.341
1744040551474,2025-04-07T18.42.31.474,70.312,-0.091,25.091,7.774
1744040551493,2025-04-07T18.42.31.493,70.331,0.152,18.079,5.061
1744040551514,2025-04-07T18.42.31.514,70.352,-1.220,5.884,0.640
1744040551534,2025-04-07T18.42.31.534,70.372,-3.079,-8.201,-3.262
1744040551555,2025-04-07T18.42.31.555,70.393,-3.476,-19.512,-6.951
1744040551575,2025-04-07T18.42.31.575,70.413,-4.207,-32.957,-11.372
1744040551596,2025-04-07T18.42.31.596,70.434,-9.116,-46.159,-15.762
1744040551615,2025-04-07T18.42.31.615,70.453,-11.250,-55.579,-19.238
1744040551635,2025-04-07T18.42.31.635,70.473,-7.500,-58.476,-19.299
1744040551656,2025-04-07T18.42.31.656,70.494,-7.988,-58.476,-16.951
1744040551676,2025-04-07T18.42.31.676,70.514,-9.177,-61.402,-17.927
1744040551697,2025-04-07T18.42.31.697,70.535,-7.774,-61.829,-17.561
1744040551716,2025-04-07T18.42.31.716,70.554,-7.043,-55.244,-13.415
1744040551736,2025-04-07T18.42.31.736,70.574,-6.738,-47.439,-10.274
1744040551757,2025-04-07T18.42.31.757,70.595,-6.982,-44.878,-10.274
1744040551777,2025-04-07T18.42.31.777,70.615,-7.043,-48.445,-11.128
1744040551798,2025-04-07T18.42.31.798,70.636,-0.762,-43.262,-11.402
1744040551818,2025-04-07T18.42.31.818,70.656,10.000,-28.354,-6.555
1744040551837,2025-04-07T18.42.31.837,70.675,11.128,-13.323,-1.433
1744040551858,2025-04-07T18.42.31.858,70.696,7.378,-3.323,0.091
1744040551878,2025-04-07T18.42.31.878,70.716,5.091,9.848,2.287
1744040551899,2025-04-07T18.42.31.899,70.737,8.537,26.250,7.957
1744040551920,2025-04-07T18.42.31.920,70.758,10.366,39.634,12.012
1744040551940,2025-04-07T18.42.31.940,70.778,5.945,45.152,10.427
1744040551959,2025-04-07T18.42.31.959,70.797,2.988,52.378,10.793
1744040551980,2025-04-07T18.42.31.980,70.818,5.823,59.878,12.622
1744040552000,2025-04-07T18.42.32.000,70.838,5.732,64.451,13.171
1744040552021,2025-04-07T18.42.32.021,70.859,4.817,65.579,12.134
1744040552041,2025-04-07T18.42.32.041,70.879,1.921,64.146,9.024
1744040552062,2025-04-07T18.42.32.062,70.900,3.445,65.518,7.835
1744040552081,2025-04-07T18.42.32.081,70.919,8.323,62.104,5.274
1744040552101,2025-04-07T18.42.32.101,70.939,2.988,53.994,1.402
1744040552122,2025-04-07T18.42.32.122,70.960,-1.372,43.567,-4.055
1744040552142,2025-04-07T18.42.32.142,70.980,-2.744,34.177,-7.622
1744040552163,2025-04-07T18.42.32.163,71.001,-2.134,29.177,-5.427
1744040552182,2025-04-07T18.42.32.182,71.020,0.061,22.165,-1.402
1744040552202,2025-04-07T18.42.32.202,71.040,-2.104,8.902,1.402
1744040552223,2025-04-07T18.42.32.223,71.061,-2.805,-11.463,1.372
1744040552243,2025-04-07T18.42.32.243,71.081,-3.262,-30.579,0.854
1744040552264,2025-04-07T18.42.32.264,71.102,-6.524,-46.128,-1.098
1744040552284,2025-04-07T18.42.32.284,71.122,-5.579,-56.524,-3.323
1744040552303,2025-04-07T18.42.32.303,71.141,-1.402,-66.768,-7.470
1744040552324,2025-04-07T18.42.32.324,71.162,-0.305,-77.195,-12.073
1744040552344,2025-04-07T18.42.32.344,71.182,-0.030,-80.122,-12.835
1744040552365,2025-04-07T18.42.32.365,71.203,-0.945,-76.159,-12.104
1744040552385,2025-04-07T18.42.32.385,71.223,2.012,-71.585,-11.372
1744040552406,2025-04-07T18.42.32.406,71.244,1.555,-68.659,-10.915
1744040552425,2025-04-07T18.42.32.425,71.263,-6.555,-67.287,-8.232
1744040552445,2025-04-07T18.42.32.445,71.283,-11.341,-64.299,-3.994
1744040552466,2025-04-07T18.42.32.466,71.304,-3.445,-49.177,-0.457
1744040552486,2025-04-07T18.42.32.486,71.324,8.780,-30.488,5.915
1744040552507,2025-04-07T18.42.32.507,71.345,5.000,-23.384,8.384
1744040552526,2025-04-07T18.42.32.526,71.364,3.110,-17.957,5.579
1744040552546,2025-04-07T18.42.32.546,71.384,3.659,-4.970,7.165
1744040552567,2025-04-07T18.42.32.567,71.405,6.524,10.457,10.488
1744040552587,2025-04-07T18.42.32.587,71.425,6.799,25.030,10.884
1744040552608,2025-04-07T18.42.32.608,71.446,4.512,34.817,8.232
1744040552628,2025-04-07T18.42.32.628,71.466,0.396,41.585,6.280
1744040552648,2025-04-07T18.42.32.648,71.486,-4.604,46.494,6.250
1744040552668,2025-04-07T18.42.32.668,71.506,-3.018,54.878,8.902
1744040552689,2025-04-07T18.42.32.689,71.527,-0.213,62.866,11.037
1744040552709,2025-04-07T18.42.32.709,71.547,-0.610,62.348,8.994
1744040552730,2025-04-07T18.42.32.730,71.568,-1.220,57.957,5.549
1744040552750,2025-04-07T18.42.32.750,71.588,-0.061,56.555,4.695
1744040552769,2025-04-07T18.42.32.769,71.607,3.933,52.348,2.012
1744040552790,2025-04-07T18.42.32.790,71.628,1.220,44.665,-3.232
1744040552810,2025-04-07T18.42.32.810,71.648,-2.622,39.482,-7.043
1744040552831,2025-04-07T18.42.32.831,71.669,-0.335,33.780,-8.049
1744040552851,2025-04-07T18.42.32.851,71.689,-0.122,26.159,-3.933
1744040552872,2025-04-07T18.42.32.872,71.710,-1.860,15.335,-0.945
1744040552891,2025-04-07T18.42.32.891,71.729,-2.591,-1.951,1.616
1744040552911,2025-04-07T18.42.32.911,71.749,-1.738,-18.780,4.634
1744040552932,2025-04-07T18.42.32.932,71.770,-1.768,-28.841,7.470
1744040552952,2025-04-07T18.42.32.952,71.790,-9.573,-40.732,7.409
1744040552973,2025-04-07T18.42.32.973,71.811,-11.037,-54.207,3.720
1744040552992,2025-04-07T18.42.32.992,71.830,-5.457,-57.896,3.018
1744040553012,2025-04-07T18.42.33.012,71.850,-3.079,-61.067,3.171
1744040553033,2025-04-07T18.42.33.033,71.871,-6.860,-64.451,1.280
1744040553053,2025-04-07T18.42.33.053,71.891,-6.463,-64.909,-1.555
1744040553074,2025-04-07T18.42.33.074,71.912,-2.683,-65.366,-2.744
1744040553094,2025-04-07T18.42.33.094,71.932,-3.567,-66.585,-3.567
1744040553113,2025-04-07T18.42.33.113,71.951,-7.652,-65.305,-5.061
1744040553134,2025-04-07T18.42.33.134,71.972,-4.299,-58.659,-4.451
1744040553154,2025-04-07T18.42.33.154,71.992,1.128,-48.293,-1.829
1744040553175,2025-04-07T18.42.33.175,72.013,4.238,-37.409,0.366
1744040553195,2025-04-07T18.42.33.195,72.033,2.561,-33.659,0.122
1744040553216,2025-04-07T18.42.33.216,72.054,-2.317,-27.927,2.348
1744040553235,2025-04-07T18.42.33.235,72.073,2.591,-14.390,6.890
1744040553255,2025-04-07T18.42.33.255,72.093,9.939,0.671,11.494
1744040553276,2025-04-07T18.42.33.276,72.114,11.311,14.268,15.183
1744040553296,2025-04-07T18.42.33.296,72.134,10.518,25.122,15.000
1744040553317,2025-04-07T18.42.33.317,72.155,7.378,35.854,12.256
1744040553336,2025-04-07T18.42.33.336,72.174,5.152,49.299,9.787
1744040553357,2025-04-07T18.42.33.357,72.195,4.238,61.402,6.677
1744040553377,2025-04-07T18.42.33.377,72.215,3.293,71.463,2.622
1744040553398,2025-04-07T18.42.33.398,72.236,0.854,79.604,0.884
1744040553418,2025-04-07T18.42.33.418,72.256,-7.652,80.244,0.488
1744040553439,2025-04-07T18.42.33.439,72.277,-13.720,76.098,-1.098
1744040553458,2025-04-07T18.42.33.458,72.296,-6.738,71.159,-2.378
1744040553478,2025-04-07T18.42.33.478,72.316,-2.073,64.665,-0.732
1744040553499,2025-04-07T18.42.33.499,72.337,0.640,55.884,2.195
1744040553519,2025-04-07T18.42.33.519,72.357,-6.921,37.530,3.232
1744040553540,2025-04-07T18.42.33.540,72.378,-13.201,17.500,1.707
1744040553560,2025-04-07T18.42.33.560,72.398,-8.171,3.232,1.067
1744040553579,2025-04-07T18.42.33.579,72.417,-7.896,-10.854,0.061
1744040553600,2025-04-07T18.42.33.600,72.438,-7.744,-23.872,-1.037
1744040553620,2025-04-07T18.42.33.620,72.458,-5.152,-37.530,-3.354
1744040553641,2025-04-07T18.42.33.641,72.479,-7.805,-48.628,-3.659
1744040553661,2025-04-07T18.42.33.661,72.499,-7.073,-58.659,-4.512
1744040553682,2025-04-07T18.42.33.682,72.520,-6.921,-66.402,-6.006
1744040553701,2025-04-07T18.42.33.701,72.539,-5.274,-70.061,-6.860
1744040553721,2025-04-07T18.42.33.721,72.559,-0.732,-71.159,-6.098
1744040553742,2025-04-07T18.42.33.742,72.580,-3.262,-74.146,-5.610
1744040553762,2025-04-07T18.42.33.762,72.600,-3.415,-75.091,-5.762
1744040553783,2025-04-07T18.42.33.783,72.621,-2.378,-73.171,-4.939
1744040553802,2025-04-07T18.42.33.802,72.640,-2.744,-72.256,-2.927
1744040553822,2025-04-07T18.42.33.822,72.660,-2.287,-72.439,1.098
1744040553843,2025-04-07T18.42.33.843,72.681,-0.671,-67.500,7.835
1744040553863,2025-04-07T18.42.33.863,72.701,3.476,-57.226,14.909
1744040553884,2025-04-07T18.42.33.884,72.722,3.902,-48.415,19.360
1744040553904,2025-04-07T18.42.33.904,72.742,0.366,-44.329,18.750
1744040553923,2025-04-07T18.42.33.923,72.761,0.274,-37.683,18.171
1744040553944,2025-04-07T18.42.33.944,72.782,3.140,-24.939,20.030
1744040553964,2025-04-07T18.42.33.964,72.802,-0.610,-11.768,19.970
1744040553985,2025-04-07T18.42.33.985,72.823,-4.268,2.805,18.933
1744040554005,2025-04-07T18.42.34.005,72.843,2.165,23.445,16.799
1744040554026,2025-04-07T18.42.34.026,72.864,3.506,42.530,11.982
1744040554045,2025-04-07T18.42.34.045,72.883,-0.274,59.360,6.829
1744040554066,2025-04-07T18.42.34.066,72.904,-1.189,71.311,-0.945
1744040554086,2025-04-07T18.42.34.086,72.924,-3.049,84.451,-8.476
1744040554107,2025-04-07T18.42.34.107,72.945,1.524,98.780,-12.378
1744040554127,2025-04-07T18.42.34.127,72.965,3.415,107.134,-16.555
1744040554146,2025-04-07T18.42.34.146,72.984,1.677,109.512,-21.067
1744040554167,2025-04-07T18.42.34.167,73.005,-0.274,106.707,-21.128
1744040554187,2025-04-07T18.42.34.187,73.025,0.762,103.445,-15.030
1744040554208,2025-04-07T18.42.34.208,73.046,1.616,94.268,-7.500
1744040554228,2025-04-07T18.42.34.228,73.066,-9.787,70.366,-5.823
1744040554249,2025-04-07T18.42.34.249,73.087,-17.287,48.598,-2.378
1744040554268,2025-04-07T18.42.34.268,73.106,-14.512,35.915,5.518
1744040554288,2025-04-07T18.42.34.288,73.126,-12.348,21.341,10.823
1744040554309,2025-04-07T18.42.34.309,73.147,-15.000,0.091,9.024
1744040554329,2025-04-07T18.42.34.329,73.167,-13.293,-20.915,3.872
1744040554350,2025-04-07T18.42.34.350,73.188,-6.860,-34.756,-0.488
1744040554370,2025-04-07T18.42.34.370,73.208,-10.396,-48.018,-5.061
1744040554389,2025-04-07T18.42.34.389,73.227,-15.701,-59.787,-10.610
1744040554410,2025-04-07T18.42.34.410,73.248,-8.537,-70.305,-14.909
1744040554430,2025-04-07T18.42.34.430,73.268,-4.695,-77.439,-16.707
1744040554451,2025-04-07T18.42.34.451,73.289,-5.030,-82.805,-20.427
1744040554471,2025-04-07T18.42.34.471,73.309,-5.701,-86.860,-23.506
1744040554492,2025-04-07T18.42.34.492,73.330,-2.256,-90.152,-23.354
1744040554511,2025-04-07T18.42.34.511,73.349,3.811,-88.567,-20.915
1744040554531,2025-04-07T18.42.34.531,73.369,6.311,-84.329,-19.024
1744040554552,2025-04-07T18.42.34.552,73.390,8.445,-77.591,-16.006
1744040554572,2025-04-07T18.42.34.572,73.410,12.348,-73.049,-13.841
1744040554593,2025-04-07T18.42.34.593,73.431,11.677,-65.427,-10.518
1744040554612,2025-04-07T18.42.34.612,73.450,14.787,-54.146,-5.091
1744040554632,2025-04-07T18.42.34.632,73.470,15.793,-36.860,2.195
1744040554653,2025-04-07T18.42.34.653,73.491,16.494,-21.890,6.006
1744040554673,2025-04-07T18.42.34.673,73.511,8.963,-11.280,7.043
1744040554694,2025-04-07T18.42.34.694,73.532,4.848,3.018,10.366
1744040554714,2025-04-07T18.42.34.714,73.552,4.512,23.262,17.104
1744040554733,2025-04-07T18.42.34.733,73.571,2.378,41.982,21.341
1744040554754,2025-04-07T18.42.34.754,73.592,-1.402,52.317,16.463
1744040554774,2025-04-07T18.42.34.774,73.612,-5.640,65.610,12.622
1744040554795,2025-04-07T18.42.34.795,73.633,-6.220,83.262,11.128
1744040554816,2025-04-07T18.42.34.816,73.654,-4.268,93.506,7.500
1744040554836,2025-04-07T18.42.34.836,73.674,-4.878,98.994,4.055
1744040554855,2025-04-07T18.42.34.855,73.693,-5.701,101.921,1.555
