epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744041261971,2025-04-07T18.54.21.971,140.420,0.107,-0.849,-0.217
1744041261992,2025-04-07T18.54.21.992,140.441,0.046,-0.902,-0.303
1744041262012,2025-04-07T18.54.22.012,140.461,0.050,-1.005,-0.388
1744041262031,2025-04-07T18.54.22.031,140.480,0.083,-1.100,-0.409
1744041262052,2025-04-07T18.54.22.052,140.501,0.134,-1.120,-0.390
1744041262072,2025-04-07T18.54.22.072,140.521,0.153,-1.127,-0.370
1744041262093,2025-04-07T18.54.22.093,140.542,0.209,-1.120,-0.354
1744041262113,2025-04-07T18.54.22.113,140.562,0.205,-1.111,-0.379
1744041262134,2025-04-07T18.54.22.134,140.583,0.284,-1.075,-0.418
1744041262153,2025-04-07T18.54.22.153,140.602,0.382,-1.136,-0.439
1744041262173,2025-04-07T18.54.22.173,140.622,0.476,-1.120,-0.429
1744041262194,2025-04-07T18.54.22.194,140.643,0.516,-1.054,-0.357
1744041262214,2025-04-07T18.54.22.214,140.663,0.540,-0.961,-0.264
1744041262235,2025-04-07T18.54.22.235,140.684,0.562,-0.887,-0.171
1744041262254,2025-04-07T18.54.22.254,140.703,0.573,-0.796,-0.059
1744041262274,2025-04-07T18.54.22.274,140.723,0.489,-0.683,0.013
1744041262295,2025-04-07T18.54.22.295,140.744,0.403,-0.589,-0.025
1744041262315,2025-04-07T18.54.22.315,140.764,0.381,-0.528,-0.129
1744041262336,2025-04-07T18.54.22.336,140.785,0.364,-0.600,-0.230
1744041262356,2025-04-07T18.54.22.356,140.805,0.294,-0.741,-0.265
1744041262376,2025-04-07T18.54.22.376,140.825,0.256,-0.733,-0.253
1744041262396,2025-04-07T18.54.22.396,140.845,0.197,-0.687,-0.237
1744041262417,2025-04-07T18.54.22.417,140.866,0.149,-0.739,-0.232
1744041262437,2025-04-07T18.54.22.437,140.886,0.108,-0.872,-0.236
1744041262458,2025-04-07T18.54.22.458,140.907,0.103,-0.960,-0.264
1744041262478,2025-04-07T18.54.22.478,140.927,0.114,-1.021,-0.291
1744041262497,2025-04-07T18.54.22.497,140.946,0.101,-1.062,-0.311
1744041262518,2025-04-07T18.54.22.518,140.967,0.089,-1.000,-0.353
1744041262538,2025-04-07T18.54.22.538,140.987,0.136,-1.068,-0.340
1744041262559,2025-04-07T18.54.22.559,141.008,0.137,-0.996,-0.378
1744041262579,2025-04-07T18.54.22.579,141.028,0.187,-0.960,-0.404
1744041262600,2025-04-07T18.54.22.600,141.049,0.261,-1.034,-0.405
1744041262619,2025-04-07T18.54.22.619,141.068,0.354,-1.093,-0.407
1744041262639,2025-04-07T18.54.22.639,141.088,0.448,-1.058,-0.366
1744041262660,2025-04-07T18.54.22.660,141.109,0.493,-1.000,-0.311
1744041262680,2025-04-07T18.54.22.680,141.129,0.505,-0.959,-0.289
1744041262701,2025-04-07T18.54.22.701,141.150,0.535,-0.945,-0.286
1744041262720,2025-04-07T18.54.22.720,141.169,0.558,-0.927,-0.277
1744041262740,2025-04-07T18.54.22.740,141.189,0.551,-0.871,-0.242
1744041262761,2025-04-07T18.54.22.761,141.210,0.482,-0.740,-0.193
1744041262781,2025-04-07T18.54.22.781,141.230,0.445,-0.768,-0.176
1744041262802,2025-04-07T18.54.22.802,141.251,0.423,-0.757,-0.176
1744041262822,2025-04-07T18.54.22.822,141.271,0.416,-0.784,-0.169
1744041262841,2025-04-07T18.54.22.841,141.290,0.393,-0.774,-0.155
1744041262862,2025-04-07T18.54.22.862,141.311,0.298,-0.680,-0.164
1744041262882,2025-04-07T18.54.22.882,141.331,0.241,-0.589,-0.196
1744041262903,2025-04-07T18.54.22.903,141.352,0.206,-0.622,-0.247
1744041262923,2025-04-07T18.54.22.923,141.372,0.135,-0.667,-0.287
1744041262944,2025-04-07T18.54.22.944,141.393,0.105,-0.805,-0.315
1744041262963,2025-04-07T18.54.22.963,141.412,0.071,-0.842,-0.320
1744041262983,2025-04-07T18.54.22.983,141.432,0.080,-0.878,-0.309
1744041263004,2025-04-07T18.54.23.004,141.453,0.133,-1.021,-0.293
1744041263024,2025-04-07T18.54.23.024,141.473,0.130,-1.062,-0.286
1744041263045,2025-04-07T18.54.23.045,141.494,0.118,-1.030,-0.297
1744041263064,2025-04-07T18.54.23.064,141.513,0.179,-1.035,-0.328
1744041263084,2025-04-07T18.54.23.084,141.533,0.216,-1.039,-0.392
1744041263105,2025-04-07T18.54.23.105,141.554,0.286,-1.085,-0.455
1744041263126,2025-04-07T18.54.23.126,141.575,0.355,-1.128,-0.504
1744041263146,2025-04-07T18.54.23.146,141.595,0.465,-1.146,-0.519
1744041263167,2025-04-07T18.54.23.167,141.616,0.541,-1.158,-0.477
1744041263186,2025-04-07T18.54.23.186,141.635,0.577,-1.143,-0.384
1744041263206,2025-04-07T18.54.23.206,141.655,0.562,-1.001,-0.274
1744041263227,2025-04-07T18.54.23.227,141.676,0.547,-0.858,-0.167
1744041263247,2025-04-07T18.54.23.247,141.696,0.534,-0.776,-0.037
1744041263268,2025-04-07T18.54.23.268,141.717,0.491,-0.727,0.088
1744041263288,2025-04-07T18.54.23.288,141.737,0.394,-0.600,0.136
1744041263307,2025-04-07T18.54.23.307,141.756,0.332,-0.517,0.065
1744041263328,2025-04-07T18.54.23.328,141.777,0.318,-0.538,-0.072
1744041263348,2025-04-07T18.54.23.348,141.797,0.286,-0.562,-0.198
1744041263369,2025-04-07T18.54.23.369,141.818,0.203,-0.614,-0.276
1744041263389,2025-04-07T18.54.23.389,141.838,0.163,-0.734,-0.306
1744041263408,2025-04-07T18.54.23.408,141.857,0.111,-0.736,-0.336
1744041263429,2025-04-07T18.54.23.429,141.878,0.091,-0.795,-0.369
1744041263449,2025-04-07T18.54.23.449,141.898,0.117,-0.970,-0.384
1744041263470,2025-04-07T18.54.23.470,141.919,0.128,-1.064,-0.367
1744041263490,2025-04-07T18.54.23.490,141.939,0.152,-1.125,-0.341
1744041263511,2025-04-07T18.54.23.511,141.960,0.153,-1.093,-0.347
1744041263530,2025-04-07T18.54.23.530,141.979,0.163,-1.082,-0.380
1744041263550,2025-04-07T18.54.23.550,141.999,0.202,-1.121,-0.414
1744041263571,2025-04-07T18.54.23.571,142.020,0.221,-1.079,-0.461
1744041263591,2025-04-07T18.54.23.591,142.040,0.308,-1.074,-0.513
1744041263612,2025-04-07T18.54.23.612,142.061,0.422,-1.136,-0.494
1744041263632,2025-04-07T18.54.23.632,142.081,0.487,-1.170,-0.407
1744041263651,2025-04-07T18.54.23.651,142.100,0.520,-1.088,-0.339
1744041263672,2025-04-07T18.54.23.672,142.121,0.542,-0.999,-0.291
1744041263692,2025-04-07T18.54.23.692,142.141,0.568,-0.932,-0.233
1744041263713,2025-04-07T18.54.23.713,142.162,0.545,-0.848,-0.156
1744041263733,2025-04-07T18.54.23.733,142.182,0.507,-0.770,-0.041
1744041263754,2025-04-07T18.54.23.754,142.203,0.424,-0.622,0.033
1744041263773,2025-04-07T18.54.23.773,142.222,0.353,-0.518,-0.007
1744041263793,2025-04-07T18.54.23.793,142.242,0.358,-0.538,-0.113
1744041263814,2025-04-07T18.54.23.814,142.263,0.336,-0.630,-0.181
1744041263834,2025-04-07T18.54.23.834,142.283,0.228,-0.565,-0.236
1744041263855,2025-04-07T18.54.23.855,142.304,0.148,-0.525,-0.292
1744041263874,2025-04-07T18.54.23.874,142.323,0.144,-0.665,-0.351
1744041263895,2025-04-07T18.54.23.895,142.344,0.121,-0.784,-0.357
1744041263915,2025-04-07T18.54.23.915,142.364,0.058,-0.870,-0.344
1744041263936,2025-04-07T18.54.23.936,142.385,0.089,-0.917,-0.372
1744041263956,2025-04-07T18.54.23.956,142.405,0.108,-1.025,-0.410
1744041263977,2025-04-07T18.54.23.977,142.426,0.155,-1.128,-0.439
1744041263996,2025-04-07T18.54.23.996,142.445,0.162,-1.133,-0.492
1744041264016,2025-04-07T18.54.24.016,142.465,0.175,-1.081,-0.535
1744041264037,2025-04-07T18.54.24.037,142.486,0.265,-1.113,-0.518
1744041264057,2025-04-07T18.54.24.057,142.506,0.383,-1.153,-0.502
1744041264078,2025-04-07T18.54.24.078,142.527,0.474,-1.198,-0.447
1744041264098,2025-04-07T18.54.24.098,142.547,0.518,-1.089,-0.354
1744041264117,2025-04-07T18.54.24.117,142.566,0.532,-1.001,-0.262
1744041264138,2025-04-07T18.54.24.138,142.587,0.583,-0.934,-0.230
1744041264158,2025-04-07T18.54.24.158,142.607,0.554,-0.827,-0.191
1744041264179,2025-04-07T18.54.24.179,142.628,0.559,-0.851,-0.108
1744041264199,2025-04-07T18.54.24.199,142.648,0.546,-0.750,-0.032
1744041264218,2025-04-07T18.54.24.218,142.667,0.471,-0.580,-0.002
1744041264239,2025-04-07T18.54.24.239,142.688,0.430,-0.545,-0.072
1744041264259,2025-04-07T18.54.24.259,142.708,0.368,-0.573,-0.208
1744041264280,2025-04-07T18.54.24.280,142.729,0.340,-0.613,-0.304
1744041264300,2025-04-07T18.54.24.300,142.749,0.298,-0.628,-0.343
1744041264321,2025-04-07T18.54.24.321,142.770,0.169,-0.657,-0.327
1744041264340,2025-04-07T18.54.24.340,142.789,0.136,-0.647,-0.304
1744041264360,2025-04-07T18.54.24.360,142.809,0.070,-0.649,-0.319
1744041264381,2025-04-07T18.54.24.381,142.830,0.073,-0.827,-0.371
1744041264401,2025-04-07T18.54.24.401,142.850,0.079,-0.981,-0.407
1744041264422,2025-04-07T18.54.24.422,142.871,0.077,-1.000,-0.411
1744041264442,2025-04-07T18.54.24.442,142.891,0.098,-1.110,-0.439
1744041264461,2025-04-07T18.54.24.461,142.910,0.088,-1.060,-0.480
1744041264482,2025-04-07T18.54.24.482,142.931,0.115,-1.027,-0.513
1744041264502,2025-04-07T18.54.24.502,142.951,0.217,-1.167,-0.526
1744041264523,2025-04-07T18.54.24.523,142.972,0.295,-1.234,-0.534
1744041264543,2025-04-07T18.54.24.543,142.992,0.362,-1.150,-0.523
1744041264564,2025-04-07T18.54.24.564,143.013,0.392,-1.048,-0.471
1744041264583,2025-04-07T18.54.24.583,143.032,0.506,-1.083,-0.397
1744041264604,2025-04-07T18.54.24.604,143.053,0.599,-1.106,-0.316
1744041264624,2025-04-07T18.54.24.624,143.073,0.626,-0.963,-0.260
1744041264645,2025-04-07T18.54.24.645,143.094,0.616,-0.812,-0.222
1744041264665,2025-04-07T18.54.24.665,143.114,0.605,-0.686,-0.134
1744041264684,2025-04-07T18.54.24.684,143.133,0.553,-0.562,-0.030
1744041264705,2025-04-07T18.54.24.705,143.154,0.485,-0.486,0.022
1744041264725,2025-04-07T18.54.24.725,143.174,0.437,-0.459,-0.030
1744041264746,2025-04-07T18.54.24.746,143.195,0.425,-0.468,-0.166
1744041264766,2025-04-07T18.54.24.766,143.215,0.338,-0.524,-0.302
1744041264787,2025-04-07T18.54.24.787,143.236,0.209,-0.602,-0.367
1744041264806,2025-04-07T18.54.24.806,143.255,0.126,-0.629,-0.366
1744041264826,2025-04-07T18.54.24.826,143.275,0.095,-0.673,-0.385
1744041264847,2025-04-07T18.54.24.847,143.296,0.115,-0.840,-0.443
1744041264867,2025-04-07T18.54.24.867,143.316,0.085,-1.083,-0.458
1744041264888,2025-04-07T18.54.24.888,143.337,0.080,-1.199,-0.449
1744041264908,2025-04-07T18.54.24.908,143.357,0.146,-1.145,-0.444
1744041264927,2025-04-07T18.54.24.927,143.376,0.141,-1.100,-0.439
1744041264948,2025-04-07T18.54.24.948,143.397,0.089,-1.152,-0.438
1744041264968,2025-04-07T18.54.24.968,143.417,0.174,-1.235,-0.430
1744041264989,2025-04-07T18.54.24.989,143.438,0.335,-1.176,-0.421
1744041265009,2025-04-07T18.54.25.009,143.458,0.394,-1.121,-0.359
1744041265028,2025-04-07T18.54.25.028,143.477,0.447,-1.089,-0.293
1744041265049,2025-04-07T18.54.25.049,143.498,0.533,-1.021,-0.223
1744041265069,2025-04-07T18.54.25.069,143.518,0.547,-0.878,-0.166
1744041265090,2025-04-07T18.54.25.090,143.539,0.575,-0.750,-0.106
1744041265110,2025-04-07T18.54.25.110,143.559,0.600,-0.748,-0.021
1744041265131,2025-04-07T18.54.25.131,143.580,0.511,-0.694,0.013
1744041265150,2025-04-07T18.54.25.150,143.599,0.427,-0.576,-0.056
1744041265170,2025-04-07T18.54.25.170,143.619,0.370,-0.547,-0.157
1744041265191,2025-04-07T18.54.25.191,143.640,0.330,-0.603,-0.234
1744041265211,2025-04-07T18.54.25.211,143.660,0.270,-0.638,-0.262
1744041265232,2025-04-07T18.54.25.232,143.681,0.212,-0.582,-0.263
1744041265252,2025-04-07T18.54.25.252,143.701,0.173,-0.626,-0.262
1744041265272,2025-04-07T18.54.25.272,143.721,0.138,-0.715,-0.284
1744041265292,2025-04-07T18.54.25.292,143.741,0.074,-0.815,-0.299
1744041265313,2025-04-07T18.54.25.313,143.762,0.080,-0.938,-0.299
1744041265333,2025-04-07T18.54.25.333,143.782,0.114,-1.029,-0.332
1744041265354,2025-04-07T18.54.25.354,143.803,0.130,-1.114,-0.402
1744041265374,2025-04-07T18.54.25.374,143.823,0.167,-1.147,-0.470
1744041265393,2025-04-07T18.54.25.393,143.842,0.192,-1.234,-0.511
1744041265414,2025-04-07T18.54.25.414,143.863,0.279,-1.253,-0.512
1744041265434,2025-04-07T18.54.25.434,143.883,0.379,-1.233,-0.491
1744041265455,2025-04-07T18.54.25.455,143.904,0.484,-1.227,-0.415
1744041265475,2025-04-07T18.54.25.475,143.924,0.533,-1.133,-0.321
1744041265494,2025-04-07T18.54.25.494,143.943,0.590,-0.976,-0.236
1744041265515,2025-04-07T18.54.25.515,143.964,0.625,-0.903,-0.161
1744041265535,2025-04-07T18.54.25.535,143.984,0.624,-0.831,-0.103
1744041265556,2025-04-07T18.54.25.556,144.005,0.619,-0.776,-0.000
1744041265576,2025-04-07T18.54.25.576,144.025,0.568,-0.666,0.116
1744041265597,2025-04-07T18.54.25.597,144.046,0.490,-0.590,0.156
1744041265616,2025-04-07T18.54.25.616,144.065,0.466,-0.613,0.072
1744041265636,2025-04-07T18.54.25.636,144.085,0.492,-0.725,-0.027
1744041265657,2025-04-07T18.54.25.657,144.106,0.461,-0.777,-0.072
1744041265677,2025-04-07T18.54.25.677,144.126,0.323,-0.664,-0.135
1744041265698,2025-04-07T18.54.25.698,144.147,0.231,-0.588,-0.254
1744041265718,2025-04-07T18.54.25.718,144.167,0.182,-0.643,-0.356
1744041265737,2025-04-07T18.54.25.737,144.186,0.181,-0.734,-0.356
1744041265758,2025-04-07T18.54.25.758,144.207,0.161,-0.725,-0.296
1744041265778,2025-04-07T18.54.25.778,144.227,0.118,-0.787,-0.253
1744041265799,2025-04-07T18.54.25.799,144.248,0.111,-0.783,-0.282
1744041265819,2025-04-07T18.54.25.819,144.268,0.150,-0.917,-0.287
1744041265840,2025-04-07T18.54.25.840,144.289,0.168,-1.058,-0.290
1744041265859,2025-04-07T18.54.25.859,144.308,0.196,-1.156,-0.281
1744041265879,2025-04-07T18.54.25.879,144.328,0.160,-1.134,-0.324
1744041265900,2025-04-07T18.54.25.900,144.349,0.247,-1.149,-0.380
1744041265920,2025-04-07T18.54.25.920,144.369,0.367,-1.309,-0.415
1744041265941,2025-04-07T18.54.25.941,144.390,0.429,-1.306,-0.454
1744041265960,2025-04-07T18.54.25.960,144.409,0.523,-1.315,-0.385
1744041265980,2025-04-07T18.54.25.980,144.429,0.585,-1.221,-0.230
1744041266001,2025-04-07T18.54.26.001,144.450,0.586,-1.038,-0.081
1744041266022,2025-04-07T18.54.26.022,144.471,0.602,-0.869,0.003
1744041266042,2025-04-07T18.54.26.042,144.491,0.618,-0.731,0.057
1744041266063,2025-04-07T18.54.26.063,144.512,0.553,-0.677,0.125
1744041266082,2025-04-07T18.54.26.082,144.531,0.479,-0.595,0.133
1744041266102,2025-04-07T18.54.26.102,144.551,0.441,-0.535,0.073
1744041266123,2025-04-07T18.54.26.123,144.572,0.444,-0.466,-0.007
1744041266143,2025-04-07T18.54.26.143,144.592,0.408,-0.531,-0.092
1744041266164,2025-04-07T18.54.26.164,144.613,0.356,-0.617,-0.208
1744041266184,2025-04-07T18.54.26.184,144.633,0.325,-0.665,-0.273
1744041266203,2025-04-07T18.54.26.203,144.652,0.287,-0.716,-0.266
1744041266224,2025-04-07T18.54.26.224,144.673,0.208,-0.720,-0.241
1744041266244,2025-04-07T18.54.26.244,144.693,0.124,-0.785,-0.264
1744041266265,2025-04-07T18.54.26.265,144.714,0.136,-0.934,-0.312
1744041266285,2025-04-07T18.54.26.285,144.734,0.139,-1.057,-0.325
1744041266304,2025-04-07T18.54.26.304,144.753,0.080,-1.083,-0.341
1744041266325,2025-04-07T18.54.26.325,144.774,0.070,-1.054,-0.381
1744041266345,2025-04-07T18.54.26.345,144.794,0.117,-1.113,-0.407
1744041266366,2025-04-07T18.54.26.366,144.815,0.147,-1.221,-0.426
1744041266386,2025-04-07T18.54.26.386,144.835,0.198,-1.281,-0.450
1744041266407,2025-04-07T18.54.26.407,144.856,0.322,-1.219,-0.440
1744041266426,2025-04-07T18.54.26.426,144.875,0.439,-1.188,-0.386
1744041266446,2025-04-07T18.54.26.446,144.895,0.551,-1.181,-0.302
1744041266467,2025-04-07T18.54.26.467,144.916,0.601,-1.073,-0.218
1744041266487,2025-04-07T18.54.26.487,144.936,0.616,-0.873,-0.185
1744041266508,2025-04-07T18.54.26.508,144.957,0.653,-0.735,-0.163
1744041266528,2025-04-07T18.54.26.528,144.977,0.668,-0.692,-0.108
1744041266547,2025-04-07T18.54.26.547,144.996,0.601,-0.617,-0.059
1744041266568,2025-04-07T18.54.26.568,145.017,0.536,-0.521,-0.035
1744041266588,2025-04-07T18.54.26.588,145.037,0.460,-0.492,-0.053
1744041266609,2025-04-07T18.54.26.609,145.058,0.430,-0.574,-0.117
1744041266629,2025-04-07T18.54.26.629,145.078,0.388,-0.653,-0.200
1744041266650,2025-04-07T18.54.26.650,145.099,0.333,-0.673,-0.257
1744041266669,2025-04-07T18.54.26.669,145.118,0.267,-0.679,-0.278
1744041266689,2025-04-07T18.54.26.689,145.138,0.226,-0.699,-0.300
1744041266710,2025-04-07T18.54.26.710,145.159,0.210,-0.776,-0.297
1744041266730,2025-04-07T18.54.26.730,145.179,0.182,-0.870,-0.279
1744041266751,2025-04-07T18.54.26.751,145.200,0.130,-0.918,-0.280
1744041266770,2025-04-07T18.54.26.770,145.219,0.152,-0.943,-0.270
1744041266791,2025-04-07T18.54.26.791,145.240,0.163,-1.006,-0.254
1744041266811,2025-04-07T18.54.26.811,145.260,0.164,-1.024,-0.260
1744041266832,2025-04-07T18.54.26.832,145.281,0.148,-1.032,-0.285
1744041266852,2025-04-07T18.54.26.852,145.301,0.165,-0.960,-0.327
1744041266873,2025-04-07T18.54.26.873,145.322,0.241,-0.962,-0.372
1744041266892,2025-04-07T18.54.26.892,145.341,0.289,-1.022,-0.420
1744041266912,2025-04-07T18.54.26.912,145.361,0.348,-1.070,-0.430
1744041266933,2025-04-07T18.54.26.933,145.382,0.444,-1.126,-0.379
1744041266953,2025-04-07T18.54.26.953,145.402,0.501,-1.116,-0.316
1744041266974,2025-04-07T18.54.26.974,145.423,0.535,-1.093,-0.258
1744041266994,2025-04-07T18.54.26.994,145.443,0.574,-1.103,-0.203
1744041267013,2025-04-07T18.54.27.013,145.462,0.614,-0.968,-0.138
1744041267034,2025-04-07T18.54.27.034,145.483,0.599,-0.840,-0.046
1744041267054,2025-04-07T18.54.27.054,145.503,0.552,-0.785,0.020
1744041267075,2025-04-07T18.54.27.075,145.524,0.488,-0.724,0.034
1744041267095,2025-04-07T18.54.27.095,145.544,0.417,-0.712,-0.009
1744041267114,2025-04-07T18.54.27.114,145.563,0.348,-0.682,-0.087
1744041267135,2025-04-07T18.54.27.135,145.584,0.295,-0.636,-0.168
1744041267155,2025-04-07T18.54.27.155,145.604,0.257,-0.628,-0.230
1744041267176,2025-04-07T18.54.27.176,145.625,0.260,-0.607,-0.259
1744041267196,2025-04-07T18.54.27.196,145.645,0.203,-0.573,-0.285
1744041267217,2025-04-07T18.54.27.217,145.666,0.159,-0.638,-0.324
1744041267236,2025-04-07T18.54.27.236,145.685,0.206,-0.837,-0.343
1744041267256,2025-04-07T18.54.27.256,145.705,0.192,-0.900,-0.342
1744041267277,2025-04-07T18.54.27.277,145.726,0.155,-0.984,-0.347
1744041267297,2025-04-07T18.54.27.297,145.746,0.161,-1.070,-0.361
1744041267318,2025-04-07T18.54.27.318,145.767,0.190,-1.119,-0.379
1744041267338,2025-04-07T18.54.27.338,145.787,0.206,-1.202,-0.362
1744041267357,2025-04-07T18.54.27.357,145.806,0.229,-1.288,-0.286
1744041267378,2025-04-07T18.54.27.378,145.827,0.210,-1.247,-0.257
1744041267398,2025-04-07T18.54.27.398,145.847,0.294,-1.048,-0.274
1744041267419,2025-04-07T18.54.27.419,145.868,0.416,-1.081,-0.257
1744041267439,2025-04-07T18.54.27.439,145.888,0.466,-1.130,-0.248
1744041267460,2025-04-07T18.54.27.460,145.909,0.517,-1.038,-0.241
1744041267479,2025-04-07T18.54.27.479,145.928,0.568,-0.929,-0.228
1744041267500,2025-04-07T18.54.27.500,145.949,0.600,-0.880,-0.202
1744041267520,2025-04-07T18.54.27.520,145.969,0.600,-0.795,-0.160
1744041267541,2025-04-07T18.54.27.541,145.990,0.574,-0.709,-0.125
1744041267561,2025-04-07T18.54.27.561,146.010,0.564,-0.694,-0.092
1744041267580,2025-04-07T18.54.27.580,146.029,0.555,-0.712,-0.079
1744041267601,2025-04-07T18.54.27.601,146.050,0.500,-0.679,-0.088
1744041267621,2025-04-07T18.54.27.621,146.070,0.437,-0.641,-0.109
1744041267642,2025-04-07T18.54.27.642,146.091,0.397,-0.655,-0.122
1744041267662,2025-04-07T18.54.27.662,146.111,0.377,-0.665,-0.122
1744041267683,2025-04-07T18.54.27.683,146.132,0.295,-0.703,-0.079
1744041267702,2025-04-07T18.54.27.702,146.151,0.197,-0.659,0.007
1744041267722,2025-04-07T18.54.27.722,146.171,0.192,-0.753,-0.033
1744041267743,2025-04-07T18.54.27.743,146.192,0.155,-0.735,-0.187
1744041267763,2025-04-07T18.54.27.763,146.212,0.125,-0.784,-0.260
1744041267784,2025-04-07T18.54.27.784,146.233,0.142,-0.940,-0.313
1744041267804,2025-04-07T18.54.27.804,146.253,0.165,-1.015,-0.330
1744041267823,2025-04-07T18.54.27.823,146.272,0.165,-0.953,-0.312
1744041267844,2025-04-07T18.54.27.844,146.293,0.173,-0.964,-0.302
1744041267864,2025-04-07T18.54.27.864,146.313,0.210,-1.006,-0.297
1744041267885,2025-04-07T18.54.27.885,146.334,0.238,-1.043,-0.305
1744041267905,2025-04-07T18.54.27.905,146.354,0.240,-1.104,-0.336
1744041267924,2025-04-07T18.54.27.924,146.373,0.255,-1.122,-0.344
1744041267945,2025-04-07T18.54.27.945,146.394,0.312,-1.078,-0.342
1744041267965,2025-04-07T18.54.27.965,146.414,0.389,-1.114,-0.340
1744041267986,2025-04-07T18.54.27.986,146.435,0.422,-1.194,-0.324
1744041268006,2025-04-07T18.54.28.006,146.455,0.480,-1.165,-0.278
1744041268027,2025-04-07T18.54.28.027,146.476,0.522,-1.003,-0.232
1744041268046,2025-04-07T18.54.28.046,146.495,0.560,-0.887,-0.182
1744041268066,2025-04-07T18.54.28.066,146.515,0.551,-0.832,-0.153
1744041268087,2025-04-07T18.54.28.087,146.536,0.532,-0.768,-0.166
1744041268107,2025-04-07T18.54.28.107,146.556,0.538,-0.754,-0.165
1744041268128,2025-04-07T18.54.28.128,146.577,0.517,-0.738,-0.171
1744041268148,2025-04-07T18.54.28.148,146.597,0.505,-0.725,-0.178
1744041268168,2025-04-07T18.54.28.168,146.617,0.472,-0.687,-0.179
1744041268188,2025-04-07T18.54.28.188,146.637,0.405,-0.656,-0.193
1744041268209,2025-04-07T18.54.28.209,146.658,0.357,-0.673,-0.236
1744041268229,2025-04-07T18.54.28.229,146.678,0.347,-0.707,-0.276
1744041268250,2025-04-07T18.54.28.250,146.699,0.307,-0.730,-0.292
1744041268270,2025-04-07T18.54.28.270,146.719,0.251,-0.686,-0.271
1744041268289,2025-04-07T18.54.28.289,146.738,0.195,-0.704,-0.244
1744041268310,2025-04-07T18.54.28.310,146.759,0.168,-0.755,-0.271
1744041268330,2025-04-07T18.54.28.330,146.779,0.173,-0.868,-0.291
1744041268351,2025-04-07T18.54.28.351,146.800,0.128,-0.940,-0.282
1744041268371,2025-04-07T18.54.28.371,146.820,0.107,-0.921,-0.288
1744041268390,2025-04-07T18.54.28.390,146.839,0.105,-0.960,-0.306
1744041268411,2025-04-07T18.54.28.411,146.860,0.101,-0.958,-0.371
1744041268431,2025-04-07T18.54.28.431,146.880,0.163,-1.042,-0.396
1744041268452,2025-04-07T18.54.28.452,146.901,0.175,-1.115,-0.400
1744041268472,2025-04-07T18.54.28.472,146.921,0.216,-1.192,-0.374
1744041268493,2025-04-07T18.54.28.493,146.942,0.270,-1.083,-0.364
1744041268512,2025-04-07T18.54.28.512,146.961,0.340,-1.078,-0.339
1744041268532,2025-04-07T18.54.28.532,146.981,0.386,-1.191,-0.286
1744041268553,2025-04-07T18.54.28.553,147.002,0.435,-1.159,-0.243
1744041268573,2025-04-07T18.54.28.573,147.022,0.496,-1.024,-0.233
1744041268594,2025-04-07T18.54.28.594,147.043,0.533,-0.948,-0.228
1744041268614,2025-04-07T18.54.28.614,147.063,0.556,-0.884,-0.191
1744041268633,2025-04-07T18.54.28.633,147.082,0.531,-0.780,-0.162
1744041268654,2025-04-07T18.54.28.654,147.103,0.544,-0.748,-0.136
1744041268674,2025-04-07T18.54.28.674,147.123,0.498,-0.664,-0.158
1744041268695,2025-04-07T18.54.28.695,147.144,0.469,-0.634,-0.203
1744041268715,2025-04-07T18.54.28.715,147.164,0.468,-0.710,-0.234
1744041268734,2025-04-07T18.54.28.734,147.183,0.467,-0.781,-0.226
1744041268755,2025-04-07T18.54.28.755,147.204,0.402,-0.732,-0.196
1744041268775,2025-04-07T18.54.28.775,147.224,0.302,-0.679,-0.239
1744041268796,2025-04-07T18.54.28.796,147.245,0.298,-0.705,-0.312
1744041268816,2025-04-07T18.54.28.816,147.265,0.316,-0.828,-0.321
1744041268837,2025-04-07T18.54.28.837,147.286,0.309,-0.923,-0.269
1744041268856,2025-04-07T18.54.28.856,147.305,0.226,-0.820,-0.208
1744041268876,2025-04-07T18.54.28.876,147.325,0.169,-0.790,-0.201
1744041268897,2025-04-07T18.54.28.897,147.346,0.173,-0.881,-0.209
1744041268918,2025-04-07T18.54.28.918,147.367,0.155,-0.914,-0.213
1744041268938,2025-04-07T18.54.28.938,147.387,0.140,-0.904,-0.228
1744041268959,2025-04-07T18.54.28.959,147.408,0.146,-0.918,-0.238
1744041268978,2025-04-07T18.54.28.978,147.427,0.164,-0.890,-0.272
1744041268998,2025-04-07T18.54.28.998,147.447,0.191,-0.937,-0.313
1744041269019,2025-04-07T18.54.29.019,147.468,0.213,-0.968,-0.340
1744041269039,2025-04-07T18.54.29.039,147.488,0.238,-0.980,-0.375
1744041269060,2025-04-07T18.54.29.060,147.509,0.279,-1.019,-0.403
1744041269080,2025-04-07T18.54.29.080,147.529,0.315,-1.025,-0.442
1744041269099,2025-04-07T18.54.29.099,147.548,0.391,-1.097,-0.427
1744041269120,2025-04-07T18.54.29.120,147.569,0.437,-1.101,-0.358
1744041269140,2025-04-07T18.54.29.140,147.589,0.464,-1.103,-0.316
1744041269161,2025-04-07T18.54.29.161,147.610,0.522,-1.007,-0.283
1744041269181,2025-04-07T18.54.29.181,147.630,0.545,-0.962,-0.237
1744041269200,2025-04-07T18.54.29.200,147.649,0.546,-0.930,-0.198
