epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744040481182,2025-04-07T18.41.21.182,0.000,0.267,-0.896,-0.223
1744040481201,2025-04-07T18.41.21.201,0.019,0.270,-0.894,-0.239
1744040481222,2025-04-07T18.41.21.222,0.040,0.260,-0.897,-0.249
1744040481242,2025-04-07T18.41.21.242,0.060,0.269,-0.905,-0.255
1744040481263,2025-04-07T18.41.21.263,0.081,0.266,-0.911,-0.251
1744040481283,2025-04-07T18.41.21.283,0.101,0.260,-0.901,-0.242
1744040481304,2025-04-07T18.41.21.304,0.122,0.257,-0.921,-0.240
1744040481323,2025-04-07T18.41.21.323,0.141,0.258,-0.916,-0.238
1744040481343,2025-04-07T18.41.21.343,0.161,0.255,-0.915,-0.234
1744040481364,2025-04-07T18.41.21.364,0.182,0.250,-0.911,-0.232
1744040481384,2025-04-07T18.41.21.384,0.202,0.249,-0.915,-0.231
1744040481405,2025-04-07T18.41.21.405,0.223,0.253,-0.919,-0.238
1744040481425,2025-04-07T18.41.21.425,0.243,0.252,-0.919,-0.242
1744040481444,2025-04-07T18.41.21.444,0.262,0.251,-0.920,-0.246
1744040481465,2025-04-07T18.41.21.465,0.283,0.253,-0.921,-0.248
1744040481485,2025-04-07T18.41.21.485,0.303,0.250,-0.925,-0.245
1744040481506,2025-04-07T18.41.21.506,0.324,0.252,-0.931,-0.243
1744040481526,2025-04-07T18.41.21.526,0.344,0.252,-0.928,-0.237
1744040481545,2025-04-07T18.41.21.545,0.363,0.251,-0.920,-0.235
1744040481566,2025-04-07T18.41.21.566,0.384,0.251,-0.916,-0.238
1744040481587,2025-04-07T18.41.21.587,0.405,0.249,-0.914,-0.241
1744040481607,2025-04-07T18.41.21.607,0.425,0.251,-0.917,-0.238
1744040481628,2025-04-07T18.41.21.628,0.446,0.252,-0.922,-0.231
1744040481648,2025-04-07T18.41.21.648,0.466,0.248,-0.922,-0.230
1744040481667,2025-04-07T18.41.21.667,0.485,0.251,-0.919,-0.233
1744040481688,2025-04-07T18.41.21.688,0.506,0.256,-0.913,-0.232
1744040481708,2025-04-07T18.41.21.708,0.526,0.256,-0.916,-0.231
1744040481729,2025-04-07T18.41.21.729,0.547,0.254,-0.913,-0.233
1744040481749,2025-04-07T18.41.21.749,0.567,0.253,-0.917,-0.233
1744040481770,2025-04-07T18.41.21.770,0.588,0.258,-0.915,-0.234
1744040481789,2025-04-07T18.41.21.789,0.607,0.257,-0.917,-0.233
1744040481809,2025-04-07T18.41.21.809,0.627,0.252,-0.915,-0.234
1744040481830,2025-04-07T18.41.21.830,0.648,0.249,-0.922,-0.231
1744040481850,2025-04-07T18.41.21.850,0.668,0.249,-0.921,-0.230
1744040481871,2025-04-07T18.41.21.871,0.689,0.250,-0.917,-0.231
1744040481891,2025-04-07T18.41.21.891,0.709,0.249,-0.914,-0.232
1744040481910,2025-04-07T18.41.21.910,0.728,0.245,-0.921,-0.233
1744040481931,2025-04-07T18.41.21.931,0.749,0.248,-0.921,-0.227
1744040481951,2025-04-07T18.41.21.951,0.769,0.249,-0.925,-0.224
1744040481972,2025-04-07T18.41.21.972,0.790,0.253,-0.919,-0.229
1744040481992,2025-04-07T18.41.21.992,0.810,0.252,-0.914,-0.237
1744040482011,2025-04-07T18.41.22.011,0.829,0.253,-0.916,-0.242
1744040482032,2025-04-07T18.41.22.032,0.850,0.251,-0.919,-0.242
1744040482052,2025-04-07T18.41.22.052,0.870,0.256,-0.920,-0.241
1744040482073,2025-04-07T18.41.22.073,0.891,0.258,-0.919,-0.235
1744040482093,2025-04-07T18.41.22.093,0.911,0.254,-0.919,-0.231
1744040482114,2025-04-07T18.41.22.114,0.932,0.255,-0.917,-0.232
1744040482133,2025-04-07T18.41.22.133,0.951,0.255,-0.914,-0.239
1744040482153,2025-04-07T18.41.22.153,0.971,0.254,-0.913,-0.240
1744040482174,2025-04-07T18.41.22.174,0.992,0.252,-0.912,-0.235
1744040482194,2025-04-07T18.41.22.194,1.012,0.255,-0.920,-0.234
1744040482215,2025-04-07T18.41.22.215,1.033,0.255,-0.913,-0.235
1744040482235,2025-04-07T18.41.22.235,1.053,0.254,-0.913,-0.239
1744040482254,2025-04-07T18.41.22.254,1.072,0.254,-0.910,-0.244
1744040482275,2025-04-07T18.41.22.275,1.093,0.253,-0.910,-0.243
1744040482295,2025-04-07T18.41.22.295,1.113,0.257,-0.915,-0.237
1744040482316,2025-04-07T18.41.22.316,1.134,0.263,-0.916,-0.233
1744040482337,2025-04-07T18.41.22.337,1.155,0.260,-0.925,-0.233
1744040482357,2025-04-07T18.41.22.357,1.175,0.257,-0.920,-0.240
1744040482376,2025-04-07T18.41.22.376,1.194,0.256,-0.915,-0.250
1744040482397,2025-04-07T18.41.22.397,1.215,0.254,-0.915,-0.251
1744040482417,2025-04-07T18.41.22.417,1.235,0.249,-0.917,-0.250
1744040482438,2025-04-07T18.41.22.438,1.256,0.254,-0.918,-0.242
1744040482458,2025-04-07T18.41.22.458,1.276,0.254,-0.921,-0.228
1744040482477,2025-04-07T18.41.22.477,1.295,0.254,-0.920,-0.225
1744040482498,2025-04-07T18.41.22.498,1.316,0.252,-0.922,-0.233
1744040482518,2025-04-07T18.41.22.518,1.336,0.255,-0.918,-0.245
1744040482539,2025-04-07T18.41.22.539,1.357,0.252,-0.920,-0.242
1744040482559,2025-04-07T18.41.22.559,1.377,0.251,-0.919,-0.236
1744040482580,2025-04-07T18.41.22.580,1.398,0.249,-0.915,-0.237
1744040482599,2025-04-07T18.41.22.599,1.417,0.253,-0.913,-0.237
1744040482619,2025-04-07T18.41.22.619,1.437,0.253,-0.910,-0.235
1744040482640,2025-04-07T18.41.22.640,1.458,0.258,-0.906,-0.238
1744040482660,2025-04-07T18.41.22.660,1.478,0.258,-0.906,-0.236
1744040482681,2025-04-07T18.41.22.681,1.499,0.254,-0.912,-0.237
1744040482701,2025-04-07T18.41.22.701,1.519,0.255,-0.921,-0.244
1744040482720,2025-04-07T18.41.22.720,1.538,0.257,-0.924,-0.244
1744040482741,2025-04-07T18.41.22.741,1.559,0.253,-0.920,-0.239
1744040482761,2025-04-07T18.41.22.761,1.579,0.247,-0.922,-0.242
1744040482782,2025-04-07T18.41.22.782,1.600,0.250,-0.923,-0.242
1744040482802,2025-04-07T18.41.22.802,1.620,0.251,-0.927,-0.236
1744040482823,2025-04-07T18.41.22.823,1.641,0.257,-0.923,-0.232
1744040482842,2025-04-07T18.41.22.842,1.660,0.259,-0.913,-0.230
1744040482862,2025-04-07T18.41.22.862,1.680,0.260,-0.905,-0.238
1744040482883,2025-04-07T18.41.22.883,1.701,0.260,-0.910,-0.249
1744040482903,2025-04-07T18.41.22.903,1.721,0.260,-0.914,-0.255
1744040482924,2025-04-07T18.41.22.924,1.742,0.258,-0.924,-0.248
1744040482943,2025-04-07T18.41.22.943,1.761,0.256,-0.921,-0.234
1744040482963,2025-04-07T18.41.22.963,1.781,0.254,-0.918,-0.228
1744040482984,2025-04-07T18.41.22.984,1.802,0.259,-0.913,-0.232
1744040483004,2025-04-07T18.41.23.004,1.822,0.258,-0.906,-0.237
1744040483025,2025-04-07T18.41.23.025,1.843,0.256,-0.905,-0.236
1744040483045,2025-04-07T18.41.23.045,1.863,0.255,-0.913,-0.237
1744040483065,2025-04-07T18.41.23.065,1.883,0.255,-0.923,-0.239
1744040483085,2025-04-07T18.41.23.085,1.903,0.258,-0.923,-0.238
1744040483106,2025-04-07T18.41.23.106,1.924,0.258,-0.921,-0.239
1744040483126,2025-04-07T18.41.23.126,1.944,0.256,-0.916,-0.241
1744040483147,2025-04-07T18.41.23.147,1.965,0.258,-0.917,-0.245
1744040483167,2025-04-07T18.41.23.167,1.985,0.260,-0.915,-0.244
1744040483186,2025-04-07T18.41.23.186,2.004,0.263,-0.919,-0.237
1744040483207,2025-04-07T18.41.23.207,2.025,0.259,-0.915,-0.235
1744040483227,2025-04-07T18.41.23.227,2.045,0.253,-0.914,-0.240
1744040483248,2025-04-07T18.41.23.248,2.066,0.253,-0.910,-0.244
1744040483268,2025-04-07T18.41.23.268,2.086,0.253,-0.909,-0.238
1744040483287,2025-04-07T18.41.23.287,2.105,0.255,-0.913,-0.240
1744040483308,2025-04-07T18.41.23.308,2.126,0.254,-0.913,-0.242
1744040483328,2025-04-07T18.41.23.328,2.146,0.255,-0.915,-0.242
1744040483349,2025-04-07T18.41.23.349,2.167,0.254,-0.917,-0.239
1744040483369,2025-04-07T18.41.23.369,2.187,0.256,-0.916,-0.237
1744040483390,2025-04-07T18.41.23.390,2.208,0.254,-0.915,-0.238
1744040483409,2025-04-07T18.41.23.409,2.227,0.254,-0.919,-0.240
1744040483429,2025-04-07T18.41.23.429,2.247,0.257,-0.921,-0.243
1744040483450,2025-04-07T18.41.23.450,2.268,0.259,-0.927,-0.240
1744040483470,2025-04-07T18.41.23.470,2.288,0.259,-0.918,-0.234
1744040483491,2025-04-07T18.41.23.491,2.309,0.258,-0.923,-0.236
1744040483511,2025-04-07T18.41.23.511,2.329,0.257,-0.916,-0.241
1744040483530,2025-04-07T18.41.23.530,2.348,0.253,-0.911,-0.243
1744040483551,2025-04-07T18.41.23.551,2.369,0.255,-0.906,-0.245
1744040483571,2025-04-07T18.41.23.571,2.389,0.251,-0.905,-0.243
1744040483592,2025-04-07T18.41.23.592,2.410,0.250,-0.909,-0.243
1744040483612,2025-04-07T18.41.23.612,2.430,0.252,-0.919,-0.239
1744040483633,2025-04-07T18.41.23.633,2.451,0.250,-0.921,-0.233
1744040483652,2025-04-07T18.41.23.652,2.470,0.249,-0.926,-0.229
1744040483672,2025-04-07T18.41.23.672,2.490,0.252,-0.922,-0.232
1744040483693,2025-04-07T18.41.23.693,2.511,0.251,-0.926,-0.236
1744040483713,2025-04-07T18.41.23.713,2.531,0.255,-0.922,-0.235
1744040483734,2025-04-07T18.41.23.734,2.552,0.257,-0.917,-0.231
1744040483753,2025-04-07T18.41.23.753,2.571,0.259,-0.911,-0.234
1744040483774,2025-04-07T18.41.23.774,2.592,0.261,-0.912,-0.240
1744040483794,2025-04-07T18.41.23.794,2.612,0.261,-0.915,-0.237
1744040483815,2025-04-07T18.41.23.815,2.633,0.258,-0.914,-0.238
1744040483835,2025-04-07T18.41.23.835,2.653,0.254,-0.912,-0.238
1744040483856,2025-04-07T18.41.23.856,2.674,0.250,-0.918,-0.238
1744040483876,2025-04-07T18.41.23.876,2.694,0.252,-0.920,-0.236
1744040483895,2025-04-07T18.41.23.895,2.713,0.250,-0.917,-0.232
1744040483916,2025-04-07T18.41.23.916,2.734,0.254,-0.919,-0.234
1744040483936,2025-04-07T18.41.23.936,2.754,0.253,-0.911,-0.239
1744040483957,2025-04-07T18.41.23.957,2.775,0.250,-0.910,-0.245
1744040483977,2025-04-07T18.41.23.977,2.795,0.247,-0.913,-0.243
1744040483996,2025-04-07T18.41.23.996,2.814,0.250,-0.921,-0.238
1744040484017,2025-04-07T18.41.24.017,2.835,0.254,-0.925,-0.232
1744040484037,2025-04-07T18.41.24.037,2.855,0.253,-0.922,-0.235
1744040484058,2025-04-07T18.41.24.058,2.876,0.253,-0.920,-0.239
1744040484078,2025-04-07T18.41.24.078,2.896,0.252,-0.917,-0.240
1744040484097,2025-04-07T18.41.24.097,2.915,0.257,-0.912,-0.238
1744040484118,2025-04-07T18.41.24.118,2.936,0.258,-0.914,-0.234
1744040484138,2025-04-07T18.41.24.138,2.956,0.260,-0.916,-0.234
1744040484159,2025-04-07T18.41.24.159,2.977,0.260,-0.916,-0.241
1744040484179,2025-04-07T18.41.24.179,2.997,0.261,-0.915,-0.246
1744040484200,2025-04-07T18.41.24.200,3.018,0.260,-0.913,-0.246
1744040484219,2025-04-07T18.41.24.219,3.037,0.260,-0.925,-0.242
1744040484239,2025-04-07T18.41.24.239,3.057,0.259,-0.921,-0.239
1744040484260,2025-04-07T18.41.24.260,3.078,0.258,-0.924,-0.238
1744040484280,2025-04-07T18.41.24.280,3.098,0.256,-0.918,-0.240
1744040484301,2025-04-07T18.41.24.301,3.119,0.253,-0.916,-0.239
1744040484321,2025-04-07T18.41.24.321,3.139,0.252,-0.914,-0.233
1744040484340,2025-04-07T18.41.24.340,3.158,0.250,-0.914,-0.230
1744040484361,2025-04-07T18.41.24.361,3.179,0.250,-0.917,-0.230
1744040484381,2025-04-07T18.41.24.381,3.199,0.251,-0.919,-0.231
1744040484402,2025-04-07T18.41.24.402,3.220,0.251,-0.922,-0.239
1744040484422,2025-04-07T18.41.24.422,3.240,0.252,-0.915,-0.244
1744040484443,2025-04-07T18.41.24.443,3.261,0.250,-0.919,-0.242
1744040484462,2025-04-07T18.41.24.462,3.280,0.252,-0.921,-0.238
1744040484483,2025-04-07T18.41.24.483,3.301,0.256,-0.917,-0.236
1744040484503,2025-04-07T18.41.24.503,3.321,0.253,-0.913,-0.237
1744040484524,2025-04-07T18.41.24.524,3.342,0.254,-0.912,-0.240
1744040484544,2025-04-07T18.41.24.544,3.362,0.255,-0.917,-0.235
1744040484563,2025-04-07T18.41.24.563,3.381,0.258,-0.912,-0.229
1744040484584,2025-04-07T18.41.24.584,3.402,0.255,-0.909,-0.235
1744040484604,2025-04-07T18.41.24.604,3.422,0.254,-0.909,-0.238
1744040484625,2025-04-07T18.41.24.625,3.443,0.256,-0.921,-0.231
1744040484645,2025-04-07T18.41.24.645,3.463,0.258,-0.920,-0.230
1744040484666,2025-04-07T18.41.24.666,3.484,0.255,-0.923,-0.238
1744040484685,2025-04-07T18.41.24.685,3.503,0.252,-0.922,-0.247
1744040484705,2025-04-07T18.41.24.705,3.523,0.253,-0.922,-0.250
1744040484726,2025-04-07T18.41.24.726,3.544,0.257,-0.926,-0.245
1744040484746,2025-04-07T18.41.24.746,3.564,0.255,-0.920,-0.240
1744040484767,2025-04-07T18.41.24.767,3.585,0.256,-0.917,-0.241
1744040484787,2025-04-07T18.41.24.787,3.605,0.255,-0.915,-0.239
1744040484806,2025-04-07T18.41.24.806,3.624,0.253,-0.910,-0.239
1744040484827,2025-04-07T18.41.24.827,3.645,0.253,-0.916,-0.243
1744040484847,2025-04-07T18.41.24.847,3.665,0.254,-0.917,-0.242
1744040484868,2025-04-07T18.41.24.868,3.686,0.250,-0.918,-0.237
1744040484888,2025-04-07T18.41.24.888,3.706,0.252,-0.924,-0.230
1744040484907,2025-04-07T18.41.24.907,3.725,0.254,-0.922,-0.227
1744040484928,2025-04-07T18.41.24.928,3.746,0.256,-0.921,-0.232
1744040484948,2025-04-07T18.41.24.948,3.766,0.250,-0.915,-0.243
1744040484969,2025-04-07T18.41.24.969,3.787,0.251,-0.912,-0.256
1744040484989,2025-04-07T18.41.24.989,3.807,0.259,-0.916,-0.250
1744040485010,2025-04-07T18.41.25.010,3.828,0.262,-0.911,-0.232
1744040485029,2025-04-07T18.41.25.029,3.847,0.260,-0.906,-0.228
1744040485049,2025-04-07T18.41.25.049,3.867,0.257,-0.899,-0.239
1744040485070,2025-04-07T18.41.25.070,3.888,0.252,-0.902,-0.240
1744040485090,2025-04-07T18.41.25.090,3.908,0.256,-0.912,-0.236
1744040485111,2025-04-07T18.41.25.111,3.929,0.256,-0.919,-0.227
1744040485131,2025-04-07T18.41.25.131,3.949,0.255,-0.921,-0.224
1744040485150,2025-04-07T18.41.25.150,3.968,0.248,-0.922,-0.237
1744040485171,2025-04-07T18.41.25.171,3.989,0.256,-0.923,-0.261
1744040485191,2025-04-07T18.41.25.191,4.009,0.257,-0.924,-0.259
1744040485212,2025-04-07T18.41.25.212,4.030,0.261,-0.924,-0.240
1744040485233,2025-04-07T18.41.25.233,4.051,0.270,-0.931,-0.215
1744040485253,2025-04-07T18.41.25.253,4.071,0.268,-0.923,-0.203
1744040485272,2025-04-07T18.41.25.272,4.090,0.267,-0.924,-0.210
1744040485293,2025-04-07T18.41.25.293,4.111,0.256,-0.910,-0.223
1744040485313,2025-04-07T18.41.25.313,4.131,0.250,-0.898,-0.264
1744040485334,2025-04-07T18.41.25.334,4.152,0.255,-0.914,-0.293
1744040485354,2025-04-07T18.41.25.354,4.172,0.257,-0.916,-0.284
1744040485373,2025-04-07T18.41.25.373,4.191,0.262,-0.936,-0.264
1744040485394,2025-04-07T18.41.25.394,4.212,0.269,-0.933,-0.251
1744040485414,2025-04-07T18.41.25.414,4.232,0.263,-0.901,-0.221
1744040485435,2025-04-07T18.41.25.435,4.253,0.259,-0.909,-0.196
1744040485455,2025-04-07T18.41.25.455,4.273,0.267,-0.918,-0.191
1744040485476,2025-04-07T18.41.25.476,4.294,0.266,-0.906,-0.197
1744040485495,2025-04-07T18.41.25.495,4.313,0.261,-0.903,-0.214
1744040485515,2025-04-07T18.41.25.515,4.333,0.259,-0.910,-0.239
1744040485536,2025-04-07T18.41.25.536,4.354,0.261,-0.925,-0.253
1744040485556,2025-04-07T18.41.25.556,4.374,0.260,-0.927,-0.255
1744040485577,2025-04-07T18.41.25.577,4.395,0.261,-0.936,-0.246
1744040485597,2025-04-07T18.41.25.597,4.415,0.255,-0.928,-0.237
1744040485616,2025-04-07T18.41.25.616,4.434,0.253,-0.922,-0.231
1744040485637,2025-04-07T18.41.25.637,4.455,0.250,-0.920,-0.218
1744040485657,2025-04-07T18.41.25.657,4.475,0.249,-0.922,-0.205
1744040485678,2025-04-07T18.41.25.678,4.496,0.247,-0.910,-0.200
1744040485698,2025-04-07T18.41.25.698,4.516,0.261,-0.905,-0.212
1744040485717,2025-04-07T18.41.25.717,4.535,0.269,-0.907,-0.216
1744040485738,2025-04-07T18.41.25.738,4.556,0.270,-0.911,-0.224
1744040485758,2025-04-07T18.41.25.758,4.576,0.272,-0.904,-0.237
1744040485779,2025-04-07T18.41.25.779,4.597,0.270,-0.901,-0.240
1744040485799,2025-04-07T18.41.25.799,4.617,0.271,-0.911,-0.239
1744040485820,2025-04-07T18.41.25.820,4.638,0.264,-0.917,-0.235
1744040485839,2025-04-07T18.41.25.839,4.657,0.262,-0.922,-0.228
1744040485859,2025-04-07T18.41.25.859,4.677,0.255,-0.926,-0.216
1744040485880,2025-04-07T18.41.25.880,4.698,0.256,-0.926,-0.213
1744040485900,2025-04-07T18.41.25.900,4.718,0.254,-0.927,-0.219
1744040485921,2025-04-07T18.41.25.921,4.739,0.251,-0.922,-0.227
1744040485941,2025-04-07T18.41.25.941,4.759,0.252,-0.915,-0.222
1744040485961,2025-04-07T18.41.25.961,4.779,0.255,-0.918,-0.223
1744040485981,2025-04-07T18.41.25.981,4.799,0.259,-0.917,-0.225
1744040486002,2025-04-07T18.41.26.002,4.820,0.258,-0.912,-0.223
1744040486022,2025-04-07T18.41.26.022,4.840,0.259,-0.914,-0.215
1744040486043,2025-04-07T18.41.26.043,4.861,0.254,-0.911,-0.216
1744040486063,2025-04-07T18.41.26.063,4.881,0.262,-0.910,-0.228
1744040486082,2025-04-07T18.41.26.082,4.900,0.264,-0.915,-0.228
1744040486103,2025-04-07T18.41.26.103,4.921,0.262,-0.925,-0.217
1744040486123,2025-04-07T18.41.26.123,4.941,0.267,-0.922,-0.215
1744040486144,2025-04-07T18.41.26.144,4.962,0.270,-0.913,-0.223
1744040486164,2025-04-07T18.41.26.164,4.982,0.270,-0.904,-0.231
1744040486185,2025-04-07T18.41.26.185,5.003,0.272,-0.904,-0.235
1744040486204,2025-04-07T18.41.26.204,5.022,0.273,-0.910,-0.240
1744040486224,2025-04-07T18.41.26.224,5.042,0.273,-0.913,-0.248
1744040486245,2025-04-07T18.41.26.245,5.063,0.275,-0.923,-0.248
1744040486265,2025-04-07T18.41.26.265,5.083,0.273,-0.920,-0.243
1744040486286,2025-04-07T18.41.26.286,5.104,0.272,-0.919,-0.245
1744040486305,2025-04-07T18.41.26.305,5.123,0.272,-0.911,-0.248
1744040486325,2025-04-07T18.41.26.325,5.143,0.268,-0.908,-0.249
1744040486346,2025-04-07T18.41.26.346,5.164,0.271,-0.912,-0.244
1744040486366,2025-04-07T18.41.26.366,5.184,0.269,-0.918,-0.236
1744040486387,2025-04-07T18.41.26.387,5.205,0.268,-0.920,-0.234
1744040486407,2025-04-07T18.41.26.407,5.225,0.270,-0.920,-0.236
1744040486426,2025-04-07T18.41.26.426,5.244,0.266,-0.923,-0.235
1744040486447,2025-04-07T18.41.26.447,5.265,0.264,-0.923,-0.232
1744040486467,2025-04-07T18.41.26.467,5.285,0.259,-0.914,-0.233
1744040486488,2025-04-07T18.41.26.488,5.306,0.269,-0.909,-0.235
1744040486508,2025-04-07T18.41.26.508,5.326,0.279,-0.906,-0.236
1744040486529,2025-04-07T18.41.26.529,5.347,0.279,-0.903,-0.241
1744040486548,2025-04-07T18.41.26.548,5.366,0.280,-0.905,-0.248
1744040486568,2025-04-07T18.41.26.568,5.386,0.283,-0.914,-0.250
1744040486589,2025-04-07T18.41.26.589,5.407,0.282,-0.915,-0.250
1744040486609,2025-04-07T18.41.26.609,5.427,0.279,-0.919,-0.242
1744040486630,2025-04-07T18.41.26.630,5.448,0.274,-0.920,-0.231
1744040486649,2025-04-07T18.41.26.649,5.467,0.265,-0.918,-0.224
1744040486670,2025-04-07T18.41.26.670,5.488,0.266,-0.916,-0.226
1744040486690,2025-04-07T18.41.26.690,5.508,0.260,-0.914,-0.226
1744040486711,2025-04-07T18.41.26.711,5.529,0.258,-0.915,-0.224
1744040486731,2025-04-07T18.41.26.731,5.549,0.258,-0.913,-0.219
1744040486752,2025-04-07T18.41.26.752,5.570,0.262,-0.918,-0.219
1744040486771,2025-04-07T18.41.26.771,5.589,0.263,-0.911,-0.226
1744040486791,2025-04-07T18.41.26.791,5.609,0.263,-0.910,-0.235
1744040486812,2025-04-07T18.41.26.812,5.630,0.260,-0.915,-0.240
1744040486832,2025-04-07T18.41.26.832,5.650,0.258,-0.911,-0.236
1744040486853,2025-04-07T18.41.26.853,5.671,0.258,-0.912,-0.229
1744040486873,2025-04-07T18.41.26.873,5.691,0.258,-0.912,-0.227
1744040486892,2025-04-07T18.41.26.892,5.710,0.263,-0.912,-0.230
1744040486913,2025-04-07T18.41.26.913,5.731,0.264,-0.914,-0.234
1744040486933,2025-04-07T18.41.26.933,5.751,0.264,-0.917,-0.235
1744040486954,2025-04-07T18.41.26.954,5.772,0.262,-0.917,-0.242
1744040486974,2025-04-07T18.41.26.974,5.792,0.263,-0.923,-0.243
1744040486995,2025-04-07T18.41.26.995,5.813,0.267,-0.929,-0.236
1744040487014,2025-04-07T18.41.27.014,5.832,0.265,-0.925,-0.232
1744040487034,2025-04-07T18.41.27.034,5.852,0.266,-0.924,-0.234
1744040487055,2025-04-07T18.41.27.055,5.873,0.264,-0.921,-0.233
1744040487075,2025-04-07T18.41.27.075,5.893,0.264,-0.916,-0.230
1744040487096,2025-04-07T18.41.27.096,5.914,0.265,-0.913,-0.227
1744040487115,2025-04-07T18.41.27.115,5.933,0.267,-0.908,-0.230
1744040487135,2025-04-07T18.41.27.135,5.953,0.267,-0.905,-0.232
1744040487156,2025-04-07T18.41.27.156,5.974,0.265,-0.907,-0.229
1744040487176,2025-04-07T18.41.27.176,5.994,0.260,-0.912,-0.227
1744040487197,2025-04-07T18.41.27.197,6.015,0.265,-0.912,-0.229
1744040487217,2025-04-07T18.41.27.217,6.035,0.264,-0.914,-0.228
1744040487236,2025-04-07T18.41.27.236,6.054,0.265,-0.913,-0.232
1744040487257,2025-04-07T18.41.27.257,6.075,0.266,-0.920,-0.230
1744040487277,2025-04-07T18.41.27.277,6.095,0.264,-0.926,-0.221
1744040487298,2025-04-07T18.41.27.298,6.116,0.266,-0.920,-0.225
1744040487318,2025-04-07T18.41.27.318,6.136,0.270,-0.915,-0.232
1744040487339,2025-04-07T18.41.27.339,6.157,0.268,-0.910,-0.236
1744040487358,2025-04-07T18.41.27.358,6.176,0.265,-0.917,-0.240
1744040487378,2025-04-07T18.41.27.378,6.196,0.269,-0.915,-0.237
1744040487399,2025-04-07T18.41.27.399,6.217,0.270,-0.918,-0.231
1744040487420,2025-04-07T18.41.27.420,6.238,0.269,-0.916,-0.226
1744040487440,2025-04-07T18.41.27.440,6.258,0.270,-0.915,-0.221
1744040487459,2025-04-07T18.41.27.459,6.277,0.267,-0.910,-0.225
1744040487480,2025-04-07T18.41.27.480,6.298,0.265,-0.912,-0.234
1744040487500,2025-04-07T18.41.27.500,6.318,0.263,-0.914,-0.241
1744040487521,2025-04-07T18.41.27.521,6.339,0.263,-0.911,-0.243
1744040487541,2025-04-07T18.41.27.541,6.359,0.263,-0.913,-0.243
1744040487562,2025-04-07T18.41.27.562,6.380,0.269,-0.917,-0.238
1744040487581,2025-04-07T18.41.27.581,6.399,0.267,-0.919,-0.233
1744040487601,2025-04-07T18.41.27.601,6.419,0.264,-0.919,-0.236
1744040487622,2025-04-07T18.41.27.622,6.440,0.263,-0.917,-0.243
1744040487642,2025-04-07T18.41.27.642,6.460,0.266,-0.910,-0.241
1744040487663,2025-04-07T18.41.27.663,6.481,0.263,-0.918,-0.235
1744040487683,2025-04-07T18.41.27.683,6.501,0.261,-0.922,-0.231
1744040487702,2025-04-07T18.41.27.702,6.520,0.263,-0.922,-0.230
1744040487723,2025-04-07T18.41.27.723,6.541,0.266,-0.920,-0.227
1744040487743,2025-04-07T18.41.27.743,6.561,0.264,-0.913,-0.231
1744040487764,2025-04-07T18.41.27.764,6.582,0.266,-0.911,-0.233
1744040487784,2025-04-07T18.41.27.784,6.602,0.266,-0.910,-0.233
1744040487805,2025-04-07T18.41.27.805,6.623,0.271,-0.919,-0.233
1744040487824,2025-04-07T18.41.27.824,6.642,0.269,-0.919,-0.232
1744040487844,2025-04-07T18.41.27.844,6.662,0.263,-0.916,-0.237
1744040487865,2025-04-07T18.41.27.865,6.683,0.262,-0.912,-0.239
1744040487885,2025-04-07T18.41.27.885,6.703,0.262,-0.911,-0.234
1744040487906,2025-04-07T18.41.27.906,6.724,0.266,-0.913,-0.222
1744040487925,2025-04-07T18.41.27.925,6.743,0.258,-0.905,-0.221
1744040487945,2025-04-07T18.41.27.945,6.763,0.257,-0.910,-0.229
1744040487966,2025-04-07T18.41.27.966,6.784,0.260,-0.906,-0.232
1744040487986,2025-04-07T18.41.27.986,6.804,0.260,-0.905,-0.238
1744040488007,2025-04-07T18.41.28.007,6.825,0.260,-0.914,-0.246
1744040488027,2025-04-07T18.41.28.027,6.845,0.257,-0.911,-0.239
1744040488046,2025-04-07T18.41.28.046,6.864,0.262,-0.921,-0.227
1744040488067,2025-04-07T18.41.28.067,6.885,0.265,-0.923,-0.227
1744040488087,2025-04-07T18.41.28.087,6.905,0.263,-0.924,-0.233
1744040488108,2025-04-07T18.41.28.108,6.926,0.260,-0.923,-0.236
1744040488128,2025-04-07T18.41.28.128,6.946,0.260,-0.923,-0.237
1744040488149,2025-04-07T18.41.28.149,6.967,0.263,-0.917,-0.239
1744040488168,2025-04-07T18.41.28.168,6.986,0.260,-0.914,-0.241
1744040488189,2025-04-07T18.41.28.189,7.007,0.264,-0.914,-0.242
1744040488209,2025-04-07T18.41.28.209,7.027,0.264,-0.912,-0.236
1744040488230,2025-04-07T18.41.28.230,7.048,0.264,-0.913,-0.232
1744040488250,2025-04-07T18.41.28.250,7.068,0.264,-0.912,-0.233
1744040488269,2025-04-07T18.41.28.269,7.087,0.262,-0.913,-0.237
1744040488290,2025-04-07T18.41.28.290,7.108,0.265,-0.918,-0.236
1744040488310,2025-04-07T18.41.28.310,7.128,0.264,-0.916,-0.234
1744040488331,2025-04-07T18.41.28.331,7.149,0.262,-0.914,-0.234
1744040488351,2025-04-07T18.41.28.351,7.169,0.261,-0.913,-0.236
1744040488372,2025-04-07T18.41.28.372,7.190,0.263,-0.915,-0.238
1744040488391,2025-04-07T18.41.28.391,7.209,0.266,-0.917,-0.233
