epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744040507024,2025-04-07T18.41.47.024,25.842,0.015,-0.481,-0.299
1744040507044,2025-04-07T18.41.47.044,25.862,-0.015,-0.911,-0.309
1744040507065,2025-04-07T18.41.47.065,25.883,-0.017,-1.543,-0.344
1744040507084,2025-04-07T18.41.47.084,25.902,0.133,-2.249,-0.403
1744040507104,2025-04-07T18.41.47.104,25.922,0.279,-2.771,-0.472
1744040507125,2025-04-07T18.41.47.125,25.943,0.329,-2.884,-0.505
1744040507145,2025-04-07T18.41.47.145,25.963,0.224,-2.515,-0.519
1744040507166,2025-04-07T18.41.47.166,25.984,0.115,-1.860,-0.550
1744040507185,2025-04-07T18.41.47.185,26.003,0.043,-1.446,-0.519
1744040507205,2025-04-07T18.41.47.205,26.023,0.020,-1.244,-0.416
1744040507226,2025-04-07T18.41.47.226,26.044,0.003,-0.997,-0.288
1744040507246,2025-04-07T18.41.47.246,26.064,-0.037,-0.518,-0.209
1744040507267,2025-04-07T18.41.47.267,26.085,-0.018,-0.072,-0.208
1744040507287,2025-04-07T18.41.47.287,26.105,0.078,0.173,-0.249
1744040507306,2025-04-07T18.41.47.306,26.124,0.170,0.255,-0.242
1744040507327,2025-04-07T18.41.47.327,26.145,0.181,0.329,-0.177
1744040507347,2025-04-07T18.41.47.347,26.165,0.194,0.285,-0.103
1744040507368,2025-04-07T18.41.47.368,26.186,0.142,0.111,-0.079
1744040507388,2025-04-07T18.41.47.388,26.206,0.122,-0.177,-0.101
1744040507409,2025-04-07T18.41.47.409,26.227,0.086,-0.595,-0.176
1744040507428,2025-04-07T18.41.47.428,26.246,0.064,-1.046,-0.262
1744040507448,2025-04-07T18.41.47.448,26.266,0.159,-1.585,-0.337
1744040507469,2025-04-07T18.41.47.469,26.287,0.292,-2.092,-0.422
1744040507489,2025-04-07T18.41.47.489,26.307,0.423,-2.455,-0.475
1744040507510,2025-04-07T18.41.47.510,26.328,0.444,-2.442,-0.467
1744040507529,2025-04-07T18.41.47.529,26.347,0.360,-2.081,-0.429
1744040507549,2025-04-07T18.41.47.549,26.367,0.292,-1.662,-0.371
1744040507570,2025-04-07T18.41.47.570,26.388,0.248,-1.415,-0.296
1744040507590,2025-04-07T18.41.47.590,26.408,0.128,-1.065,-0.281
1744040507611,2025-04-07T18.41.47.611,26.429,0.080,-0.653,-0.322
1744040507631,2025-04-07T18.41.47.631,26.449,0.134,-0.489,-0.385
1744040507650,2025-04-07T18.41.47.650,26.468,0.181,-0.384,-0.393
1744040507671,2025-04-07T18.41.47.671,26.489,0.130,-0.169,-0.365
1744040507691,2025-04-07T18.41.47.691,26.509,0.112,0.077,-0.350
1744040507712,2025-04-07T18.41.47.712,26.530,0.183,0.125,-0.309
1744040507733,2025-04-07T18.41.47.733,26.551,0.213,0.061,-0.238
1744040507753,2025-04-07T18.41.47.753,26.571,0.184,0.008,-0.180
1744040507772,2025-04-07T18.41.47.772,26.590,0.161,-0.078,-0.162
1744040507793,2025-04-07T18.41.47.793,26.611,0.144,-0.275,-0.176
1744040507813,2025-04-07T18.41.47.813,26.631,0.108,-0.549,-0.218
1744040507834,2025-04-07T18.41.47.834,26.652,0.125,-0.912,-0.266
1744040507854,2025-04-07T18.41.47.854,26.672,0.121,-1.325,-0.359
1744040507875,2025-04-07T18.41.47.875,26.693,0.256,-1.854,-0.467
1744040507894,2025-04-07T18.41.47.894,26.712,0.330,-2.266,-0.562
1744040507914,2025-04-07T18.41.47.914,26.732,0.352,-2.346,-0.628
1744040507935,2025-04-07T18.41.47.935,26.753,0.327,-2.123,-0.682
1744040507955,2025-04-07T18.41.47.955,26.773,0.282,-1.875,-0.681
1744040507976,2025-04-07T18.41.47.976,26.794,0.183,-1.561,-0.613
1744040507995,2025-04-07T18.41.47.995,26.813,0.099,-1.242,-0.492
1744040508015,2025-04-07T18.41.48.015,26.833,0.104,-0.926,-0.318
1744040508036,2025-04-07T18.41.48.036,26.854,0.107,-0.643,-0.144
1744040508056,2025-04-07T18.41.48.056,26.874,0.065,-0.309,-0.064
1744040508077,2025-04-07T18.41.48.077,26.895,0.089,0.020,-0.067
1744040508097,2025-04-07T18.41.48.097,26.915,0.165,0.202,-0.101
1744040508116,2025-04-07T18.41.48.116,26.934,0.193,0.326,-0.102
1744040508137,2025-04-07T18.41.48.137,26.955,0.132,0.365,-0.066
1744040508157,2025-04-07T18.41.48.157,26.975,0.145,0.167,-0.048
1744040508178,2025-04-07T18.41.48.178,26.996,0.133,-0.053,-0.079
1744040508198,2025-04-07T18.41.48.198,27.016,0.043,-0.312,-0.169
1744040508219,2025-04-07T18.41.48.219,27.037,0.026,-0.835,-0.265
1744040508238,2025-04-07T18.41.48.238,27.056,0.016,-1.328,-0.397
1744040508258,2025-04-07T18.41.48.258,27.076,0.159,-1.890,-0.565
1744040508279,2025-04-07T18.41.48.279,27.097,0.296,-2.420,-0.719
1744040508299,2025-04-07T18.41.48.299,27.117,0.252,-2.463,-0.871
1744040508320,2025-04-07T18.41.48.320,27.138,0.231,-2.149,-0.983
1744040508339,2025-04-07T18.41.48.339,27.157,0.224,-1.765,-0.975
1744040508359,2025-04-07T18.41.48.359,27.177,0.179,-1.531,-0.873
1744040508380,2025-04-07T18.41.48.380,27.198,0.118,-1.345,-0.698
1744040508400,2025-04-07T18.41.48.400,27.218,0.069,-1.039,-0.458
1744040508421,2025-04-07T18.41.48.421,27.239,0.063,-0.742,-0.214
1744040508441,2025-04-07T18.41.48.441,27.259,0.090,-0.443,-0.056
1744040508461,2025-04-07T18.41.48.461,27.279,0.099,-0.206,-0.041
1744040508481,2025-04-07T18.41.48.481,27.299,0.188,-0.073,-0.066
1744040508502,2025-04-07T18.41.48.502,27.320,0.265,0.035,-0.066
1744040508522,2025-04-07T18.41.48.522,27.340,0.273,0.209,-0.026
1744040508543,2025-04-07T18.41.48.543,27.361,0.235,0.288,0.019
1744040508563,2025-04-07T18.41.48.563,27.381,0.203,0.207,0.027
1744040508582,2025-04-07T18.41.48.582,27.400,0.157,0.081,0.023
1744040508603,2025-04-07T18.41.48.603,27.421,0.065,-0.070,-0.017
1744040508623,2025-04-07T18.41.48.623,27.441,-0.043,-0.342,-0.142
1744040508644,2025-04-07T18.41.48.644,27.462,-0.092,-0.711,-0.304
1744040508664,2025-04-07T18.41.48.664,27.482,-0.139,-1.177,-0.509
1744040508685,2025-04-07T18.41.48.685,27.503,-0.014,-1.971,-0.734
1744040508704,2025-04-07T18.41.48.704,27.522,0.121,-2.570,-0.934
1744040508724,2025-04-07T18.41.48.724,27.542,0.210,-2.739,-1.063
1744040508745,2025-04-07T18.41.48.745,27.563,0.214,-2.467,-1.098
1744040508765,2025-04-07T18.41.48.765,27.583,0.172,-2.083,-1.042
1744040508786,2025-04-07T18.41.48.786,27.604,0.099,-1.652,-0.936
1744040508805,2025-04-07T18.41.48.805,27.623,0.041,-1.364,-0.802
1744040508825,2025-04-07T18.41.48.825,27.643,-0.004,-1.083,-0.627
1744040508846,2025-04-07T18.41.48.846,27.664,-0.018,-0.773,-0.417
1744040508866,2025-04-07T18.41.48.866,27.684,0.049,-0.513,-0.226
1744040508887,2025-04-07T18.41.48.887,27.705,0.125,-0.314,-0.075
1744040508907,2025-04-07T18.41.48.907,27.725,0.171,-0.189,0.068
1744040508926,2025-04-07T18.41.48.926,27.744,0.174,-0.108,0.180
1744040508947,2025-04-07T18.41.48.947,27.765,0.203,0.057,0.233
1744040508967,2025-04-07T18.41.48.967,27.785,0.235,0.235,0.224
1744040508988,2025-04-07T18.41.48.988,27.806,0.249,0.298,0.195
1744040509008,2025-04-07T18.41.49.008,27.826,0.210,0.292,0.118
1744040509029,2025-04-07T18.41.49.029,27.847,0.153,0.241,0.012
1744040509048,2025-04-07T18.41.49.048,27.866,0.100,0.106,-0.097
1744040509068,2025-04-07T18.41.49.068,27.886,0.010,-0.129,-0.245
1744040509089,2025-04-07T18.41.49.089,27.907,-0.062,-0.545,-0.415
1744040509109,2025-04-07T18.41.49.109,27.927,-0.103,-1.080,-0.599
1744040509130,2025-04-07T18.41.49.130,27.948,-0.014,-1.760,-0.773
1744040509150,2025-04-07T18.41.49.150,27.968,0.102,-2.378,-0.918
1744040509170,2025-04-07T18.41.49.170,27.988,0.211,-2.693,-1.006
1744040509190,2025-04-07T18.41.49.190,28.008,0.280,-2.688,-0.978
1744040509211,2025-04-07T18.41.49.211,28.029,0.227,-2.367,-0.880
1744040509231,2025-04-07T18.41.49.231,28.049,0.139,-1.847,-0.759
1744040509252,2025-04-07T18.41.49.252,28.070,0.042,-1.427,-0.622
1744040509271,2025-04-07T18.41.49.271,28.089,-0.001,-1.165,-0.484
1744040509291,2025-04-07T18.41.49.291,28.109,-0.010,-0.799,-0.338
1744040509312,2025-04-07T18.41.49.312,28.130,0.006,-0.433,-0.199
1744040509332,2025-04-07T18.41.49.332,28.150,0.054,-0.143,-0.110
1744040509353,2025-04-07T18.41.49.353,28.171,0.107,0.075,-0.080
1744040509373,2025-04-07T18.41.49.373,28.191,0.192,0.194,-0.067
1744040509392,2025-04-07T18.41.49.392,28.210,0.215,0.258,-0.055
1744040509413,2025-04-07T18.41.49.413,28.231,0.154,0.304,-0.045
1744040509433,2025-04-07T18.41.49.433,28.251,0.116,0.135,-0.037
1744040509454,2025-04-07T18.41.49.454,28.272,0.075,-0.063,-0.064
1744040509474,2025-04-07T18.41.49.474,28.292,0.004,-0.366,-0.158
1744040509495,2025-04-07T18.41.49.495,28.313,-0.015,-0.864,-0.286
1744040509514,2025-04-07T18.41.49.514,28.332,-0.031,-1.330,-0.419
1744040509534,2025-04-07T18.41.49.534,28.352,0.004,-1.881,-0.564
1744040509555,2025-04-07T18.41.49.555,28.373,0.150,-2.368,-0.708
1744040509575,2025-04-07T18.41.49.575,28.393,0.194,-2.521,-0.815
1744040509596,2025-04-07T18.41.49.596,28.414,0.186,-2.411,-0.847
1744040509616,2025-04-07T18.41.49.616,28.434,0.127,-1.934,-0.800
1744040509635,2025-04-07T18.41.49.635,28.453,0.049,-1.545,-0.711
1744040509656,2025-04-07T18.41.49.656,28.474,0.007,-1.269,-0.597
1744040509676,2025-04-07T18.41.49.676,28.494,-0.023,-0.948,-0.453
1744040509697,2025-04-07T18.41.49.697,28.515,0.013,-0.606,-0.315
1744040509717,2025-04-07T18.41.49.717,28.535,0.103,-0.344,-0.191
1744040509736,2025-04-07T18.41.49.736,28.554,0.161,-0.154,-0.105
1744040509757,2025-04-07T18.41.49.757,28.575,0.202,-0.023,-0.038
1744040509777,2025-04-07T18.41.49.777,28.595,0.253,0.075,0.000
1744040509798,2025-04-07T18.41.49.798,28.616,0.276,0.168,0.026
1744040509818,2025-04-07T18.41.49.818,28.636,0.249,0.238,0.032
1744040509839,2025-04-07T18.41.49.839,28.657,0.224,0.184,0.011
1744040509858,2025-04-07T18.41.49.858,28.676,0.135,0.022,-0.050
1744040509878,2025-04-07T18.41.49.878,28.696,0.106,-0.256,-0.140
1744040509899,2025-04-07T18.41.49.899,28.717,0.026,-0.570,-0.280
1744040509920,2025-04-07T18.41.49.920,28.738,-0.026,-1.023,-0.452
1744040509940,2025-04-07T18.41.49.940,28.758,0.066,-1.571,-0.634
1744040509961,2025-04-07T18.41.49.961,28.779,0.144,-2.084,-0.800
1744040509980,2025-04-07T18.41.49.980,28.798,0.243,-2.523,-0.905
1744040510000,2025-04-07T18.41.50.000,28.818,0.252,-2.507,-0.909
1744040510021,2025-04-07T18.41.50.021,28.839,0.200,-2.158,-0.834
1744040510041,2025-04-07T18.41.50.041,28.859,0.100,-1.689,-0.759
1744040510062,2025-04-07T18.41.50.062,28.880,0.016,-1.392,-0.672
1744040510082,2025-04-07T18.41.50.082,28.900,-0.032,-1.120,-0.529
1744040510101,2025-04-07T18.41.50.101,28.919,-0.036,-0.733,-0.322
1744040510122,2025-04-07T18.41.50.122,28.940,0.056,-0.391,-0.163
1744040510142,2025-04-07T18.41.50.142,28.960,0.130,-0.154,-0.123
1744040510163,2025-04-07T18.41.50.163,28.981,0.187,-0.007,-0.110
1744040510183,2025-04-07T18.41.50.183,29.001,0.239,0.108,-0.073
1744040510202,2025-04-07T18.41.50.202,29.020,0.279,0.220,-0.000
1744040510223,2025-04-07T18.41.50.223,29.041,0.259,0.272,0.060
1744040510243,2025-04-07T18.41.50.243,29.061,0.244,0.212,0.080
1744040510264,2025-04-07T18.41.50.264,29.082,0.164,0.056,0.034
1744040510284,2025-04-07T18.41.50.284,29.102,0.023,-0.175,-0.087
1744040510305,2025-04-07T18.41.50.305,29.123,-0.036,-0.466,-0.262
1744040510324,2025-04-07T18.41.50.324,29.142,-0.017,-0.945,-0.457
1744040510344,2025-04-07T18.41.50.344,29.162,-0.067,-1.431,-0.654
1744040510365,2025-04-07T18.41.50.365,29.183,-0.099,-1.909,-0.822
1744040510385,2025-04-07T18.41.50.385,29.203,0.077,-2.377,-0.967
1744040510406,2025-04-07T18.41.50.406,29.224,0.233,-2.483,-1.001
1744040510426,2025-04-07T18.41.50.426,29.244,0.183,-2.388,-0.977
1744040510445,2025-04-07T18.41.50.445,29.263,0.071,-1.940,-0.904
1744040510466,2025-04-07T18.41.50.466,29.284,-0.040,-1.530,-0.807
1744040510486,2025-04-07T18.41.50.486,29.304,-0.075,-1.248,-0.683
1744040510507,2025-04-07T18.41.50.507,29.325,-0.068,-0.986,-0.520
1744040510527,2025-04-07T18.41.50.527,29.345,-0.048,-0.718,-0.331
1744040510548,2025-04-07T18.41.50.548,29.366,0.040,-0.419,-0.147
1744040510567,2025-04-07T18.41.50.567,29.385,0.099,-0.175,-0.030
1744040510587,2025-04-07T18.41.50.587,29.405,0.115,0.129,-0.008
1744040510608,2025-04-07T18.41.50.608,29.426,0.195,0.291,-0.023
1744040510628,2025-04-07T18.41.50.628,29.446,0.204,0.432,-0.035
1744040510649,2025-04-07T18.41.50.649,29.467,0.152,0.505,-0.048
1744040510668,2025-04-07T18.41.50.668,29.486,0.102,0.343,-0.077
1744040510689,2025-04-07T18.41.50.689,29.507,0.059,0.045,-0.117
1744040510709,2025-04-07T18.41.50.709,29.527,0.030,-0.396,-0.191
1744040510730,2025-04-07T18.41.50.730,29.548,-0.054,-0.979,-0.285
1744040510750,2025-04-07T18.41.50.750,29.568,-0.114,-1.589,-0.402
1744040510771,2025-04-07T18.41.50.771,29.589,-0.019,-2.091,-0.563
1744040510790,2025-04-07T18.41.50.790,29.608,0.093,-2.461,-0.737
1744040510810,2025-04-07T18.41.50.810,29.628,0.106,-2.621,-0.855
1744040510831,2025-04-07T18.41.50.831,29.649,0.098,-2.432,-0.890
1744040510851,2025-04-07T18.41.50.851,29.669,0.060,-1.957,-0.828
1744040510872,2025-04-07T18.41.50.872,29.690,-0.006,-1.584,-0.710
1744040510892,2025-04-07T18.41.50.892,29.710,-0.056,-1.326,-0.551
1744040510911,2025-04-07T18.41.50.911,29.729,-0.070,-1.006,-0.347
1744040510932,2025-04-07T18.41.50.932,29.750,-0.048,-0.646,-0.157
1744040510952,2025-04-07T18.41.50.952,29.770,0.012,-0.257,-0.014
1744040510973,2025-04-07T18.41.50.973,29.791,0.098,0.025,0.027
1744040510993,2025-04-07T18.41.50.993,29.811,0.217,0.236,-0.020
1744040511014,2025-04-07T18.41.51.014,29.832,0.316,0.371,-0.072
1744040511033,2025-04-07T18.41.51.033,29.851,0.303,0.425,-0.080
1744040511053,2025-04-07T18.41.51.053,29.871,0.245,0.382,-0.062
1744040511074,2025-04-07T18.41.51.074,29.892,0.180,0.182,-0.050
1744040511094,2025-04-07T18.41.51.094,29.912,0.081,-0.107,-0.078
1744040511115,2025-04-07T18.41.51.115,29.933,-0.032,-0.505,-0.152
1744040511134,2025-04-07T18.41.51.134,29.952,-0.132,-1.069,-0.242
1744040511154,2025-04-07T18.41.51.154,29.972,-0.079,-1.686,-0.357
1744040511175,2025-04-07T18.41.51.175,29.993,0.085,-2.355,-0.482
1744040511195,2025-04-07T18.41.51.195,30.013,0.194,-2.747,-0.562
1744040511216,2025-04-07T18.41.51.216,30.034,0.273,-2.645,-0.585
1744040511236,2025-04-07T18.41.51.236,30.054,0.197,-2.228,-0.559
1744040511255,2025-04-07T18.41.51.255,30.073,0.098,-1.701,-0.478
1744040511276,2025-04-07T18.41.51.276,30.094,0.031,-1.398,-0.381
1744040511296,2025-04-07T18.41.51.296,30.114,0.046,-1.153,-0.269
1744040511317,2025-04-07T18.41.51.317,30.135,0.101,-0.783,-0.141
1744040511337,2025-04-07T18.41.51.337,30.155,0.095,-0.454,-0.013
1744040511358,2025-04-07T18.41.51.358,30.176,0.177,-0.225,0.046
1744040511377,2025-04-07T18.41.51.377,30.195,0.251,-0.043,0.008
1744040511398,2025-04-07T18.41.51.398,30.216,0.320,0.000,-0.068
1744040511418,2025-04-07T18.41.51.418,30.236,0.340,0.052,-0.109
1744040511439,2025-04-07T18.41.51.439,30.257,0.317,0.162,-0.106
1744040511459,2025-04-07T18.41.51.459,30.277,0.260,0.248,-0.091
1744040511478,2025-04-07T18.41.51.478,30.296,0.167,0.189,-0.078
1744040511499,2025-04-07T18.41.51.499,30.317,0.034,-0.030,-0.111
1744040511519,2025-04-07T18.41.51.519,30.337,-0.023,-0.298,-0.197
1744040511540,2025-04-07T18.41.51.540,30.358,-0.059,-0.734,-0.342
1744040511560,2025-04-07T18.41.51.560,30.378,-0.011,-1.398,-0.484
1744040511581,2025-04-07T18.41.51.581,30.399,0.102,-2.046,-0.623
1744040511600,2025-04-07T18.41.51.600,30.418,0.244,-2.485,-0.723
1744040511620,2025-04-07T18.41.51.620,30.438,0.329,-2.618,-0.795
1744040511641,2025-04-07T18.41.51.641,30.459,0.362,-2.375,-0.802
1744040511661,2025-04-07T18.41.51.661,30.479,0.240,-1.914,-0.726
1744040511682,2025-04-07T18.41.51.682,30.500,0.106,-1.459,-0.613
1744040511702,2025-04-07T18.41.51.702,30.520,0.031,-1.067,-0.492
1744040511721,2025-04-07T18.41.51.721,30.539,0.036,-0.797,-0.367
1744040511742,2025-04-07T18.41.51.742,30.560,0.066,-0.561,-0.247
1744040511762,2025-04-07T18.41.51.762,30.580,0.135,-0.226,-0.138
1744040511783,2025-04-07T18.41.51.783,30.601,0.166,0.134,-0.065
1744040511803,2025-04-07T18.41.51.803,30.621,0.196,0.302,-0.019
1744040511824,2025-04-07T18.41.51.824,30.642,0.182,0.434,0.001
1744040511843,2025-04-07T18.41.51.843,30.661,0.159,0.444,-0.006
1744040511863,2025-04-07T18.41.51.863,30.681,0.097,0.222,-0.052
1744040511884,2025-04-07T18.41.51.884,30.702,0.073,-0.121,-0.117
1744040511904,2025-04-07T18.41.51.904,30.722,0.049,-0.499,-0.240
1744040511925,2025-04-07T18.41.51.925,30.743,-0.147,-1.006,-0.414
1744040511944,2025-04-07T18.41.51.944,30.762,-0.390,-1.790,-0.560
1744040511964,2025-04-07T18.41.51.964,30.782,-0.055,-2.220,-0.631
1744040511985,2025-04-07T18.41.51.985,30.803,0.115,-2.348,-0.704
1744040512005,2025-04-07T18.41.52.005,30.823,0.020,-2.598,-0.766
1744040512026,2025-04-07T18.41.52.026,30.844,0.053,-2.277,-0.774
1744040512046,2025-04-07T18.41.52.046,30.864,0.019,-1.704,-0.736
1744040512066,2025-04-07T18.41.52.066,30.884,-0.037,-1.377,-0.683
1744040512086,2025-04-07T18.41.52.086,30.904,-0.056,-1.175,-0.582
1744040512107,2025-04-07T18.41.52.107,30.925,-0.068,-0.879,-0.439
1744040512127,2025-04-07T18.41.52.127,30.945,0.020,-0.570,-0.291
1744040512148,2025-04-07T18.41.52.148,30.966,0.078,-0.298,-0.152
1744040512168,2025-04-07T18.41.52.168,30.986,0.104,-0.086,-0.035
1744040512187,2025-04-07T18.41.52.187,31.005,0.156,0.207,0.002
1744040512208,2025-04-07T18.41.52.208,31.026,0.241,0.474,-0.002
1744040512228,2025-04-07T18.41.52.228,31.046,0.281,0.398,-0.003
1744040512249,2025-04-07T18.41.52.249,31.067,0.245,0.259,-0.031
1744040512269,2025-04-07T18.41.52.269,31.087,0.111,0.155,-0.085
1744040512290,2025-04-07T18.41.52.290,31.108,0.073,-0.104,-0.111
1744040512309,2025-04-07T18.41.52.309,31.127,-0.007,-0.522,-0.170
1744040512329,2025-04-07T18.41.52.329,31.147,-0.095,-0.945,-0.302
1744040512350,2025-04-07T18.41.52.350,31.168,-0.108,-1.496,-0.454
1744040512370,2025-04-07T18.41.52.370,31.188,-0.065,-2.139,-0.629
1744040512391,2025-04-07T18.41.52.391,31.209,0.119,-2.472,-0.774
1744040512410,2025-04-07T18.41.52.410,31.228,0.138,-2.564,-0.869
1744040512430,2025-04-07T18.41.52.430,31.248,0.108,-2.358,-0.902
1744040512451,2025-04-07T18.41.52.451,31.269,0.046,-1.851,-0.854
1744040512471,2025-04-07T18.41.52.471,31.289,-0.020,-1.496,-0.736
1744040512492,2025-04-07T18.41.52.492,31.310,-0.057,-1.229,-0.601
1744040512512,2025-04-07T18.41.52.512,31.330,-0.076,-0.941,-0.460
1744040512531,2025-04-07T18.41.52.531,31.349,-0.018,-0.695,-0.312
1744040512552,2025-04-07T18.41.52.552,31.370,0.076,-0.392,-0.164
1744040512572,2025-04-07T18.41.52.572,31.390,0.173,-0.251,-0.040
1744040512593,2025-04-07T18.41.52.593,31.411,0.242,-0.227,0.018
1744040512613,2025-04-07T18.41.52.613,31.431,0.276,-0.070,-0.004
1744040512634,2025-04-07T18.41.52.634,31.452,0.343,0.120,-0.026
1744040512653,2025-04-07T18.41.52.653,31.471,0.337,0.240,-0.037
1744040512673,2025-04-07T18.41.52.673,31.491,0.299,0.258,-0.051
1744040512694,2025-04-07T18.41.52.694,31.512,0.236,0.112,-0.075
1744040512714,2025-04-07T18.41.52.714,31.532,0.133,-0.098,-0.131
1744040512735,2025-04-07T18.41.52.735,31.553,0.052,-0.414,-0.246
1744040512755,2025-04-07T18.41.52.755,31.573,-0.020,-0.872,-0.410
1744040512774,2025-04-07T18.41.52.774,31.592,-0.064,-1.488,-0.564
1744040512795,2025-04-07T18.41.52.795,31.613,0.076,-2.122,-0.697
1744040512816,2025-04-07T18.41.52.816,31.634,0.190,-2.354,-0.781
1744040512836,2025-04-07T18.41.52.836,31.654,0.182,-2.364,-0.828
1744040512857,2025-04-07T18.41.52.857,31.675,0.229,-2.158,-0.802
1744040512876,2025-04-07T18.41.52.876,31.694,0.161,-1.703,-0.707
1744040512896,2025-04-07T18.41.52.896,31.714,0.104,-1.382,-0.576
1744040512917,2025-04-07T18.41.52.917,31.735,0.073,-1.102,-0.439
1744040512937,2025-04-07T18.41.52.937,31.755,0.093,-0.779,-0.277
1744040512958,2025-04-07T18.41.52.958,31.776,0.133,-0.462,-0.122
1744040512978,2025-04-07T18.41.52.978,31.796,0.140,-0.076,-0.029
1744040512997,2025-04-07T18.41.52.997,31.815,0.190,0.118,-0.012
1744040513018,2025-04-07T18.41.53.018,31.836,0.245,0.139,-0.025
1744040513038,2025-04-07T18.41.53.038,31.856,0.256,0.182,-0.032
1744040513059,2025-04-07T18.41.53.059,31.877,0.220,0.190,-0.052
1744040513079,2025-04-07T18.41.53.079,31.897,0.180,0.020,-0.061
1744040513100,2025-04-07T18.41.53.100,31.918,0.077,-0.231,-0.082
1744040513119,2025-04-07T18.41.53.119,31.937,-0.019,-0.557,-0.152
1744040513139,2025-04-07T18.41.53.139,31.957,-0.078,-0.851,-0.298
1744040513160,2025-04-07T18.41.53.160,31.978,-0.116,-1.299,-0.486
1744040513180,2025-04-07T18.41.53.180,31.998,-0.071,-1.872,-0.733
1744040513201,2025-04-07T18.41.53.201,32.019,0.089,-2.315,-0.924
1744040513221,2025-04-07T18.41.53.221,32.039,0.138,-2.411,-1.051
1744040513240,2025-04-07T18.41.53.240,32.058,0.104,-2.201,-1.099
1744040513261,2025-04-07T18.41.53.261,32.079,0.071,-1.838,-1.036
1744040513281,2025-04-07T18.41.53.281,32.099,-0.005,-1.501,-0.904
1744040513302,2025-04-07T18.41.53.302,32.120,-0.059,-1.238,-0.725
1744040513322,2025-04-07T18.41.53.322,32.140,-0.056,-0.986,-0.515
1744040513341,2025-04-07T18.41.53.341,32.159,-0.032,-0.678,-0.299
1744040513362,2025-04-07T18.41.53.362,32.180,0.017,-0.405,-0.110
1744040513382,2025-04-07T18.41.53.382,32.200,0.095,-0.174,0.024
1744040513403,2025-04-07T18.41.53.403,32.221,0.211,0.013,0.095
1744040513423,2025-04-07T18.41.53.423,32.241,0.270,0.164,0.121
1744040513444,2025-04-07T18.41.53.444,32.262,0.252,0.274,0.127
1744040513463,2025-04-07T18.41.53.463,32.281,0.267,0.236,0.122
1744040513483,2025-04-07T18.41.53.483,32.301,0.224,0.127,0.087
1744040513504,2025-04-07T18.41.53.504,32.322,0.077,0.068,0.005
1744040513524,2025-04-07T18.41.53.524,32.342,0.033,-0.176,-0.072
1744040513545,2025-04-07T18.41.53.545,32.363,-0.015,-0.556,-0.174
1744040513566,2025-04-07T18.41.53.566,32.384,-0.067,-0.974,-0.332
1744040513585,2025-04-07T18.41.53.585,32.403,-0.020,-1.511,-0.500
1744040513605,2025-04-07T18.41.53.605,32.423,0.041,-2.088,-0.660
1744040513626,2025-04-07T18.41.53.626,32.444,0.240,-2.562,-0.788
1744040513646,2025-04-07T18.41.53.646,32.464,0.290,-2.642,-0.822
1744040513667,2025-04-07T18.41.53.667,32.485,0.204,-2.359,-0.769
1744040513687,2025-04-07T18.41.53.687,32.505,0.119,-1.866,-0.670
1744040513706,2025-04-07T18.41.53.706,32.524,0.068,-1.475,-0.538
1744040513727,2025-04-07T18.41.53.727,32.545,0.015,-1.266,-0.403
1744040513747,2025-04-07T18.41.53.747,32.565,0.001,-0.962,-0.297
1744040513768,2025-04-07T18.41.53.768,32.586,0.026,-0.621,-0.222
1744040513788,2025-04-07T18.41.53.788,32.606,0.051,-0.365,-0.191
1744040513807,2025-04-07T18.41.53.807,32.625,0.107,-0.135,-0.185
1744040513828,2025-04-07T18.41.53.828,32.646,0.119,0.151,-0.198
1744040513848,2025-04-07T18.41.53.848,32.666,0.211,0.306,-0.182
1744040513869,2025-04-07T18.41.53.869,32.687,0.269,0.340,-0.139
1744040513889,2025-04-07T18.41.53.889,32.707,0.225,0.275,-0.101
1744040513910,2025-04-07T18.41.53.910,32.728,0.174,0.131,-0.070
1744040513929,2025-04-07T18.41.53.929,32.747,0.047,-0.129,-0.090
1744040513949,2025-04-07T18.41.53.949,32.767,0.038,-0.505,-0.153
1744040513970,2025-04-07T18.41.53.970,32.788,-0.022,-0.987,-0.203
1744040513990,2025-04-07T18.41.53.990,32.808,-0.247,-1.522,-0.263
1744040514011,2025-04-07T18.41.54.011,32.829,0.004,-1.920,-0.273
1744040514031,2025-04-07T18.41.54.031,32.849,0.188,-2.194,-0.318
1744040514050,2025-04-07T18.41.54.050,32.868,0.198,-2.464,-0.394
1744040514071,2025-04-07T18.41.54.071,32.889,0.198,-2.376,-0.455
1744040514091,2025-04-07T18.41.54.091,32.909,0.157,-1.962,-0.481
1744040514112,2025-04-07T18.41.54.112,32.930,0.097,-1.587,-0.462
1744040514132,2025-04-07T18.41.54.132,32.950,0.051,-1.396,-0.398
1744040514153,2025-04-07T18.41.54.153,32.971,0.070,-1.126,-0.301
1744040514172,2025-04-07T18.41.54.172,32.990,0.059,-0.824,-0.192
1744040514192,2025-04-07T18.41.54.192,33.010,0.056,-0.511,-0.109
1744040514213,2025-04-07T18.41.54.213,33.031,0.089,-0.214,-0.064
1744040514233,2025-04-07T18.41.54.233,33.051,0.094,0.082,-0.083
1744040514254,2025-04-07T18.41.54.254,33.072,0.164,0.242,-0.131
1744040514273,2025-04-07T18.41.54.273,33.091,0.231,0.262,-0.140
